Animal,Experiment,Box,phase,subphase,component,freezing,motion
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock04,5.5,144.91
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock05,38.17,8.55
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock06,16.33,25.21
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock07,28.33,31.48
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock08,38.67,32.13
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock09,30.83,13.04
19,240530_SEFL21J_trauma_g5,3,trauma,postshock,postshock10,44,20.43
20,240530_SEFL21J_trauma_g5,4,trauma,baseline,baseline,1.24,192.29
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock01,0,1037.67
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock02,0,721.27
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock03,0,758.4
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock04,0,683.7
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock05,0,989.77
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock06,0,880.77
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock07,0,742.3
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock08,0,652.17
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock09,0,1013
20,240530_SEFL21J_trauma_g5,4,trauma,shock,shock10,0,617.33
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock01,31.5,31.92
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock02,51,20
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock03,59.5,11.22
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock04,16.83,135.69
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock05,76.5,8.09
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock06,39.17,18.48
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock07,63,5.97
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock08,85.83,3.06
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock09,81.83,3.47
20,240530_SEFL21J_trauma_g5,4,trauma,postshock,postshock10,58.67,42.44
21,240530_SEFL21J_trauma_g6,1,trauma,baseline,baseline,1.12,237.27
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock01,0,1409.1
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock02,0,1683.77
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock03,0,829.07
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock04,0,956.37
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock05,0,772.4
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock06,0,951.3
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock07,0,895.8
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock08,0,1062.77
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock09,0,613.6
21,240530_SEFL21J_trauma_g6,1,trauma,shock,shock10,0,1677.2
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock01,0,177.43
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock02,0,146.19
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock03,5.17,156.4
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock04,54.67,12.78
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock05,50,12.72
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock06,6.83,77.26
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock07,45.5,30.57
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock08,0,83.14
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock09,65.83,9.71
21,240530_SEFL21J_trauma_g6,1,trauma,postshock,postshock10,25.67,47.1
22,240530_SEFL21J_trauma_g6,2,trauma,baseline,baseline,0,201.71
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock01,0,525.3
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock02,0,1270.37
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock03,0,1094.23
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock04,0,642.87
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock05,0,1119.37
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock06,0,953.83
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock07,0,893.7
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock08,0,863.57
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock09,0,584.17
22,240530_SEFL21J_trauma_g6,2,trauma,shock,shock10,0,1006.07
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock01,47.33,27.04
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock02,48.33,22.31
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock03,76,11.06
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock04,70,10.54
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock05,74.17,9
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock06,68.67,9.73
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock07,50.33,17.65
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock08,91.67,1.28
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock09,43.5,19.25
22,240530_SEFL21J_trauma_g6,2,trauma,postshock,postshock10,41.5,21.07
23,240530_SEFL21J_trauma_g6,3,trauma,baseline,baseline,0,174.5
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock01,0,821.27
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock02,0,1139.53
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock03,0,1262.3
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock04,0,507.47
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock05,0,932.07
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock06,0,755.37
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock07,0,703.43
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock08,0,944.97
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock09,0,1470.4
23,240530_SEFL21J_trauma_g6,3,trauma,shock,shock10,0,630.2
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock01,46.17,13.93
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock02,27,131.59
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock03,31,29.17
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock04,34.33,59.57
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock05,76.17,5.68
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock06,63.5,10.26
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock07,45,25.43
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock08,79.33,3.45
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock09,63,19.7
23,240530_SEFL21J_trauma_g6,3,trauma,postshock,postshock10,73.17,5.54
24,240530_SEFL21J_trauma_g6,4,trauma,baseline,baseline,0,201.36
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock01,0,828.27
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock02,0,874.63
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock03,0,812.6
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock04,0,962
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock05,0,882.13
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock06,0,753.57
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock07,0,995.9
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock08,0,848.4
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock09,0,659.13
24,240530_SEFL21J_trauma_g6,4,trauma,shock,shock10,0,640.53
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock01,11,60.39
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock02,30.67,90.1
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock03,16,54.25
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock04,71,11.67
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock05,51.5,29.51
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock06,62.33,19.43
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock07,76.33,7.03
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock08,97.5,1.08
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock09,92,1.5
24,240530_SEFL21J_trauma_g6,4,trauma,postshock,postshock10,66.67,5.49
25,240530_SEFL21J_trauma_g7,1,trauma,baseline,baseline,1.44,203.25
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock01,0,1211.87
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock02,0,905.13
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock03,0,941.23
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock04,0,956.33
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock05,0,1025.83
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock06,0,702.93
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock07,0,702.57
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock08,0,738.2
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock09,0,1222.87
25,240530_SEFL21J_trauma_g7,1,trauma,shock,shock10,0,997.2
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock01,0,148.31
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock02,27.17,37.15
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock03,25.83,129.93
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock04,47.67,33.95
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock05,35.83,27.02
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock06,43.33,44.92
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock07,20.17,59.38
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock08,42.83,27.19
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock09,71.17,8.96
25,240530_SEFL21J_trauma_g7,1,trauma,postshock,postshock10,73.33,11.24
26,240530_SEFL21J_trauma_g7,2,trauma,baseline,baseline,0.86,210.67
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock01,0,862.9
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock02,0,1018.13
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock03,0,1196.53
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock04,0,1199.1
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock05,0,602.23
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock06,0,814.03
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock07,0,1144.5
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock08,0,1503.47
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock09,0,693.53
26,240530_SEFL21J_trauma_g7,2,trauma,shock,shock10,0,678.17
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock01,0,114.94
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock02,0,161.29
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock03,0,105.55
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock04,38.67,29.58
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock05,29.17,31.97
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock06,57.17,25.08
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock07,72.17,33.16
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock08,32.33,18.31
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock09,85.83,2.92
26,240530_SEFL21J_trauma_g7,2,trauma,postshock,postshock10,78.17,16.68
27,240530_SEFL21J_trauma_g7,3,trauma,baseline,baseline,0.39,184.68
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock01,0,1118.87
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock02,0,877.77
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock03,0,1059.6
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock04,0,717.67
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock05,0,611.57
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock06,0,422.6
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock07,0,945.9
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock08,0,860.03
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock09,0,664.83
27,240530_SEFL21J_trauma_g7,3,trauma,shock,shock10,0,715.87
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock01,52.5,23.36
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock02,62.83,22.11
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock03,59,15.03
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock04,83.67,3.48
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock05,79,11.81
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock06,59,25.4
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock07,97.83,0.67
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock08,96.67,0.28
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock09,97.5,0.18
27,240530_SEFL21J_trauma_g7,3,trauma,postshock,postshock10,78.17,7.51
28,240530_SEFL21J_trauma_g7,4,trauma,baseline,baseline,1.03,200.64
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock01,0,962.77
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock02,0,798.37
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock03,0,956.43
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock04,0,448.3
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock05,0,837.17
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock06,0,540.13
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock07,0,635.03
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock08,0,385.87
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock09,0,897.57
28,240530_SEFL21J_trauma_g7,4,trauma,shock,shock10,0,552.03
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock01,0,150.38
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock02,0,182.99
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock03,42.67,22.41
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock04,34.17,42.55
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock05,50,22.82
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock06,41.67,27.24
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock07,34.67,43.58
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock08,10.67,208.73
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock09,27.17,144.49
28,240530_SEFL21J_trauma_g7,4,trauma,postshock,postshock10,51.83,150.48
29,240530_SEFL21J_trauma_g8,1,trauma,baseline,baseline,0,238.88
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock01,0,1183.77
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock02,0,806.6
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock03,0,930.03
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock04,0,996.43
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock05,0,908.9
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock06,0,850.47
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock07,0,555.07
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock08,0,1089.37
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock09,0,673.4
29,240530_SEFL21J_trauma_g8,1,trauma,shock,shock10,0,697.1
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock01,9.5,74.14
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock02,70.67,14.16
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock03,45.17,24.08
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock04,63.17,15.35
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock05,85.67,7.19
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock06,84.5,16.49
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock07,83.83,7.93
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock08,75.83,11.08
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock09,64.5,22.27
29,240530_SEFL21J_trauma_g8,1,trauma,postshock,postshock10,70.67,15.07
31,240530_SEFL21J_trauma_g8,3,trauma,baseline,baseline,2.5,186.5
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock01,0,1095.77
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock02,0,826.1
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock03,0,528.93
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock04,0,977.23
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock05,0,713.07
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock06,0,773.2
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock07,0,562.17
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock08,0,780.67
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock09,0,1051.67
31,240530_SEFL21J_trauma_g8,3,trauma,shock,shock10,0,765.77
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock01,5.5,112.08
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock02,67.33,16.79
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock03,39,31.18
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock04,61.5,15.97
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock05,61.67,14.75
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock06,45.83,29.76
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock07,37.33,106.13
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock08,78.67,7.65
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock09,87.67,6.83
31,240530_SEFL21J_trauma_g8,3,trauma,postshock,postshock10,54.67,35.36
32,240530_SEFL21J_trauma_g8,4,trauma,baseline,baseline,2.07,204.55
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock01,0,582.67
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock02,0,699.63
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock03,0,841.47
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock04,0,784.33
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock05,0,1104.27
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock06,0,1087.4
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock07,0,749.5
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock08,0,921.63
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock09,0,966.13
32,240530_SEFL21J_trauma_g8,4,trauma,shock,shock10,0,840.57
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock01,0,118.51
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock02,5,150.17
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock03,57.33,14.91
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock04,18,92.63
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock05,78.17,9.8
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock06,51.33,12.45
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock07,69.17,10.3
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock08,56.5,12.2
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock09,66.5,39.98
32,240530_SEFL21J_trauma_g8,4,trauma,postshock,postshock10,60,11.22
33,240530_SEFL21J_trauma_g9,1,trauma,baseline,baseline,1.16,203.8
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock01,0,1399.2
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock02,0,1274.53
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock03,0,904
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock04,0,812.67
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock05,0,1057.67
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock06,0,832.4
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock07,0,744.07
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock08,0,620.23
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock09,0,703.13
33,240530_SEFL21J_trauma_g9,1,trauma,shock,shock10,0,644.57
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock01,5.5,86.84
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock02,61.67,25.8
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock03,30.83,91.44
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock04,65.83,21.73
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock05,63.17,28.95
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock06,64.67,18.26
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock07,86.5,2.07
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock08,79.83,7.36
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock09,82,15.04
33,240530_SEFL21J_trauma_g9,1,trauma,postshock,postshock10,80,7.87
34,240530_SEFL21J_trauma_g9,2,trauma,baseline,baseline,0,239.92
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock01,0,1323.8
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock02,0,898.5
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock03,0,1304.17
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock04,0,721.87
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock05,0,650.13
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock06,0,768.4
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock07,0,1353.5
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock08,0,847.07
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock09,0,1326.07
34,240530_SEFL21J_trauma_g9,2,trauma,shock,shock10,0,691.77
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock01,0,194.56
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock02,51,28
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock03,49.33,35.32
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock04,63.67,19.52
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock05,49.17,24.18
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock06,65.17,28.34
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock07,63.67,14.45
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock08,75.83,19.25
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock09,79.5,10.34
34,240530_SEFL21J_trauma_g9,2,trauma,postshock,postshock10,84.83,2.98
35,240530_SEFL21J_trauma_g9,3,trauma,baseline,baseline,0,207.94
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock01,0,1072.17
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock02,0,825.9
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock03,0,762.93
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock04,0,665.3
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock05,0,873.4
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock06,0,1181.23
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock07,0,709.97
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock08,0,565.67
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock09,0,659.87
35,240530_SEFL21J_trauma_g9,3,trauma,shock,shock10,0,603.63
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock01,0,83.67
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock02,0,130.16
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock03,18.5,27.88
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock04,42.17,53.24
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock05,33.83,23.1
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock06,42.33,19.2
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock07,89.67,1.77
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock08,71.17,11.76
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock09,82.5,5.98
35,240530_SEFL21J_trauma_g9,3,trauma,postshock,postshock10,79.67,4.93
36,240530_SEFL21J_trauma_g9,4,trauma,baseline,baseline,1.36,201.84
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock01,0,1110.67
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock02,0,1166.73
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock03,0,1002.07
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock04,0,1049.53
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock05,0,1062.07
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock06,0,891.67
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock07,0,850.13
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock08,0,1038.83
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock09,0,1287.6
36,240530_SEFL21J_trauma_g9,4,trauma,shock,shock10,0,1598.53
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock01,0,90.72
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock02,0,60.52
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock03,5.17,80.81
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock04,25.83,107.61
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock05,28.33,45.37
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock06,70.83,8.28
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock07,63.67,29.53
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock08,80,3.4
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock09,58.33,13.45
36,240530_SEFL21J_trauma_g9,4,trauma,postshock,postshock10,72.67,5.95
37,240530_SEFL21J_trauma_g10,1,trauma,baseline,baseline,0.82,193.18
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock01,0,1078.6
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock02,0,564.1
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock03,0,693.2
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock04,0,338.67
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock05,0,787.73
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock06,0,1270.6
