Animal,testnum,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
5,2,1,21J_LD2_05_06_07_08_2024-05-28 11-54-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.198778456,0.801776791,1013.400077,101.3945072
9,2,1,21J_LD2_09_10_11_12_2024-05-28 12-06-47.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.201554692,0.799000555,1200.08524,120.0730633
13,2,1,21J_LD2_13_14_15_16_2024-05-28 12-14-02.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.255968906,0.749028318,963.6893291,96.42075907
17,2,1,21J_LD2_17_18_19_20_2024-05-28 12-22-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.2476402,0.7523598,1415.615039,141.6376341
21,2,1,21J_LD2_21_22_23_24_2024-05-28 12-30-22.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.138256524,0.868406441,990.7948249,99.13276635
25,2,1,21J_LD2_25_26_27_28_2024-05-28 12-39-35.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.365907829,0.648528595,1156.146116,115.6767879
29,2,1,21J_LD2_29_31_32_2024-05-28 12-48-10.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.158800666,0.841199334,1481.057331,148.1853827
33,2,1,21J_LD2_33_34_35_36_2024-05-28 14-47-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.108828429,0.892282066,836.1439165,83.65935855
37,2,1,21J_LD2_37_38_39_40_2024-05-28 14-56-56.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.367018323,0.632981677,1386.198233,138.6943716
41,2,1,21J_LD2_41_42_43_44_2024-05-28 15-06-29.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.16768462,0.83231538,814.9738743,81.54121583
45,2,1,21J_LD2_45_46_47_48_2024-05-28 15-16-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.184342032,0.815657968,775.5885752,77.60056782
49,2,1,21J_LD2_49_50_51_52_2024-05-28 15-27-25.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,3,"(5400, 7200)",0.108828429,0.903387007,1063.103593,106.3675318
53,2,1,21J_LD2_53_54_55_56_2024-05-28 15-37-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.271515825,0.729039423,1034.311268,103.4867509
57,2,1,21J_LD2_57_58_59_60_2024-05-28 15-46-48.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,3,"(5400, 7200)",0.282620766,0.717934481,1114.953828,111.5553438
1,2,1,21J_LD2_01_02_03_04_2024-05-28 11-45-17.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.142143254,0.857856746,1070.735681,107.1311511
5,2,1,21J_LD2_05_06_07_08_2024-05-28 11-54-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.074403109,0.926707385,834.4758192,83.49245912
9,2,1,21J_LD2_09_10_11_12_2024-05-28 12-06-47.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.325930039,0.674069961,1369.995948,137.0732717
13,2,1,21J_LD2_13_14_15_16_2024-05-28 12-14-02.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.33182589,0.675522894,1110.320209,111.0917327
17,2,1,21J_LD2_17_18_19_20_2024-05-28 12-22-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.206551916,0.795113826,1100.043593,110.0635184
21,2,1,21J_LD2_21_22_23_24_2024-05-28 12-30-22.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.271515825,0.72959467,870.2007132,87.06686976
25,2,1,21J_LD2_25_26_27_28_2024-05-28 12-39-35.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.224875069,0.776235425,1076.615215,107.7194207
29,2,1,21J_LD2_29_31_32_2024-05-28 12-48-10.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.358689617,0.64186563,1463.251167,146.4038087
33,2,1,21J_LD2_33_34_35_36_2024-05-28 14-47-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.227651305,0.772348695,616.7253663,61.70570344
37,2,1,21J_LD2_37_38_39_40_2024-05-28 14-56-56.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.193781233,0.806218767,1156.377771,115.6999658
41,2,1,21J_LD2_41_42_43_44_2024-05-28 15-06-29.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0,1,702.8748065,70.32528049
45,2,1,21J_LD2_45_46_47_48_2024-05-28 15-16-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0,1,774.1725119,77.45888534
49,2,1,21J_LD2_49_50_51_52_2024-05-28 15-27-25.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,FALSE,4,"(7200, 9000)",0.509716824,0.49139367,1340.549518,134.1270451
53,2,1,21J_LD2_53_54_55_56_2024-05-28 15-37-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",light,TRUE,4,"(7200, 9000)",0,1,893.6170819,89.40976594
57,2,1,21J_LD2_57_58_59_60_2024-05-28 15-46-48.mkv,99,TRUE,0.5,50,1950,"{'xs': [[2.8813040597098185, 100.53065470906046, 100.53065470906046, 1.5436417220474807], [1.5436417220474807, 2.8813040597098185, 99.19299237139812, 100.53065470906046, 100.53065470906046]], 'ys': [[0.6902615582501296, 1.3507553854106236, 106.36927390392914, 106.36927390392914], [105.04828624960815, 212.04828624960817, 212.70878007676865, 106.36927390392914, 106.36927390392914]]}",dark,FALSE,4,"(7200, 9000)",0.223209328,0.776790672,1201.771431,120.2417731
2,2,2,21J_LD2_01_02_03_04_2024-05-28 11-45-17.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0,1,695.7310992,69.61052558
6,2,2,21J_LD2_05_06_07_08_2024-05-28 11-54-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",light,FALSE,0,"(0, 1800)",0.457523598,0.547473626,1445.008018,144.5785128
10,2,2,21J_LD2_09_10_11_12_2024-05-28 12-06-47.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.07995558,0.921154914,881.3415887,88.18155646
14,2,2,21J_LD2_13_14_15_16_2024-05-28 12-14-02.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.436424209,0.567462521,1354.316762,135.5045099
18,2,2,21J_LD2_17_18_19_20_2024-05-28 12-22-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.362021099,0.640199889,1264.029853,126.4709634
22,2,2,21J_LD2_21_22_23_24_2024-05-28 12-30-22.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0,1,1150.968602,115.158758
26,2,2,21J_LD2_25_26_27_28_2024-05-28 12-39-35.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.435313715,0.568017768,1680.845442,168.1749382
34,2,2,21J_LD2_33_34_35_36_2024-05-28 14-47-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0,1,436.3330006,43.65676558
38,2,2,21J_LD2_37_38_39_40_2024-05-28 14-56-56.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.011660189,0.989450305,630.0110593,63.03498724
42,2,2,21J_LD2_41_42_43_44_2024-05-28 15-06-29.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.111049417,0.891171571,887.226185,88.77033256
46,2,2,21J_LD2_45_46_47_48_2024-05-28 15-16-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",light,FALSE,0,"(0, 1800)",0.40199889,0.599666852,1434.372178,143.5143568
50,2,2,21J_LD2_49_50_51_52_2024-05-28 15-27-25.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.176013326,0.823986674,715.6275634,71.60124201
54,2,2,21J_LD2_53_54_55_56_2024-05-28 15-37-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",light,FALSE,0,"(0, 1800)",0.214325375,0.786229872,1534.982072,153.5807568
58,2,2,21J_LD2_57_58_59_60_2024-05-28 15-46-48.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,0,"(0, 1800)",0.138256524,0.864519711,1228.549817,122.9210518
2,2,2,21J_LD2_01_02_03_04_2024-05-28 11-45-17.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.153803443,0.847862299,1252.164994,125.2838394
6,2,2,21J_LD2_05_06_07_08_2024-05-28 11-54-42.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",light,FALSE,1,"(1800, 3600)",0.411993337,0.591338145,1614.238781,161.5106901
10,2,2,21J_LD2_09_10_11_12_2024-05-28 12-06-47.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.302054414,0.701277068,1249.33322,125.0005098
14,2,2,21J_LD2_13_14_15_16_2024-05-28 12-14-02.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.431982232,0.568573015,1267.553178,126.8234855
18,2,2,21J_LD2_17_18_19_20_2024-05-28 12-22-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.290394225,0.718489728,1329.709724,133.0424828
22,2,2,21J_LD2_21_22_23_24_2024-05-28 12-30-22.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.168239867,0.831760133,1008.802083,100.9344606
26,2,2,21J_LD2_25_26_27_28_2024-05-28 12-39-35.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.290394225,0.711826763,1519.354333,152.0171425
34,2,2,21J_LD2_33_34_35_36_2024-05-28 14-47-01.mkv,99,TRUE,0.5,50,1950,"{'xs': [[3.540848174652493, 98.51487414867846, 99.8525364863408, 3.540848174652493], [2.2031858369901554, 98.51487414867846, 99.8525364863408, 3.540848174652493]], 'ys': [[1.2002549081478675, 0.5367328955692512, 106.70025490814787, 106.70025490814787], [206.89207880751894, 208.8826448452548, 106.70025490814787, 106.70025490814787]]}",dark,FALSE,1,"(1800, 3600)",0.21710161,0.784564131,1202.144646,120.2791147
