Animal,Experiment,Box,phase,subphase,component,freezing,motion
1,230306_SEFL21G3_mildstressor_g4,1,mildstressor,prepost,bl,9.46,239.63
1,230306_SEFL21G3_mildstressor_g4,1,mildstressor,prepost,post,100,0.27
1,230306_SEFL21G3_mildstressor_g4,1,mildstressor,startle,startle_pre,0,99.91
1,230306_SEFL21G3_mildstressor_g4,1,mildstressor,startle,startle_startle,0,606.79
1,230306_SEFL21G3_mildstressor_g4,1,mildstressor,startle,startle_post,100,0.87
2,230306_SEFL21G3_mildstressor_g4,2,mildstressor,prepost,bl,0,601.18
2,230306_SEFL21G3_mildstressor_g4,2,mildstressor,prepost,post,0,267.87
2,230306_SEFL21G3_mildstressor_g4,2,mildstressor,startle,startle_pre,0,580.58
2,230306_SEFL21G3_mildstressor_g4,2,mildstressor,startle,startle_startle,0,574.13
2,230306_SEFL21G3_mildstressor_g4,2,mildstressor,startle,startle_post,0,38.58
3,230306_SEFL21G3_mildstressor_g4,3,mildstressor,prepost,bl,0.85,441.06
3,230306_SEFL21G3_mildstressor_g4,3,mildstressor,prepost,post,58.67,62.22
3,230306_SEFL21G3_mildstressor_g4,3,mildstressor,startle,startle_pre,0,524.3
3,230306_SEFL21G3_mildstressor_g4,3,mildstressor,startle,startle_startle,0,467.08
3,230306_SEFL21G3_mildstressor_g4,3,mildstressor,startle,startle_post,88.89,8.94
4,230306_SEFL21G3_mildstressor_g1,1,mildstressor,prepost,bl,0.69,490.15
4,230306_SEFL21G3_mildstressor_g1,1,mildstressor,prepost,post,0,406.44
4,230306_SEFL21G3_mildstressor_g1,1,mildstressor,startle,startle_pre,0,209.82
4,230306_SEFL21G3_mildstressor_g1,1,mildstressor,startle,startle_startle,0,640.46
4,230306_SEFL21G3_mildstressor_g1,1,mildstressor,startle,startle_post,0,565.74
5,230306_SEFL21G3_mildstressor_g1,2,mildstressor,prepost,bl,0,347.63
5,230306_SEFL21G3_mildstressor_g1,2,mildstressor,prepost,post,0,127.68
5,230306_SEFL21G3_mildstressor_g1,2,mildstressor,startle,startle_pre,0,414.46
5,230306_SEFL21G3_mildstressor_g1,2,mildstressor,startle,startle_startle,0,755
5,230306_SEFL21G3_mildstressor_g1,2,mildstressor,startle,startle_post,0,92.84
6,230306_SEFL21G3_mildstressor_g4,4,mildstressor,prepost,bl,0,615.63
6,230306_SEFL21G3_mildstressor_g4,4,mildstressor,prepost,post,11,260.12
6,230306_SEFL21G3_mildstressor_g4,4,mildstressor,startle,startle_pre,0,526.02
6,230306_SEFL21G3_mildstressor_g4,4,mildstressor,startle,startle_startle,0,497.81
6,230306_SEFL21G3_mildstressor_g4,4,mildstressor,startle,startle_post,36.67,30.84
7,230306_SEFL21G3_mildstressor_g5,1,mildstressor,prepost,bl,9.69,155.2
7,230306_SEFL21G3_mildstressor_g5,1,mildstressor,prepost,post,70.33,39.69
7,230306_SEFL21G3_mildstressor_g5,1,mildstressor,startle,startle_pre,0,355.32
7,230306_SEFL21G3_mildstressor_g5,1,mildstressor,startle,startle_startle,0,570.19
7,230306_SEFL21G3_mildstressor_g5,1,mildstressor,startle,startle_post,63.33,90.83
8,230306_SEFL21G3_mildstressor_g5,2,mildstressor,prepost,bl,0,605.39
8,230306_SEFL21G3_mildstressor_g5,2,mildstressor,prepost,post,0,515.33
8,230306_SEFL21G3_mildstressor_g5,2,mildstressor,startle,startle_pre,0,689.44
8,230306_SEFL21G3_mildstressor_g5,2,mildstressor,startle,startle_startle,0,1278.76
8,230306_SEFL21G3_mildstressor_g5,2,mildstressor,startle,startle_post,0,407.52
9,230306_SEFL21G3_mildstressor_g5,3,mildstressor,prepost,bl,0,420.25
9,230306_SEFL21G3_mildstressor_g5,3,mildstressor,prepost,post,0,233.67
9,230306_SEFL21G3_mildstressor_g5,3,mildstressor,startle,startle_pre,0,257.06
9,230306_SEFL21G3_mildstressor_g5,3,mildstressor,startle,startle_startle,0,980.07
9,230306_SEFL21G3_mildstressor_g5,3,mildstressor,startle,startle_post,0,301.83
10,230306_SEFL21G3_mildstressor_g1,3,mildstressor,prepost,bl,0,425.72
10,230306_SEFL21G3_mildstressor_g1,3,mildstressor,prepost,post,37.33,64.58
10,230306_SEFL21G3_mildstressor_g1,3,mildstressor,startle,startle_pre,0,423.89
10,230306_SEFL21G3_mildstressor_g1,3,mildstressor,startle,startle_startle,0,893.24
10,230306_SEFL21G3_mildstressor_g1,3,mildstressor,startle,startle_post,54.44,28.13
11,230306_SEFL21G3_mildstressor_g1,4,mildstressor,prepost,bl,2.94,299.14
11,230306_SEFL21G3_mildstressor_g1,4,mildstressor,prepost,post,78.33,7.18
11,230306_SEFL21G3_mildstressor_g1,4,mildstressor,startle,startle_pre,100,0.83
11,230306_SEFL21G3_mildstressor_g1,4,mildstressor,startle,startle_startle,0,600.02
11,230306_SEFL21G3_mildstressor_g1,4,mildstressor,startle,startle_post,96.67,0.68
12,230306_SEFL21G3_mildstressor_g2,1,mildstressor,prepost,bl,0,375.86
12,230306_SEFL21G3_mildstressor_g2,1,mildstressor,prepost,post,0,126.46
12,230306_SEFL21G3_mildstressor_g2,1,mildstressor,startle,startle_pre,0,273.56
12,230306_SEFL21G3_mildstressor_g2,1,mildstressor,startle,startle_startle,0,846.23
12,230306_SEFL21G3_mildstressor_g2,1,mildstressor,startle,startle_post,0,61.43
13,230306_SEFL21G3_mildstressor_g5,4,mildstressor,prepost,bl,0,568.59
13,230306_SEFL21G3_mildstressor_g5,4,mildstressor,prepost,post,0,239.03
13,230306_SEFL21G3_mildstressor_g5,4,mildstressor,startle,startle_pre,0,240.33
13,230306_SEFL21G3_mildstressor_g5,4,mildstressor,startle,startle_startle,0,673.7
13,230306_SEFL21G3_mildstressor_g5,4,mildstressor,startle,startle_post,0,241.63
14,230306_SEFL21G3_mildstressor_g6,1,mildstressor,prepost,bl,2.78,321.05
14,230306_SEFL21G3_mildstressor_g6,1,mildstressor,prepost,post,0,167.39
14,230306_SEFL21G3_mildstressor_g6,1,mildstressor,startle,startle_pre,0,705.54
14,230306_SEFL21G3_mildstressor_g6,1,mildstressor,startle,startle_startle,0,1544.08
14,230306_SEFL21G3_mildstressor_g6,1,mildstressor,startle,startle_post,0,152.06
15,230306_SEFL21G3_mildstressor_g6,2,mildstressor,prepost,bl,0,518.49
15,230306_SEFL21G3_mildstressor_g6,2,mildstressor,prepost,post,0,324.64
15,230306_SEFL21G3_mildstressor_g6,2,mildstressor,startle,startle_pre,0,352.44
15,230306_SEFL21G3_mildstressor_g6,2,mildstressor,startle,startle_startle,0,574.84
15,230306_SEFL21G3_mildstressor_g6,2,mildstressor,startle,startle_post,0,255.86
16,230306_SEFL21G3_mildstressor_g2,2,mildstressor,prepost,bl,0,441.75
16,230306_SEFL21G3_mildstressor_g2,2,mildstressor,prepost,post,0,208.65
16,230306_SEFL21G3_mildstressor_g2,2,mildstressor,startle,startle_pre,0,369.79
16,230306_SEFL21G3_mildstressor_g2,2,mildstressor,startle,startle_startle,0,813.64
16,230306_SEFL21G3_mildstressor_g2,2,mildstressor,startle,startle_post,0,381.33
17,230306_SEFL21G3_mildstressor_g2,3,mildstressor,prepost,bl,0,331.29
17,230306_SEFL21G3_mildstressor_g2,3,mildstressor,prepost,post,39.33,26.54
17,230306_SEFL21G3_mildstressor_g2,3,mildstressor,startle,startle_pre,0,108.06
17,230306_SEFL21G3_mildstressor_g2,3,mildstressor,startle,startle_startle,0,474.87
17,230306_SEFL21G3_mildstressor_g2,3,mildstressor,startle,startle_post,50,11.47
18,230306_SEFL21G3_mildstressor_g2,4,mildstressor,prepost,bl,0,492.52
18,230306_SEFL21G3_mildstressor_g2,4,mildstressor,prepost,post,0,403.16
18,230306_SEFL21G3_mildstressor_g2,4,mildstressor,startle,startle_pre,0,324.89
18,230306_SEFL21G3_mildstressor_g2,4,mildstressor,startle,startle_startle,0,431.49
18,230306_SEFL21G3_mildstressor_g2,4,mildstressor,startle,startle_post,0,613.69
19,230306_SEFL21G3_mildstressor_g3,1,mildstressor,prepost,bl,0,382.82
19,230306_SEFL21G3_mildstressor_g3,1,mildstressor,prepost,post,0,188.18
19,230306_SEFL21G3_mildstressor_g3,1,mildstressor,startle,startle_pre,0,876.63
19,230306_SEFL21G3_mildstressor_g3,1,mildstressor,startle,startle_startle,0,1037.58
19,230306_SEFL21G3_mildstressor_g3,1,mildstressor,startle,startle_post,0,173.08
20,230306_SEFL21G3_mildstressor_g3,2,mildstressor,prepost,bl,0,364.49
20,230306_SEFL21G3_mildstressor_g3,2,mildstressor,prepost,post,47.33,54.69
20,230306_SEFL21G3_mildstressor_g3,2,mildstressor,startle,startle_pre,0,356.51
20,230306_SEFL21G3_mildstressor_g3,2,mildstressor,startle,startle_startle,0,655.57
20,230306_SEFL21G3_mildstressor_g3,2,mildstressor,startle,startle_post,63.33,48.2
21,230306_SEFL21G3_mildstressor_g3,3,mildstressor,prepost,bl,0,488.63
21,230306_SEFL21G3_mildstressor_g3,3,mildstressor,prepost,post,0,401.43
21,230306_SEFL21G3_mildstressor_g3,3,mildstressor,startle,startle_pre,0,814.39
21,230306_SEFL21G3_mildstressor_g3,3,mildstressor,startle,startle_startle,0,428.07
21,230306_SEFL21G3_mildstressor_g3,3,mildstressor,startle,startle_post,0,138.57
22,230306_SEFL21G3_mildstressor_g3,4,mildstressor,prepost,bl,3.94,294.17
22,230306_SEFL21G3_mildstressor_g3,4,mildstressor,prepost,post,42,29.88
22,230306_SEFL21G3_mildstressor_g3,4,mildstressor,startle,startle_pre,0,504.03
22,230306_SEFL21G3_mildstressor_g3,4,mildstressor,startle,startle_startle,0,656.01
22,230306_SEFL21G3_mildstressor_g3,4,mildstressor,startle,startle_post,74.44,22.03
23,230306_SEFL21G3_mildstressor_g6,3,mildstressor,prepost,bl,0,289.85
23,230306_SEFL21G3_mildstressor_g6,3,mildstressor,prepost,post,73.67,34.65
23,230306_SEFL21G3_mildstressor_g6,3,mildstressor,startle,startle_pre,0,198.18
23,230306_SEFL21G3_mildstressor_g6,3,mildstressor,startle,startle_startle,0,577.28
23,230306_SEFL21G3_mildstressor_g6,3,mildstressor,startle,startle_post,60,97.32
24,230306_SEFL21G3_mildstressor_g6,4,mildstressor,prepost,bl,0,512.6
24,230306_SEFL21G3_mildstressor_g6,4,mildstressor,prepost,post,0,360.65
24,230306_SEFL21G3_mildstressor_g6,4,mildstressor,startle,startle_pre,0,482.31
24,230306_SEFL21G3_mildstressor_g6,4,mildstressor,startle,startle_startle,0,1234.29
24,230306_SEFL21G3_mildstressor_g6,4,mildstressor,startle,startle_post,0,163.7
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min01,0,371.85
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min02,4,365.34
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min03,3.67,303.51
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min04,2.28,330.3
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min05,5.39,316.68
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min06,5,327.71
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min07,11.78,220.48
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,min,min08,0,294.84
1,230307_SEFL21G3_sefltest_g4,1,mildstressortest,avg,avg,4.01,316.34
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min01,0,408.95
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min02,1.83,352.89
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min03,0,364.19
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min04,0,415.55
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min05,0,273.5
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min06,0,374.31
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min07,0,318.54
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,min,min08,1.72,378.37
2,230307_SEFL21G3_sefltest_g4,2,mildstressortest,avg,avg,0.44,360.79
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min01,0,631.63
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min02,0,513.25
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min03,0,509.79
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min04,0,302.16
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min05,0,436.16
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min06,1.72,472.09
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min07,0,327.22
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,min,min08,0,210.3
3,230307_SEFL21G3_sefltest_g4,3,mildstressortest,avg,avg,0.22,425.32
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min01,0,380.81
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min02,0,235.84
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min03,5.06,242.84
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min04,4.72,194.25
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min05,9.44,237.88
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min06,17.83,197.52
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min07,17.83,193.83
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,min,min08,16.72,178.18
4,230307_SEFL21G3_sefltest_g1,1,mildstressortest,avg,avg,8.95,232.64
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min01,0,329
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min02,4.22,209.38
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min03,3.78,257.36
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min04,18.06,142.35
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min05,23.56,147.89
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min06,17,203.88
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min07,25.22,161.12
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,min,min08,12.61,132.98
5,230307_SEFL21G3_sefltest_g1,2,mildstressortest,avg,avg,13.13,198
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min01,0,481.76
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min02,0,314
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min03,0,417.58
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min04,0,417.94
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min05,0,343.72
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min06,0,348.6
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min07,0,382.7
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,min,min08,0,275.83
6,230307_SEFL21G3_sefltest_g4,4,mildstressortest,avg,avg,0,372.77
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min01,2.83,75.27
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min02,0,65.14
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min03,0,59.01
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min04,0,43.9
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min05,17.5,29.5
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min06,58.22,6.11
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min07,54.78,6.2
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,min,min08,11.56,15.62
7,230307_SEFL21G3_sefltest_g5,1,mildstressortest,avg,avg,18.25,37.59
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min01,0,457.73
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min02,0,387.54
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min03,0,437.95
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min04,0,371.88
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min05,0,379.98
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min06,4,422.67
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min07,0,351.55
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,min,min08,0,308.93
8,230307_SEFL21G3_sefltest_g5,2,mildstressortest,avg,avg,0.5,389.78
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min01,0,530.56
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min02,0,412.1
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min03,0,534.72
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min04,1.78,388.24
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min05,0,255.6
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min06,0,383.97
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min07,0,409.92
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,min,min08,0,353.96
9,230307_SEFL21G3_sefltest_g5,3,mildstressortest,avg,avg,0.22,408.63
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min01,1.94,246.18
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min02,13.72,119.94
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min03,5.61,188.19
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min04,12.94,162.72
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min05,31.11,149.26
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min06,9.33,217.93
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min07,26.67,110.62
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,min,min08,0,212.27
10,230307_SEFL21G3_sefltest_g1,3,mildstressortest,avg,avg,12.76,175.89
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min01,0,262.52
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min02,1.78,156.99
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min03,6.78,140.19
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min04,1.94,152.58
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min05,25.17,102.16
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min06,8.83,218.41
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min07,4.56,210.2
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,min,min08,0,143.44
11,230307_SEFL21G3_sefltest_g1,4,mildstressortest,avg,avg,6.15,173.31
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min01,0,208.47
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min02,3.78,142.86
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min03,9.94,237.47
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min04,1.78,171.07
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min05,16.72,161.17
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min06,9.72,162.31
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min07,11.89,180.69
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,min,min08,5.78,102.31
12,230307_SEFL21G3_sefltest_g2,1,mildstressortest,avg,avg,7.83,170.79
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min01,0,436.87
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min02,0,305.75
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min03,5.28,226.62
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min04,2.56,245.1
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min05,2.06,279.59
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min06,3.83,274.62
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min07,19.17,193.18
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,min,min08,12.39,195.18
13,230307_SEFL21G3_sefltest_g5,4,mildstressortest,avg,avg,5.66,269.61
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min01,0,585.68
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min02,0,493.17
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min03,0,411.73
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min04,0,391.75
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min05,0,355.06
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min06,1.72,416.41
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min07,0,365.46
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,min,min08,0,367.91
14,230307_SEFL21G3_sefltest_g6,1,mildstressortest,avg,avg,0.22,423.4
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min01,0,318.62
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min02,4.89,244.02
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min03,4.11,247.5
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min04,9.22,183.96
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min05,19.61,179.6
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min06,0,201.48
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min07,2.5,303.77
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,min,min08,14.06,226.77
15,230307_SEFL21G3_sefltest_g6,2,mildstressortest,avg,avg,6.97,238.21
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min01,2.44,266.34
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min02,1.67,217.76
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min03,9.44,150.03
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min04,17.22,96.49
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min05,5.17,277.46
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min06,1.67,215.8
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min07,16.78,150.67
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,min,min08,7.11,124.86
16,230307_SEFL21G3_sefltest_g2,2,mildstressortest,avg,avg,7.69,187.42
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min01,0,366.28
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min02,0,331.94
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min03,0,412.4
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min04,0,239.89
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min05,3.11,241.72
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min06,0,249.09
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min07,8,196.42
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,min,min08,4.5,116.23
17,230307_SEFL21G3_sefltest_g2,3,mildstressortest,avg,avg,1.95,269.25
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min01,2,355.57
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min02,0,287.87
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min03,4.06,273.27
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min04,2.61,242.89
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min05,7.61,207.96
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min06,5.39,206.46
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min07,8.5,190.23
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,min,min08,14.06,159.04
18,230307_SEFL21G3_sefltest_g2,4,mildstressortest,avg,avg,5.53,240.41
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min01,0,580.4
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min02,0,552.04
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min03,0,449.59
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min04,0,403.94
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min05,2.11,358.2
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min06,0,411.42
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min07,0,454.78
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,min,min08,0,342.27
19,230307_SEFL21G3_sefltest_g3,1,mildstressortest,avg,avg,0.26,444.08
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min01,2.11,104.46
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min02,2.44,99.19
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min03,0,46.12
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min04,2.44,141.49
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min05,0,216.51
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min06,8.11,107.98
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min07,0,317.82
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,min,min08,2,352.28
20,230307_SEFL21G3_sefltest_g3,2,mildstressortest,avg,avg,2.14,173.23
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min01,0,442.92
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min02,0,477.04
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min03,11.17,290.29
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min04,3.83,301.9
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min05,7.28,189.72
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min06,6.33,281.15
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min07,15.22,274.78
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,min08,3.72,262.92
21,230307_SEFL21G3_sefltest_g3,3,mildstressortest,,avg,5.94,315.09
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min01,0,428.94
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min02,0,473.39
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min03,0,352.98
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min04,0,309.77
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min05,0,273.81
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min06,0,280.54
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min07,0,274.67
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,min08,0,197.23
22,230307_SEFL21G3_sefltest_g3,4,mildstressortest,,avg,0,323.91
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min01,0,419.22
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min02,0,469.86
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min03,0,420.21
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min04,0,403.59
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min05,0,332.2
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min06,2.06,310.67
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min07,1.67,212.03
23,230307_SEFL21G3_sefltest_g6,3,mildstressortest,,min08,0,399.66
