Animal,Experiment,Box,phase,subphase,component,freezing,motion
17,230309_SEFL21G3_trauma_g2,3,trauma,postshock,postshock08,44.56,92.59
17,230309_SEFL21G3_trauma_g2,3,trauma,postshock,postshock09,54.33,19.97
17,230309_SEFL21G3_trauma_g2,3,trauma,postshock,postshock10,51.33,19.9
18,230309_SEFL21G3_trauma_g2,4,trauma,baseline,baseline,8.31,165.23
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock01,0,641.57
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock02,0,840.83
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock03,0,684.87
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock04,0,705.8
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock05,0,556.4
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock06,0,519.03
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock07,0,394.43
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock08,0,799.53
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock09,0,787.7
18,230309_SEFL21G3_trauma_g2,4,trauma,shock,shock10,0,812.07
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock01,7.67,198.85
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock02,24.78,107.13
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock03,8.67,150.02
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock04,15,39.45
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock05,20.22,32.42
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock06,20.11,39.32
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock07,12.11,91.53
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock08,0,197.49
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock09,24.33,119.21
18,230309_SEFL21G3_trauma_g2,4,trauma,postshock,postshock10,30.78,90.84
19,230309_SEFL21G3_trauma_g3,1,trauma,baseline,baseline,0.53,266.83
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock01,0,1128.2
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock02,0,832.1
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock03,0,486.6
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock04,0,405.63
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock05,0,396.67
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock06,0,435.93
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock07,0,482
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock08,0,391.23
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock09,0,518.63
19,230309_SEFL21G3_trauma_g3,1,trauma,shock,shock10,0,306.73
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock01,0,87.06
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock02,9.89,56.12
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock03,28.22,15.56
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock04,18.11,24.65
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock05,0,110.71
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock06,30,26.67
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock07,26.89,37.31
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock08,59.78,4.11
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock09,67.56,4.47
19,230309_SEFL21G3_trauma_g3,1,trauma,postshock,postshock10,63,3.58
20,230309_SEFL21G3_trauma_g3,2,trauma,baseline,baseline,5.83,106.73
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock01,0,565.73
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock02,0,786.07
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock03,0,845.43
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock04,0,284.83
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock05,0,95.83
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock06,0,144.07
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock07,0,150.63
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock08,0,247.1
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock09,0,257.4
20,230309_SEFL21G3_trauma_g3,2,trauma,shock,shock10,0,474.3
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock01,60.22,16.43
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock02,72.67,8.82
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock03,6.56,117.45
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock04,47.44,13.35
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock05,6.11,110.56
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock06,15.44,30.61
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock07,66.11,10.45
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock08,71.44,5.8
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock09,90.89,2.24
20,230309_SEFL21G3_trauma_g3,2,trauma,postshock,postshock10,4.89,86.05
21,230309_SEFL21G3_trauma_g3,3,trauma,baseline,baseline,10.22,214.64
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock01,0,1757.63
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock02,0,1028.33
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock03,0,1144.53
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock04,0,1617.07
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock05,0,886.9
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock06,0,1176.73
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock07,0,2019.77
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock08,0,618.63
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock09,0,495.43
21,230309_SEFL21G3_trauma_g3,3,trauma,shock,shock10,0,458.57
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock01,6.78,221.95
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock02,54.89,73.28
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock03,43,71.62
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock04,36.67,67.42
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock05,35.56,82.84
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock06,0,161.26
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock07,23.22,57.7
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock08,17.67,89.66
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock09,16.44,94.19
21,230309_SEFL21G3_trauma_g3,3,trauma,postshock,postshock10,11.33,144.85
22,230309_SEFL21G3_trauma_g3,4,trauma,baseline,baseline,2.64,113.85
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock01,0,765.23
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock02,0,562.07
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock03,0,272.57
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock04,0,469.63
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock05,0,120.27
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock06,0,328.5
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock07,0,280.2
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock08,0,367.6
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock09,0,288.9
22,230309_SEFL21G3_trauma_g3,4,trauma,shock,shock10,0,449.37
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock01,76.56,4.38
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock02,64.22,6.32
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock03,70.56,13.43
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock04,18.33,29.72
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock05,29.22,42.72
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock06,13.44,28.11
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock07,51.78,27.72
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock08,22.67,24.45
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock09,49.78,10.25
22,230309_SEFL21G3_trauma_g3,4,trauma,postshock,postshock10,37.22,59.42
23,230309_SEFL21G3_trauma_g6,3,trauma,baseline,baseline,0,251.14
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock01,0,1236.53
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock02,0,621.33
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock03,0,463.47
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock04,0,345.37
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock05,0,412.87
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock06,0,344.4
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock07,0,261.53
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock08,0,114.83
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock09,0,100.4
23,230309_SEFL21G3_trauma_g6,3,trauma,shock,shock10,0,70.37
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock01,3.33,172.53
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock02,17.33,122.1
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock03,58.33,35.11
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock04,23.33,126.59
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock05,5.44,48.9
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock06,91.67,5.27
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock07,92,5.82
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock08,81.22,10.75
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock09,100,0.22
23,230309_SEFL21G3_trauma_g6,3,trauma,postshock,postshock10,88.22,2.2
24,230309_SEFL21G3_trauma_g6,4,trauma,baseline,baseline,3.71,228.28
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock01,0,1153.2
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock02,0,859.37
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock03,0,520.97
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock04,0,635.47
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock05,0,451
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock06,0,659.1
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock07,0,353.67
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock08,0,567.27
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock09,0,333.73
24,230309_SEFL21G3_trauma_g6,4,trauma,shock,shock10,0,855.33
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock01,0,180.83
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock02,7.22,86.48
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock03,20.89,81.93
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock04,17.67,107.77
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock05,16.78,126.06
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock06,14.78,69.92
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock07,59.44,46.34
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock08,16.56,115.21
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock09,30,57.2
24,230309_SEFL21G3_trauma_g6,4,trauma,postshock,postshock10,32.33,47.86
