"annotation_abrv","annotation_names","parcellation_group","graph_order","ControlVnoTrauma_z","ControlVnoTrauma_p","ControlVTrauma_z","ControlVTrauma_p","TraumaVnoTrauma_t","TraumaVnoTrauma_p","Model_p","Model_padj","Model_fdr","NTvsT_padj","NTvsT_fdr"
"ENTmv","Entorhinal area, medial part, ventral zone","cortical_plate","517",3.0186917568718,0.00253868684500544,4.65290148434325,3.27296641319799e-06,1.74340681728179,0.0812625783243057,0.000548252936603988,0.00854518370155181,TRUE,0.23592361448992,FALSE
"VISl6b","Lateral visual area, layer 6b","cortical_plate","184",-2.90134040713369,0.00371569994664966,-0.937915400806499,0.348287887932552,2.08723353373815,0.0368670296091729,0.0216467041757953,0.0815359190621622,FALSE,NA,NA
"MOs6b","Secondary motor area, layer 6b","cortical_plate","29",-0.727455212911571,0.466947142023863,-1.69372026231174,0.090318452279217,-1.02446160100912,0.30561729886082,0.250505222549837,0.381859231421579,FALSE,NA,NA
"XII","Hypoglossal nucleus","hindbrain","990",0.426844962660704,0.669492254878669,-0.567837419852774,0.570145368354578,-1.05435501244517,0.291720410896236,0.581184789795061,0.696805106067288,FALSE,NA,NA
"AUDpo2/3","Posterior auditory area, layer 2/3","cortical_plate","145",2.81969497436938,0.00480693184800832,3.13137922188466,0.00173987334661729,0.333956797857682,0.738412159178814,0.0117767615711856,0.0572375938728589,FALSE,NA,NA
"VISam6b","Anteromedial visual area, layer 6b","cortical_plate","177",-0.697559916973916,0.485452456131666,-0.613414746735398,0.539602137722082,0.0891499294188663,0.92896275739128,0.752041219965349,0.831106678299114,FALSE,NA,NA
"CM","Central medial nucleus of the thalamus","diencephalon","698",0.627757703461263,0.530162677990544,0.663000585142839,0.507330179319437,0.037415760506838,0.970153506402389,0.776373891467976,0.847635263148611,FALSE,NA,NA
"SSp-ul1","Primary somatosensory area, upper limb, layer 1","cortical_plate","80",3.95765696355656,7.56885497533991e-05,1.40019346199094,0.161455393165498,-2.73177067777577,0.00629949711796329,0.00124269287882106,0.014042429530678,TRUE,0.0436119031243613,TRUE
"ORBl6a","Orbital area, lateral part, layer 6a","cortical_plate","262",-0.0103361330867767,0.991753105835631,-0.167285592199672,0.867145340155513,-0.166444239942957,0.867807361034999,0.981387471051188,0.988443307053839,FALSE,NA,NA
"PF","Parafascicular nucleus","diencephalon","701",0.490771427234941,0.623588121049918,1.14198319078408,0.253461006767688,0.69217655431157,0.488826460569818,0.520403626803615,0.638685126596952,FALSE,NA,NA
"GU1","Gustatory areas, layer 1","cortical_plate","108",4.18200896887449,2.88944568617577e-05,2.40290060827466,0.0162656076639932,-1.90052792196321,0.0573638743098401,0.00160156324063576,0.0159551780068042,TRUE,0.176442289767648,FALSE
"LD","Lateral dorsal nucleus of thalamus","diencephalon","682",0.576618672757999,0.564197082327577,0.846796351108341,0.39710864244148,0.287004099129606,0.774109181566868,0.698409758469135,0.796864646402141,FALSE,NA,NA
"SPA","Subparafascicular area","diencephalon","655",0.247790148834559,0.804296777374548,-0.0755432231888514,0.939782508631962,-0.342981167139126,0.731612628222398,0.937734559943219,0.958950273969084,FALSE,NA,NA
"TMv","Tuberomammillary nucleus, ventral part","diencephalon","771",1.16741988942993,0.243040842825467,1.25016865764207,0.211237943499817,0.0882129432668558,0.929707430182545,0.415732989316173,0.546253811543343,FALSE,NA,NA
"AUDpo6a","Posterior auditory area, layer 6a","cortical_plate","148",0.370677540475053,0.710877720579997,1.66282606574281,0.0963472573821037,1.37782177291152,0.168258321965501,0.20942203918964,0.339278715819775,FALSE,NA,NA
"IO","Inferior olivary complex","hindbrain","960",-1.29027721347095,0.196954425545473,-0.620337936805903,0.535035323495861,0.710215983293894,0.477570210766636,0.44271027815314,0.575014499210401,FALSE,NA,NA
"MDRNd","Medullary reticular nucleus, dorsal part","hindbrain","969",-1.69699197997739,0.089698176800098,0.260050588660543,0.794824751443044,2.06753544267363,0.0386837280741072,0.119713954300901,0.224537774968884,FALSE,NA,NA
"RPA","Nucleus raphe pallidus","hindbrain","995",-1.07727727119518,0.28135641324733,-0.339936678358524,0.733904214343567,0.780773775265202,0.434935560727091,0.546244074469046,0.663715918440883,FALSE,NA,NA
"RH","Rhomboid nucleus","diencephalon","697",0.38105811921661,0.703160123081868,-0.266634614895663,0.789750501337878,-0.686914911276922,0.492136349806076,0.788898638807254,0.851856050726129,FALSE,NA,NA
"RSPd6b","Retrosplenial area, dorsal part, layer 6b","cortical_plate","331",1.63222456343618,0.102632188018316,0.494019143602461,0.621292659695755,-1.21826680612116,0.223122599782741,0.240643974319026,0.371232342635494,FALSE,NA,NA
"NTB","Nucleus of the trapezoid body","hindbrain","930",-1.49832862293138,0.134047890979702,-1.61913379963405,0.105418477860551,-0.128476001876884,0.897772288550479,0.202508046665685,0.332849589428689,FALSE,NA,NA
"RPO","Nucleus raphe pontis","hindbrain","915",-0.781135412611743,0.434722855879885,-1.04822349742782,0.294535646998013,-0.283512135383765,0.776784280435107,0.558268950035323,0.674699372769963,FALSE,NA,NA
"x","Nucleus x","hindbrain","989",-0.147643192906069,0.882624365620071,-0.303090119739018,0.76182118354298,-0.164802996979721,0.869099045051123,0.954855672207175,0.967701264209962,FALSE,NA,NA
"EW","Edinger-Westphal nucleus","midbrain","849",0.220336381821591,0.825609187710472,0.864276795181013,0.387435854318947,0.684182938637661,0.493859654437815,0.654874785525052,0.760934198090806,FALSE,NA,NA
"VAL","Ventral anterior-lateral complex of the thalamus","diencephalon","644",1.9328866924006,0.0532501575750763,1.34138666928468,0.179794943452393,-0.636038948016236,0.524751036582132,0.18144858557672,0.308326167972472,FALSE,NA,NA
"ACAv6b","Anterior cingulate area, ventral part, 6b","cortical_plate","237",-0.648055594870173,0.516948993072318,-1.19460478000393,0.232241480798235,-0.579187170776379,0.562462886388657,0.495972876621167,0.620996510340076,FALSE,NA,NA
"SSp-tr1","Primary somatosensory area, trunk, layer 1","cortical_plate","87",2.57483463528788,0.0100288021713599,-0.456681982096649,0.64789964338352,-3.19179321426341,0.00141392518647554,0.00930161324767598,0.0472396537971859,TRUE,0.0254506533565597,TRUE
"MDRNv","Medullary reticular nucleus, ventral part","hindbrain","970",0.761742960313537,0.446213429653663,1.79917360244042,0.0719912237472115,1.1045770621178,0.269342894804332,0.207621175401723,0.337571119717909,FALSE,NA,NA
"ICB","Infracerebellar nucleus","hindbrain","959",-0.240416956544187,0.810007034217783,0.447346317608298,0.654625029365806,0.729299752256109,0.465818323794456,0.760752327900608,0.834611777211346,FALSE,NA,NA
"CU","Cuneate nucleus","hindbrain","927",-0.0680485848436535,0.945746958774594,0.810723262610275,0.417524611161962,0.93260097078527,0.351026031961665,0.58681261036163,0.701691269532955,FALSE,NA,NA
"VLPO","Ventrolateral preoptic nucleus","diencephalon","755",-1.2854520222993,0.198634372140663,-1.69911006265924,0.0892984477563251,-0.438547859089269,0.660989184779847,0.224374006616,0.352142538161223,FALSE,NA,NA
"SH","Septohippocampal nucleus","cerebral_nuclei","591",2.51060838625117,0.0120523317106397,1.69303425642584,0.0904489468497032,-0.881319210687176,0.378145071129755,0.0640889447590165,0.153270915508336,FALSE,NA,NA
"LM","Lateral mammillary nucleus","diencephalon","763",0.397611599298424,0.690916509008862,0.477674960823223,0.632881568531084,0.08521857822372,0.932087621020424,0.883794879957734,0.924711309585407,FALSE,NA,NA
"PST","Preparasubthalamic nucleus","diencephalon","792",3.01433590649858,0.00257542487050706,2.57045376176605,0.0101565384061177,-0.478454687464354,0.632326617965955,0.0139308502067731,0.0636034777117317,FALSE,NA,NA
"TMd","Tuberomammillary nucleus, dorsal part","diencephalon","770",0.103252984861168,0.917762188750562,0.0318859381756918,0.974563012648768,-0.075702188687533,0.939656034671765,0.994206637395351,0.996411086702214,FALSE,NA,NA
"AIv6a","Agranular insular area, ventral part, layer 6a","cortical_plate","295",2.20288776986786,0.0276026598402972,2.16269163239105,0.0305649051123767,-0.0430523284414978,0.965659820428349,0.073799139536473,0.168214226357555,FALSE,NA,NA
"LC","Locus ceruleus","hindbrain","911",-1.05617539443124,0.290888090066838,0.679368860180961,0.49690417542919,1.83295630959381,0.0668090686840017,0.205834596540028,0.335874504101417,FALSE,NA,NA
"NR","Nucleus of Roller","hindbrain","978",-2.08311438077856,0.0372407988587004,-2.19930706250912,0.0278560958666635,-0.12577432694844,0.899910564490808,0.0538206316376039,0.14051803758631,FALSE,NA,NA
"SUT","Supratrigeminal nucleus","hindbrain","900",0.607320325070662,0.543638352366243,0.738724573047161,0.460074261184349,0.139467548909158,0.889080697509225,0.74799655832422,0.828662853829773,FALSE,NA,NA
"SPVI","Spinal nucleus of the trigeminal, interpolar part","hindbrain","938",0.112613541635817,0.910336948674885,1.05339500767841,0.292159991295123,0.999294557829571,0.31765202098548,0.484362434428454,0.611541397658272,FALSE,NA,NA
"AUDpo4","Posterior auditory area, layer 4","cortical_plate","146",1.57199582536222,0.115951519381746,1.93363258346713,0.0531583181324944,0.38765043321694,0.698274741358995,0.162558844423789,0.284793014261832,FALSE,NA,NA
"BLAv","Basolateral amygdalar nucleus, ventral part","cortical_subplate","565",2.15441760674487,0.0312074370406422,2.97254937022251,0.00295337708041383,0.869258775424515,0.38470560578104,0.022237655080386,0.0825004291548779,FALSE,NA,NA
"IAM","Interanteromedial nucleus of the thalamus","diencephalon","680",-0.0452325657596102,0.963921937083486,-1.06722328197395,0.285871021617086,-1.08317196900375,0.278732099205795,0.479999811015274,0.609437962300292,FALSE,NA,NA
"MD","Mediodorsal nucleus of thalamus","diencephalon","685",-0.111588785124413,0.91114946465532,1.40099163559301,0.161216574378903,1.60463315687322,0.108574560072407,0.220166747580084,0.349176736512975,FALSE,NA,NA
"ILA5","Infralimbic area, layer 5","cortical_plate","249",1.82781305046935,0.0675776139229959,1.68828811315245,0.0913559359161862,-0.148050492657493,0.882302919898575,0.16826565271253,0.291402586306758,FALSE,NA,NA
"RSPv6a","Retrosplenial area, ventral part, layer 6a","cortical_plate","337",1.47658257190893,0.139787566272138,0.0306594342081486,0.975541142753714,-1.53375923483105,0.125088895173839,0.214819469917847,0.343103888349352,FALSE,NA,NA
"PL2/3","Prelimbic area, layer 2/3","cortical_plate","241",3.69643277066849,0.000218650125940622,3.01854946593345,0.00253987933944343,-0.719697932910189,0.471710999250444,0.00397753576391291,0.0272400934134642,TRUE,0.606485570464857,FALSE
"AUDd6a","Dorsal auditory area, layer 6a","cortical_plate","127",1.53784249050896,0.124087131543628,0.827698227143402,0.407841423409261,-0.753352362369783,0.451238201023254,0.325130498081585,0.459597335822733,FALSE,NA,NA
"AAA","Anterior amygdalar area","cerebral_nuclei","593",1.83071962487689,0.0671424023474652,2.12646459080467,0.0334645945724059,0.313795396341648,0.753676441105559,0.101814806576837,0.20453463365658,FALSE,NA,NA
"SSs2/3","Supplemental somatosensory area, layer 2/3","cortical_plate","102",4.47763525848268,7.54744082457018e-06,2.62010894386712,0.00879016806095845,-1.97079845418493,0.0487469336019668,0.000829681600181154,0.0113641237358146,TRUE,0.157280274692418,FALSE
"PVT","Paraventricular nucleus of the thalamus","diencephalon","692",-1.19030157155293,0.233927883329858,-0.957958195357539,0.338083839177658,0.246429629113239,0.805349672572516,0.460235120837592,0.589382581298746,FALSE,NA,NA
"AUDv5","Ventral auditory area, layer 5","cortical_plate","154",2.85900863826091,0.00424967212264785,2.01267527527397,0.0441488021133234,-0.898010400484736,0.369180004698652,0.0298551634004885,0.097082977388639,FALSE,NA,NA
"ILA2/3","Infralimbic area, layer 2/3","cortical_plate","248",3.893826982305,9.86750409867349e-05,3.88901109051385,0.000100653518812988,-0.00511284381675076,0.995920558630389,0.000972340952970052,0.0125570888783561,TRUE,0.997212962717323,FALSE
"PAL","Pallidum","cerebral_nuclei","608",2.72778399173785,0.00637613460692411,2.38417723376716,0.0171173562820467,-0.364647133915809,0.715374826095604,0.0275362974027054,0.0917291672532337,FALSE,NA,NA
"SSp-ul5","Primary somatosensory area, upper limb, layer 5","cortical_plate","83",1.95949738952319,0.0500545653011213,0.438758897383472,0.660836245671295,-1.61325211618886,0.106689745003722,0.115124855921261,0.218834742381929,FALSE,NA,NA
"PERI5","Perirhinal area, layer 5","cortical_plate","371",2.1903338879001,0.0285000308742114,1.48150640408866,0.138471679652495,-0.752035272052405,0.452029847482489,0.111353702598809,0.216947730925266,FALSE,NA,NA
"SSp-ul2/3","Primary somatosensory area, upper limb, layer 2/3","cortical_plate","81",4.2812154651821,1.85875277002787e-05,2.29712956434363,0.0216113796955587,-2.10563544241795,0.0352360315087021,0.00120501529423878,0.014042429530678,TRUE,0.128953654519299,FALSE
"RSPd6a","Retrosplenial area, dorsal part, layer 6a","cortical_plate","330",2.07742232782064,0.0377625971977358,0.88445126144138,0.376452661431646,-1.26569915090936,0.205620812443646,0.126661338512365,0.235600514434523,FALSE,NA,NA
"COAa","Cortical amygdalar area, anterior part","cortical_plate","427",2.69645585352121,0.00700816864136235,2.4691350411999,0.0135440095877033,-0.241200432843075,0.809399775441319,0.0278930762687026,0.0920267917770335,FALSE,NA,NA
"DMH","Dorsomedial nucleus of the hypothalamus","diencephalon","739",0.609899142409209,0.541928620650509,2.0824032012452,0.037305656292385,1.56210035032468,0.118264350386324,0.107779776750367,0.213668680224413,FALSE,NA,NA
"AUDp5","Primary auditory area, layer 5","cortical_plate","140",3.05179944353642,0.00227474032190576,2.88894518360709,0.00386536449991937,-0.172814663992584,0.862797110269874,0.0120302375278402,0.0578475251338697,FALSE,NA,NA
"SSp-bfd6a","Primary somatosensory area, barrel field, layer 6a","cortical_plate","56",0.00887242169375817,0.992920924591052,-0.216441507805032,0.828643614420292,-0.238978324314554,0.811122390521012,0.965379231206739,0.976177656611736,FALSE,NA,NA
"PAR","Parasubiculum","cortical_plate","523",0.332346539408911,0.739627601702433,0.0981425431018362,0.921819106055887,-0.248415140732639,0.803813220055807,0.941038441577286,0.960156604047253,FALSE,NA,NA
"RSPd5","Retrosplenial area, dorsal part, layer 5","cortical_plate","329",2.86006933506126,0.00423548394999687,1.63096013071697,0.10289873241511,-1.30431314577418,0.192126834974352,0.0346410269826302,0.105795568892898,FALSE,NA,NA
"BMA","Basomedial amygdalar nucleus","cortical_subplate","566",3.49906782000496,0.000466887809565212,4.64368484441862,3.42249506219644e-06,1.21483799737459,0.224427885433167,0.000349107179968056,0.00752635756432116,TRUE,0.392972740625541,FALSE
"SCdg","Superior colliculus, motor related, deep gray layer","midbrain","825",0.814179229434443,0.41554228255855,1.12280222888682,0.261521498547137,0.327391830609901,0.743371544548794,0.531884333310715,0.648010023332731,FALSE,NA,NA
"AUDd5","Dorsal auditory area, layer 5","cortical_plate","126",2.9244596514095,0.00345054809718577,1.60176916811372,0.109206663355634,-1.40332925833113,0.160518677275288,0.0263791729213282,0.090092207034909,FALSE,NA,NA
"RSPd2/3","Retrosplenial area, dorsal part, layer 2/3","cortical_plate","327",3.07322521954984,0.00211758604457281,1.29031360329202,0.19694179565049,-1.89184936752865,0.0585110535325932,0.0152230544966877,0.0674590258088514,FALSE,NA,NA
"AUDd2/3","Dorsal auditory area, layer 2/3","cortical_plate","124",4.97500330638294,6.5246526233498e-07,3.19453542370732,0.00140056095846938,-1.88958042963962,0.0588140965892161,0.000227600170063624,0.00649194481911841,TRUE,0.176442289767648,FALSE
"ECT5","Ectorhinal area/Layer 5","cortical_plate","376",2.76853801443463,0.00563084163159858,2.09911559895118,0.0358067116821768,-0.710323819319649,0.477503352244687,0.0325292637136678,0.102819770619426,FALSE,NA,NA
"TRN","Tegmental reticular nucleus","hindbrain","901",0.955518094724138,0.339315759228141,1.72664774704331,0.084230945284961,0.81818260848986,0.413252924289275,0.246362660756515,0.377477703938797,FALSE,NA,NA
"VTA","Ventral tegmental area","midbrain","818",2.03931391102442,0.0414187081527232,1.91145453925868,0.0559461936117946,-0.135698990387053,0.892059245892787,0.104965044880638,0.209452487109339,FALSE,NA,NA
"ACAd5","Anterior cingulate area, dorsal part, layer 5","cortical_plate","229",2.42473445841187,0.0153195876038838,0.996802380455789,0.31886044258958,-1.51506427912803,0.129756126638409,0.0626464722780753,0.152143561661179,FALSE,NA,NA
"OT","Olfactory tubercle","cerebral_nuclei","577",3.51279797823718,0.000443414485844494,2.34252323656941,0.0191538412365675,-1.24170938292941,0.214343806798484,0.00731250764438685,0.0413156681907857,TRUE,0.38581885223727,FALSE
"LGv","Ventral part of the lateral geniculate complex","diencephalon","707",1.34522181023185,0.178553614939969,2.0731946199581,0.0381541708898556,0.772653960001728,0.43972720078345,0.135669633621936,0.246275800791627,FALSE,NA,NA
"VISp4","Primary visual area, layer 4","cortical_plate","188",2.95110783461299,0.00316636350462878,1.98165359061231,0.0475180247813299,-1.02935099869013,0.303314766486342,0.0359616556562142,0.108364455710726,FALSE,NA,NA
"SSp-ul6a","Primary somatosensory area, upper limb, layer 6a","cortical_plate","84",-0.42911133023996,0.667842207189373,-0.996298460110838,0.319105151770064,-0.601534717528746,0.547483895396657,0.608131386070094,0.722210204470606,FALSE,NA,NA
"LDT","Laterodorsal tegmental nucleus","hindbrain","912",-1.46761868369222,0.142207829996183,0.662468068756584,0.507671292358802,2.25857449429255,0.0239098658664234,0.0925380374556176,0.192752041151793,FALSE,NA,NA
"SSs6a","Supplemental somatosensory area, layer 6a","cortical_plate","105",1.22135732955656,0.221950755785367,0.188703587005962,0.850325140076013,-1.09536551938236,0.273356533808517,0.399114631364721,0.532152841819628,FALSE,NA,NA
"ORBvl2/3","Orbital area, ventrolateral part, layer 2/3","cortical_plate","274",2.54383611725508,0.0109642512729904,2.85475469302305,0.00430700818259188,0.330018810783309,0.741385748709488,0.0254656500588478,0.0892284792759629,FALSE,NA,NA
"ACAv2/3","Anterior cingulate area, ventral part, layer 2/3","cortical_plate","234",1.84101789279805,0.0656189366703465,1.22092704935843,0.222113641879535,-0.657900424890802,0.510602117623084,0.211236769597963,0.340996499493855,FALSE,NA,NA
"SSp-ul4","Primary somatosensory area, upper limb, layer 4","cortical_plate","82",2.86802219659591,0.0041304655430699,1.49886855657135,0.133907734986572,-1.45343648992464,0.1461026012343,0.0302271854884906,0.0975906274342696,FALSE,NA,NA
"PL5","Prelimbic area, layer 5","cortical_plate","242",2.03245609550879,0.0421075041683793,1.27619299230856,0.201887305229485,-0.802535001699568,0.422243549874492,0.151710712383208,0.268914674498863,FALSE,NA,NA
"AIp5","Agranular insular area, posterior part, layer 5","cortical_plate","288",2.74042684895783,0.00613594389613608,2.16409160845326,0.0304573194151724,-0.611704999583031,0.540732953463817,0.0339071066553438,0.10518609348162,FALSE,NA,NA
"PRNr","Pontine reticular nucleus","hindbrain","914",0.997119127832627,0.318706689529053,1.43694231450455,0.150734385185219,0.466653006017953,0.640748156941181,0.367390015430507,0.499179330909294,FALSE,NA,NA
"ACAd1","Anterior cingulate area, dorsal part, layer 1","cortical_plate","227",3.43636625565137,0.000589573363531288,1.45658805504987,0.145230126909327,-2.1015116266418,0.0355960784587115,0.00625656563709998,0.0377062355729225,TRUE,0.128953654519299,FALSE
"TEa6a","Temporal association areas, layer 6a","cortical_plate","365",2.78668403737749,0.00532503714549118,2.40375292149197,0.0162277371388909,-0.406412359331973,0.684439640031135,0.0266045074515309,0.090092207034909,FALSE,NA,NA
"MS","Medial septal nucleus","cerebral_nuclei","617",2.09273645330049,0.0363726872458479,2.63358844909187,0.008448782690257,0.574101726033251,0.565898965422675,0.0408789781760592,0.116179232603804,FALSE,NA,NA
"SSp-bfd4","Primary somatosensory area, barrel field, layer 4","cortical_plate","54",3.67211393686443,0.000240552384736803,2.09934595712603,0.0357864149660717,-1.66971758292013,0.0949752532690595,0.00612729821636926,0.0374261999162014,TRUE,0.258568592530246,FALSE
"SSp-n2/3","Primary somatosensory area, nose, layer 2/3","cortical_plate","46",4.68841748144267,2.75325893927197e-06,2.50794387986329,0.0121435952134306,-2.3138963755949,0.0206734069824357,0.000445282155385973,0.00755137220979738,TRUE,0.0891110575941036,FALSE
"SSs5","Supplemental somatosensory area, layer 5","cortical_plate","104",2.93361106775418,0.00335043755831184,1.27697501161282,0.201611069461649,-1.7574990684235,0.0788327804951914,0.0214510387064558,0.0814778949186389,FALSE,NA,NA
"RSPagl2/3","Retrosplenial area, lateral agranular part, layer 2/3","cortical_plate","300",2.3389441696339,0.0193383231293297,1.15104138874801,0.249715208659479,-1.26069185880024,0.207419888263613,0.0880980270564776,0.188705881363009,FALSE,NA,NA
"MOs6a","Secondary motor area, layer 6a","cortical_plate","28",2.10207068551687,0.0355470843309318,-0.416889923069328,0.676758924573457,-2.67179276740577,0.00754472260747518,0.0241271099167657,0.0861502971441192,FALSE,NA,NA
"SSp-ll2/3","Primary somatosensory area, lower limb, layer 2/3","cortical_plate","67",3.24876390311774,0.00115907637278892,1.86769458711378,0.0618046535613947,-1.46605341382892,0.142633735837757,0.0176323351523388,0.0751869385741237,FALSE,NA,NA
"CLA","Claustrum","cortical_subplate","557",3.04266820064739,0.00234490728198476,3.35873893078715,0.000782990006433118,0.335482614497685,0.737261057242895,0.00565570655952463,0.0350188954096594,TRUE,0.864533408771225,FALSE
"CA2","Field CA2","cortical_plate","462",1.95361117137291,0.0507472184689873,1.7923974745369,0.0730693190621024,-0.171098374041149,0.864146414348461,0.129683673723501,0.239253144991929,FALSE,NA,NA
"SSp-ll5","Primary somatosensory area, lower limb, layer 5","cortical_plate","69",2.25067820255443,0.0244059263183719,0.532684719379468,0.594251845598257,-1.82273042512017,0.0683442298330283,0.0629112895996379,0.152143561661179,FALSE,NA,NA
"RSPv1","Retrosplenial area, ventral part, layer 1","cortical_plate","333",2.46021726680069,0.0138852928720042,1.89319466310619,0.0583319868829431,-0.60176235601231,0.547332336101244,0.0693662645530001,0.159967099887531,FALSE,NA,NA
"VISrl6b","Rostrolateral area, layer 6b","cortical_plate","359",2.80857011185531,0.00497620455951773,1.7253319814759,0.0844676615523903,-1.14955239525909,0.250328274824923,0.0362814877025485,0.108604188354648,FALSE,NA,NA
"RSPagl5","Retrosplenial area, lateral agranular part, layer 5","cortical_plate","301",2.05066649520783,0.0402994359349499,1.65250954129498,0.0984307217089486,-0.422542646955993,0.672628979103961,0.172620302743651,0.297272070562751,FALSE,NA,NA
"CTXsp","Cortical subplate","cortical_subplate","555",2.46860499319629,0.0135640854196599,3.22109353368003,0.00127702463589598,0.798453133663575,0.424607579797796,0.0114502814096643,0.0564860597277386,FALSE,NA,NA
"NDB","Diagonal band nucleus","cerebral_nuclei","618",2.5048974732217,0.0122486893419593,2.85491725967105,0.00430480422976309,0.371426343239249,0.710320007591742,0.0203694976666743,0.0800609821333633,FALSE,NA,NA
"COAp","Cortical amygdalar area, posterior part","cortical_plate","431",2.62863350469174,0.00857286975392161,3.46543828625707,0.000529368004809683,0.887867467576881,0.374612046069771,0.00693068221391802,0.040684004684298,TRUE,0.5437916797787,FALSE
"TEa5","Temporal association areas, layer 5","cortical_plate","364",3.02033786233811,0.0025249285464328,2.14230372533334,0.0321690492647016,-0.93162943282025,0.351528066849171,0.0198896260154723,0.0800609821333633,FALSE,NA,NA
"MY","Medulla","hindbrain","918",-0.342186117423323,0.73221083202112,-0.0329803787491701,0.973690234618615,0.327959590547018,0.742942216360913,0.927159243041438,0.952445404215295,FALSE,NA,NA
"MOp2/3","Primary motor area, Layer 2/3","cortical_plate","20",3.84955360696583,0.000118333284374995,1.44173492834974,0.149377166135367,-2.55423376898437,0.0106421779903771,0.00176909407289683,0.0162409927907293,TRUE,0.0563409423019966,FALSE
"AHN","Anterior hypothalamic nucleus","diencephalon","757",2.34800475515225,0.0188742803439449,4.84366658414031,1.27464758079345e-06,2.64844552908184,0.00808628792685839,0.000192664548331889,0.00649194481911841,TRUE,0.0454853695885785,TRUE
"MOs5","Secondary motor area, layer 5","cortical_plate","27",3.22673743720518,0.00125210298833583,0.212578117777404,0.831656040822503,-3.19722449577915,0.00138756889688962,0.00217811629363351,0.0186908784206403,TRUE,0.0254506533565597,TRUE
"AON","Anterior olfactory nucleus","cortical_plate","390",2.07088998644167,0.0383690781680333,1.87314734136528,0.0610480415571494,-0.209761805712891,0.833853584454693,0.114394574336244,0.218834742381929,FALSE,NA,NA
"MRN","Midbrain reticular nucleus","midbrain","820",1.81601036593381,0.0693687820319676,0.708309903517083,0.478752828347598,-1.1750024358924,0.239993741260356,0.196664910980621,0.32604500009553,FALSE,NA,NA
"SSp-bfd2/3","Primary somatosensory area, barrel field, layer 2/3","cortical_plate","53",4.45018017856859,8.57982764072158e-06,2.08205976464456,0.0373370110876799,-2.51228926247137,0.0119950722906883,0.000582417641208588,0.00860198193179849,TRUE,0.0599753614534415,FALSE
"RSPv2/3","Retrosplenial area, ventral part, layer 2/3","cortical_plate","335",2.2044236545135,0.0274945636385203,1.24300672346116,0.21386535588449,-1.01985248883683,0.307798425228695,0.113144477939685,0.218834742381929,FALSE,NA,NA
"MEA","Medial amygdalar nucleus","cerebral_nuclei","600",3.65397424037609,0.000258212185030332,4.26889638543304,1.96442488327602e-05,0.652489017981752,0.514085755120191,0.000589958937800339,0.00860198193179849,TRUE,0.65165799944813,FALSE
"TH","Thalamus","diencephalon","641",1.20700321413801,0.227430906165107,0.683195548622474,0.494483285064284,-0.55563041826105,0.578463532608225,0.493341886667485,0.61941814659362,FALSE,NA,NA
"LSr","Lateral septal nucleus, rostral (rostroventral) part","cerebral_nuclei","588",2.60150119136107,0.00928167427376491,2.84694424553208,0.00441410925104354,0.260381704964578,0.794569353699919,0.0197783383315318,0.0800609821333633,FALSE,NA,NA
"CP","Caudoputamen","cerebral_nuclei","573",1.77744444016385,0.0754951444859021,0.284844549352388,0.775763239914768,-1.58319084677972,0.113377972085815,0.155184220692305,0.273997139659852,FALSE,NA,NA
"SUB","Subiculum","cortical_plate","535",2.07004914275508,0.0384477427025028,1.85056955990201,0.0642315023037564,-0.232816376107789,0.815903996018691,0.113330011442713,0.218834742381929,FALSE,NA,NA
"PAG","Periaqueductal gray","midbrain","832",0.833862903587732,0.404358243528288,1.60011257484128,0.109573611857452,0.812788217339029,0.416339492152914,0.295426873601085,0.43106005081931,FALSE,NA,NA
"MOp5","Primary motor area, Layer 5","cortical_plate","21",2.56669865438894,0.0102671795722666,-0.025223915183888,0.979876361464809,-2.74920981737843,0.00597391324431151,0.0114971625994512,0.0564860597277386,FALSE,NA,NA
"DG-sg","Dentate gyrus, granule cell layer","cortical_plate","476",-2.36802801315677,0.0178831817997424,-2.750671713566,0.00594732120876127,-0.405837455807375,0.684862035564955,0.0207258990797624,0.080337162309515,FALSE,NA,NA
"CA1","Field CA1","cortical_plate","457",1.48830743057006,0.136669836261533,0.959154707286276,0.337480813798305,-0.561284196522919,0.574603813197382,0.346055289109694,0.482768489745622,FALSE,NA,NA
"SCiw","Superior colliculus, motor related, intermediate white layer","midbrain","827",2.24752044392687,0.02460678552749,1.25289144674839,0.210245215084785,-1.05507345906722,0.291391729460197,0.101278987164859,0.204366527671948,FALSE,NA,NA
"PG","Pontine gray","hindbrain","895",0.893067551153812,0.371820998720545,0.897083956154219,0.369674119128574,0.00426024071460046,0.996600829990811,0.610363491388875,0.722210204470606,FALSE,NA,NA
"CA3","Field CA3","cortical_plate","467",1.99802453063825,0.0457140007102875,1.66602651571707,0.0957081332725795,-0.352169601886802,0.72471107265198,0.134674907555917,0.2454558799003,FALSE,NA,NA
"HY","Hypothalamus","diencephalon","715",2.4605009177298,0.0138743217166063,2.82454321649332,0.00473480626245808,0.386178901426964,0.699364178287037,0.0213412165862238,0.0814778949186389,FALSE,NA,NA
"P","Pons","hindbrain","867",1.12048901604052,0.262505430689286,1.41743348900179,0.156356227302971,0.314975177388794,0.752780500889348,0.359186082490117,0.493526288263847,FALSE,NA,NA
