"annotation_abrv","annotation_names","parcellation_group","graph_order","ControlVnoTrauma_z","ControlVnoTrauma_p","ControlVTrauma_z","ControlVTrauma_p","TraumaVnoTrauma_t","TraumaVnoTrauma_p","Model_p","Model_padj","Model_fdr","NTvsT_padj","NTvsT_fdr"
"MB","Midbrain","midbrain","802",1.44879250855546,0.147395536519014,1.33393116653656,0.182226416263296,-0.121837646975078,0.903027598065025,0.308431286831553,0.446829941179044,FALSE,NA,NA
"SCig","Superior colliculus, motor related, intermediate gray layer","midbrain","828",2.65703691657597,0.00788308101244841,1.10696600425285,0.268308626726728,-1.64424008679673,0.100126619586038,0.0389333900013845,0.113534788907263,FALSE,NA,NA
"SSp-m4","Primary somatosensory area, mouth, layer 4","cortical_plate","75",2.57958205786147,0.00989199537998569,0.188206293225525,0.850714939365446,-2.53730624901968,0.0111709183992872,0.0153882036246599,0.0675288159062744,FALSE,NA,NA
"LHA","Lateral hypothalamic area","diencephalon","790",2.66258360028873,0.00775433048607683,3.60071267215174,0.00031734612733164,0.995159615843695,0.319658639572499,0.00450772527816179,0.0299631150842519,TRUE,0.509815050224727,FALSE
"PIR","Piriform area","cortical_plate","416",4.44683754612466,8.71436891943033e-06,4.44354456067203,8.84888187475068e-06,-0.00349304033088138,0.997212962717323,0.000248946661943195,0.00661905242343082,TRUE,0.997212962717323,FALSE
"DG-mo","Dentate gyrus, molecular layer","cortical_plate","474",1.44804557103899,0.147604306139805,0.0355355938608773,0.971652664492277,-1.49825154621825,0.134067907806491,0.237228271297142,0.367466991151463,FALSE,NA,NA
"APN","Anterior pretectal nucleus","midbrain","837",2.19690497586288,0.0280272334146392,-0.0411590220851681,0.967169121609648,-2.37440480605326,0.0175772679828545,0.035836225257721,0.108364455710726,FALSE,NA,NA
"TT","Taenia tecta","cortical_plate","398",3.42185378945243,0.00062195749656675,3.18552068356904,0.00144493774632725,-0.250745149829477,0.80201115099574,0.00484580960403624,0.0312900848717769,TRUE,0.891123501106378,FALSE
"MPO","Medial preoptic area","diencephalon","744",0.653778893078045,0.513254266765161,0.897812226948718,0.36928566501384,0.258853664000619,0.795748150650313,0.662788169154185,0.766189903983866,FALSE,NA,NA
"AUDp2/3","Primary auditory area, layer 2/3","cortical_plate","138",3.70878595734239,0.00020825537726114,3.02147492490706,0.00251546473797264,-0.729335601536509,0.465796399836603,0.00348214560284055,0.0249830128965703,TRUE,0.606485570464857,FALSE
"HPF","Hippocampal formation","cortical_plate","454",2.13953648351826,0.032392244461925,1.7665709393625,0.0773001114218641,-0.39567848806103,0.69234222710782,0.110650226723154,0.216737145403184,FALSE,NA,NA
"ZI","Zona incerta","diencephalon","798",1.87327403008542,0.0610305541231169,0.940915190466751,0.346748322442308,-0.989144792180528,0.322592305053717,0.191264249540245,0.320200412518128,FALSE,NA,NA
"PCG","Pontine central gray","hindbrain","894",-2.5688277816493,0.010204315603262,0.994482716171035,0.319987915847136,3.77823740206197,0.00015794227883803,0.00298190579684066,0.0217390551640641,TRUE,0.0142148050954227,TRUE
"POST","Postsubiculum","cortical_plate","527",3.09111233929863,0.00199408175012779,1.85325233317923,0.0638461998413908,-1.31334074555999,0.189068154487914,0.0192073054299852,0.0789245641304845,FALSE,NA,NA
"SCop","Superior colliculus, optic layer","midbrain","805",0.874232137902548,0.381991847494815,-0.264823848419398,0.791145164229466,-1.20817038862476,0.226981729232046,0.457313928403061,0.58890568557887,FALSE,NA,NA
"CEA","Central amygdalar nucleus","cerebral_nuclei","595",2.48197616769122,0.013065601354268,2.76663028880903,0.00566389474215773,0.302014275150064,0.762641180790596,0.0242059463214671,0.0861502971441192,FALSE,NA,NA
"MV","Medial vestibular nucleus","hindbrain","986",-1.75598353767376,0.0790912195316892,-0.55538107175907,0.578634036621127,1.27333632118302,0.202898723323571,0.212306002374212,0.341502893498733,FALSE,NA,NA
"SI","Substantia innominata","cerebral_nuclei","613",3.03015759210986,0.00244426164257899,2.65874024059826,0.00784334092409041,-0.39413311760798,0.693482761507089,0.0136757999566141,0.0636034777117317,FALSE,NA,NA
"ACAd2/3","Anterior cingulate area, dorsal part, layer 2/3","cortical_plate","228",3.07773843451064,0.00208577903722975,1.484855225763,0.137582178887562,-1.68994279745354,0.0910388987967363,0.0169618102277292,0.0730165545041297,FALSE,NA,NA
"SCsg","Superior colliculus, superficial gray layer","midbrain","806",0.778893588811522,0.436042400887281,-0.146631054355644,0.883423240779095,-0.981685256402598,0.326254931063982,0.578552843758001,0.696805106067288,FALSE,NA,NA
"VISp6a","Primary visual area, layer 6a","cortical_plate","190",1.13239563281954,0.257468140090895,0.411576713909087,0.680649702295472,-0.764590340838611,0.444515522688348,0.513445693104458,0.63285413437799,FALSE,NA,NA
"EPd","Endopiriform nucleus, dorsal part","cortical_subplate","559",3.22054714634365,0.00127946145870699,3.69634736408038,0.000218723659170201,0.504885527755911,0.613639239455675,0.00265059252958533,0.0199938354731891,TRUE,0.746317993932578,FALSE
"VISp5","Primary visual area, layer 5","cortical_plate","189",2.01460798373108,0.0439457402941665,0.321396829418682,0.747909685535708,-1.79605390174182,0.0724859449106439,0.0874688568617891,0.188266301435851,FALSE,NA,NA
"SSp-bfd5","Primary somatosensory area, barrel field, layer 5","cortical_plate","55",2.12380121146653,0.0336867696671839,0.310386518035026,0.756267045284924,-1.92360979934076,0.0544035118255373,0.066864299021844,0.155516708821905,FALSE,NA,NA
"MOs2/3","Secondary motor area, layer 2/3","cortical_plate","26",4.1213946930914,3.76585603749127e-05,1.61352811303123,0.106629820575037,-2.66079492956016,0.00779564205583627,0.000911405072332672,0.0121163262557167,TRUE,0.0454853695885785,TRUE
"MOp6a","Primary motor area, Layer 6a","cortical_plate","22",0.81251669628971,0.416495210094601,-0.892538875802882,0.372104165031461,-1.80842487587695,0.070540399200919,0.21387614006287,0.342808564923465,FALSE,NA,NA
"DG-po","Dentate gyrus, polymorph layer","cortical_plate","475",1.18726992856592,0.235121165621333,0.724260491266817,0.468905827548037,-0.491150136244091,0.623320263442818,0.504323738005517,0.626248158182675,FALSE,NA,NA
"PH","Posterior hypothalamic nucleus","diencephalon","788",-0.240950179251952,0.809593730167484,-0.429928368138593,0.667247748957799,-0.200437893124932,0.841138126314324,0.911772146421407,0.94183292224027,FALSE,NA,NA
"ACB","Nucleus accumbens","cerebral_nuclei","575",2.42800941762689,0.0151819490416282,2.11642453137429,0.0343087175141398,-0.330542098332413,0.740990388541193,0.0577810043482742,0.145905105952067,FALSE,NA,NA
"RSPv5","Retrosplenial area, ventral part, layer 5","cortical_plate","336",1.91823013063199,0.0550818372894803,0.458774523062588,0.646396091806899,-1.54809583425787,0.12159922490526,0.127788674340559,0.236723281975134,FALSE,NA,NA
"LPO","Lateral preoptic area","diencephalon","791",0.839835298367297,0.40100073907552,0.851819227736762,0.394314432782707,0.012711857479548,0.989857678330537,0.639307969556582,0.748619694921179,FALSE,NA,NA
"ENTm","Entorhinal area, medial part, dorsal zone","cortical_plate","507",1.12213319852861,0.261805810256834,1.33704788035174,0.181207008317724,0.227969529771157,0.819669928560624,0.394424117208987,0.527454736622669,FALSE,NA,NA
"PRE","Presubiculum","cortical_plate","531",2.34111112817294,0.0192264433727387,1.43632048193552,0.150911168478762,-0.959823969219897,0.337143816718739,0.0871516419667917,0.188266301435851,FALSE,NA,NA
"STR","Striatum","cerebral_nuclei","571",3.68232941029495,0.000231112513608183,3.32932619787702,0.000870563792053733,-0.374560752896716,0.70798716609554,0.00245877402456873,0.0194976466509661,TRUE,0.849584599314648,FALSE
"BST","Bed nuclei of the stria terminalis","cerebral_nuclei","621",1.48178339216851,0.138397939510286,1.87566872796408,0.0607007825778109,0.417846251511558,0.676059532166117,0.174993158492771,0.299609498631563,FALSE,NA,NA
"VISp2/3","Primary visual area, layer 2/3","cortical_plate","187",3.05111375466345,0.00227994178062405,2.0785443993594,0.0376592459627273,-1.03184855055283,0.302143071141195,0.0266003227647578,0.090092207034909,FALSE,NA,NA
"SSp-ll6a","Primary somatosensory area, lower limb, layer 6a","cortical_plate","70",0.633899638894103,0.526146321265449,-0.261243924334075,0.79390440713521,-0.949449167578257,0.342392213777651,0.622911055600061,0.734464641146052,FALSE,NA,NA
"ENTl","Entorhinal area, lateral part","cortical_plate","494",2.20479732777727,0.0274683196553487,2.50714370871911,0.0121711216392813,0.320711892875579,0.748428733800497,0.049198873500764,0.130046145159914,FALSE,NA,NA
"SBPV","Subparaventricular zone","diencephalon","751",0.353990256406657,0.723346185338493,0.881134455390774,0.37824505016423,0.559216134714055,0.576014222919837,0.672520975824399,0.775457859879154,FALSE,NA,NA
"AId2/3","Agranular insular area, dorsal part, layer 2/3","cortical_plate","281",3.43075992893848,0.000601893019487006,1.34728524471112,0.177888382437169,-2.21193529645369,0.0269711359883056,0.00561434185141607,0.0350188954096594,TRUE,0.110336465406705,FALSE
"PSV","Principal sensory nucleus of the trigeminal","hindbrain","873",1.45920534169273,0.144508599039815,0.633088667912889,0.526675742014073,-0.877096409246069,0.380434274877164,0.349688732898839,0.486336330062386,FALSE,NA,NA
"AUDd4","Dorsal auditory area, layer 4","cortical_plate","125",4.87245686438732,1.10218926044709e-06,3.98116711214051,6.85777127892213e-05,-0.948029068684069,0.343114656018832,0.00037658896970294,0.00752635756432116,TRUE,0.532419293822326,FALSE
"SSp-n4","Primary somatosensory area, nose, layer 4","cortical_plate","47",2.71207412451048,0.00668636389952876,0.5092443359817,0.610580969708372,-2.33788273316198,0.0193933322253728,0.0169441667067166,0.0730165545041297,FALSE,NA,NA
"PSTN","Parasubthalamic nucleus","diencephalon","793",2.58754047068472,0.00966638397217734,2.22658324040573,0.0259751400821177,-0.383869231347022,0.701075372306738,0.0368412325153252,0.109554191427151,FALSE,NA,NA
"VISam5","Anteromedial visual area, layer 5","cortical_plate","175",2.24485840295238,0.024777224068771,1.80512127488609,0.0710557065752537,-0.467182955291966,0.640368987291116,0.131394361462902,0.240446361867336,FALSE,NA,NA
"SCig-a","Superior colliculus, motor related, intermediate gray layer, sublayer a","midbrain","829",1.1359221610241,0.255989142626223,-0.914343795228559,0.360536224913888,-2.17397381024924,0.0297071021176494,0.110409159305442,0.216737145403184,FALSE,NA,NA
"RSPd1","Retrosplenial area, dorsal part, layer 1","cortical_plate","326",2.77566432431998,0.00550890528284915,0.694670164273303,0.487262029882679,-2.21022332768632,0.0270896667564076,0.0178250340558684,0.0752982747032947,FALSE,NA,NA
"ORBl2/3","Orbital area, lateral part, layer 2/3","cortical_plate","260",3.09361567112099,0.00197733454870086,2.95449563184936,0.00313180586972076,-0.147831313024679,0.882475896619582,0.0138364988220271,0.0636034777117317,FALSE,NA,NA
"AId5","Agranular insular area, dorsal part, layer 5","cortical_plate","282",2.71280310960628,0.00667167340800259,1.28950411061738,0.197222888196318,-1.51073185368623,0.130856783236505,0.0375176401474357,0.110116710043123,FALSE,NA,NA
"AIv2/3","Agranular insular area, ventral part, layer 2/3","cortical_plate","293",3.62472633134852,0.000289267598815731,2.76207454932917,0.00574353624772433,-0.916356283576519,0.359480056439037,0.00542070847205089,0.0345092990051691,TRUE,0.542110210790307,FALSE
"SSp-ll4","Primary somatosensory area, lower limb, layer 4","cortical_plate","68",3.01207308093993,0.00259470122654524,2.0173439373083,0.0436596334341221,-1.05738591673082,0.290335496276377,0.032020694166041,0.101925026500356,FALSE,NA,NA
"PVH","Paraventricular hypothalamic nucleus","diencephalon","720",-0.254978521735421,0.798739688240104,0.265984107492993,0.790251448670425,0.552561748219065,0.58056354111881,0.859081780087575,0.903034801394381,FALSE,NA,NA
"MG","Medial geniculate complex","diencephalon","658",2.06943344430403,0.0385054308366103,0.745928433508031,0.455710648047465,-1.40498078789447,0.160026991306009,0.11972036231748,0.224537774968884,FALSE,NA,NA
"MOp","Primary motor area","cortical_plate","18",2.39414984211094,0.0166589415057388,0.776363579137684,0.437534342788772,-1.7170704572685,0.0859662992726669,0.0561017501964489,0.143265486377372,FALSE,NA,NA
"VISam2/3","Anteromedial visual area, layer 2/3","cortical_plate","173",2.75267213756543,0.00591110615120572,0.923540357081276,0.355725679198209,-1.94257849961861,0.0520671067651595,0.0267087516430925,0.090092207034909,FALSE,NA,NA
"VISal2/3","Anterolateral visual area, layer 2/3","cortical_plate","166",3.85806573746464,0.000114287912367258,1.89701951741269,0.0578253622092095,-2.08385712056074,0.0371731657223917,0.00269910275719987,0.0199999089549892,TRUE,0.128953654519299,FALSE
"VISpm5","posteromedial visual area, layer 5","cortical_plate","203",2.3399530978819,0.0192861617277562,1.88315554939122,0.0596792909904029,-0.485277958423542,0.627479188531257,0.110766107495875,0.216737145403184,FALSE,NA,NA
"TU","Tuberal nucleus","diencephalon","797",5.00700264670737,5.52841670891037e-07,5.01670167472019,5.25660937950414e-07,0.0103091768626072,0.99177461264483,4.61984730073528e-05,0.00298310139990335,TRUE,0.997212962717323,FALSE
"IA","Intercalated amygdalar nucleus","cerebral_nuclei","599",1.8269866407203,0.0677017780544131,2.5115672649145,0.0120196376849879,0.727054713019313,0.467192439644429,0.057152713822515,0.145129363189757,FALSE,NA,NA
"NB","Nucleus of the brachium of the inferior colliculus","midbrain","812",1.71479839215585,0.0863821964370919,1.71815749405181,0.0857678922512317,0.00356695994644567,0.997153983764804,0.177411108259042,0.302603097860705,FALSE,NA,NA
"MPT","Medial pretectal area","midbrain","838",-0.515828840959817,0.605973957221495,-1.50632353900462,0.131984138295112,-1.05020202916617,0.29362523680929,0.316327205897173,0.453904435128641,FALSE,NA,NA
"SSp-m5","Primary somatosensory area, mouth, layer 5","cortical_plate","76",2.37337572307743,0.0176263236014468,0.703253720426232,0.48189764628356,-1.77195146778201,0.0764026137903715,0.0542281134859325,0.14051803758631,FALSE,NA,NA
"SSp-m6a","Primary somatosensory area, mouth, layer 6a","cortical_plate","77",0.143780125942026,0.885674096995671,-0.800214854680948,0.423586324693171,-1.00116049608405,0.316749221580678,0.579957368881649,0.696805106067288,FALSE,NA,NA
"AIp2/3","Agranular insular area, posterior part, layer 2/3","cortical_plate","287",5.1422132332217,2.71520693426678e-07,4.1006250469569,4.12035712355183e-05,-1.10706672663968,0.26826508001835,0.000132191286864369,0.00497920513855791,TRUE,0.44710846669725,FALSE
"AIv5","Agranular insular area, ventral part, layer 5","cortical_plate","294",2.32155520070521,0.0202568985159967,1.75937540415014,0.0785137667246835,-0.596893504517099,0.550578484245549,0.0839432104099671,0.184186073326724,FALSE,NA,NA
"POR","Superior olivary complex, periolivary region","hindbrain","887",-0.805632654062005,0.420454691517362,-0.773607215614672,0.439163103758835,0.0339726941877516,0.972898925009255,0.654153646436199,0.760934198090806,FALSE,NA,NA
"FS","Fundus of striatum","cerebral_nuclei","576",2.37954568395767,0.0173339942571503,2.86190766542385,0.00421099565894953,0.51234989580347,0.608406150584708,0.0240607268112704,0.0861502971441192,FALSE,NA,NA
"PT","Parataenial nucleus","diencephalon","693",0.177661412194727,0.858988891673006,1.1617142267817,0.245351564855675,1.04386963453082,0.296545708834482,0.437076609964153,0.569333221048406,FALSE,NA,NA
"PA","Posterior amygdalar nucleus","cortical_subplate","569",-1.31154386456878,0.189674084204864,-1.0798871254006,0.280192447090205,0.245686238022963,0.805925126198819,0.387462488683458,0.519682625771285,FALSE,NA,NA
"ACAv6a","Anterior cingulate area, ventral part, 6a","cortical_plate","236",0.645768783293688,0.518429107429502,-0.137858883665313,0.890351946140735,-0.831224083227827,0.4058470521361,0.678146476619463,0.776294490758584,FALSE,NA,NA
"SPFp","Subparafascicular nucleus, parvicellular part","diencephalon","654",4.2941747965904,1.75344290589065e-05,4.00642081345027,6.16457792818499e-05,-0.30696736280912,0.758868214365853,0.000427450151384567,0.00755137220979738,TRUE,0.864533408771225,FALSE
"SNc","Substantia nigra, compact part","midbrain","858",0.0154798302700116,0.987649375679036,0.838410545743427,0.401800168667652,0.873155898062933,0.382578109403314,0.609529379643464,0.722210204470606,FALSE,NA,NA
"DTN","Dorsal tegmental nucleus","hindbrain","892",-1.97930398169253,0.0477817915826727,0.0597267312371859,0.952373281286692,2.15996699829213,0.0307752244436281,0.0802907476541879,0.178775457831,FALSE,NA,NA
"PVp","Periventricular hypothalamic nucleus, posterior part","diencephalon","749",0.0362498425063835,0.971083143509031,0.368713372429321,0.712341380235244,0.352669892504377,0.724335933149339,0.914744807220085,0.94183292224027,FALSE,NA,NA
"PL6a","Prelimbic area, layer 6a","cortical_plate","243",0.658313797859155,0.510336513639797,-0.228858460867445,0.818978927150102,-0.941039313906931,0.346684712733782,0.623969960619655,0.734464641146052,FALSE,NA,NA
"SSs1","Supplemental somatosensory area, layer 1","cortical_plate","101",3.77297972412714,0.000161309401784923,1.27458165929945,0.202457352547313,-2.65291198463697,0.00798006763605996,0.00179656999897448,0.0162409927907293,TRUE,0.0454853695885785,TRUE
"NI","Nucleus incertus","hindbrain","913",-1.66142585066935,0.0966279495465324,0.121314504705103,0.903441931777872,1.88906096687185,0.0588836599125202,0.150279284115441,0.268483147905847,FALSE,NA,NA
"POL","Posterior limiting nucleus of the thalamus","diencephalon","670",1.01923913845024,0.308089449939577,0.108113657814167,0.913905534289424,-0.96692329595919,0.333582379870637,0.513843954240536,0.63285413437799,FALSE,NA,NA
"VISal5","Anterolateral visual area, layer 5","cortical_plate","168",2.86825376252038,0.0041274434020338,1.19061902931252,0.233803177755421,-1.78296729676469,0.0745916270187217,0.0236789562976527,0.0861502971441192,FALSE,NA,NA
"SF","Septofimbrial nucleus","cerebral_nuclei","590",1.20837122879816,0.226904501477358,1.39464414436037,0.163123176141069,0.197819629430531,0.843186187591614,0.355321036268305,0.492653706727834,FALSE,NA,NA
"MOp6b","Primary motor area, Layer 6b","cortical_plate","23",-1.56256139182129,0.11815579529068,-2.3553014681616,0.0185076838500193,-0.841013008618266,0.400340646811954,0.0670923854430783,0.155516708821905,FALSE,NA,NA
"SSp-tr6a","Primary somatosensory area, trunk, layer 6a","cortical_plate","91",1.55713176782706,0.119439204031526,0.598220832030859,0.549692593060564,-1.01784652998402,0.308750895550758,0.295638530429173,0.43106005081931,FALSE,NA,NA
"ORBm5","Orbital area, medial part, layer 5","cortical_plate","268",2.49609387512033,0.0125569365525627,1.71530284528326,0.0862897171882953,-0.829678672516696,0.406720482894616,0.0654409131398723,0.154865407011635,FALSE,NA,NA
"ACAv1","Anterior cingulate area, ventral part, layer 1","cortical_plate","233",2.68580880355073,0.00723544794206209,1.47039093887145,0.141455904035582,-1.29092104399817,0.19673105743318,0.0424673828740539,0.117762313245843,FALSE,NA,NA
"PVpo","Periventricular hypothalamic nucleus, preoptic part","diencephalon","750",0.697020554839687,0.485789930314819,0.460948683203717,0.644835422779583,-0.250447950653971,0.802240951570615,0.785397199279519,0.851856050726129,FALSE,NA,NA
"VISpm6a","posteromedial visual area, layer 6a","cortical_plate","204",1.26157682567971,0.207101099413419,0.670661930903164,0.50243591985288,-0.627111520462859,0.530586135968512,0.470118941389308,0.598573976078781,FALSE,NA,NA
"PMd","Dorsal premammillary nucleus","diencephalon","776",1.56118555434283,0.11847997638342,2.51248274318497,0.0119884968291058,1.01151606496381,0.311769496086993,0.061066942105385,0.152143561661179,FALSE,NA,NA
"VISp1","Primary visual area, layer 1","cortical_plate","186",2.84079814773429,0.00450007859492675,1.70564495290622,0.0880742043967297,-1.20652683384777,0.227614418925579,0.0372638944953287,0.110086799424108,FALSE,NA,NA
"VISl6a","Lateral visual area, layer 6a","cortical_plate","183",0.476857909753684,0.633463305616429,0.35902219117491,0.719578488341919,-0.125013964731128,0.900512494815687,0.888638140405598,0.927631499915313,FALSE,NA,NA
"VISpm2/3","posteromedial visual area, layer 2/3","cortical_plate","201",3.08816275875248,0.00201398135557064,1.57476697832263,0.115310241198868,-1.608187120483,0.107794203092313,0.022267814948883,0.0825004291548779,FALSE,NA,NA
"PARN","Parvicellular reticular nucleus","hindbrain","971",0.0743949771399547,0.940696105391482,0.704792985025131,0.480939074735902,0.668688865059735,0.503693971971649,0.723239303141012,0.811176588138306,FALSE,NA,NA
"VISpl5","Posterolateral visual area, layer 5","cortical_plate","196",1.84206388134239,0.0654658062422167,1.57333877949895,0.115640394437316,-0.285260916855716,0.775444253216999,0.191270157920121,0.320200412518128,FALSE,NA,NA
"SCdw","Superior colliculus, motor related, deep white layer","midbrain","826",1.07841749498346,0.280847482987471,1.04326254602288,0.296826712622252,-0.0373137601916556,0.970234834087395,0.502174948496566,0.625297732012253,FALSE,NA,NA
"ACAd6a","Anterior cingulate area, dorsal part, layer 6a","cortical_plate","230",1.55491390229203,0.119966575908541,0.199105296312532,0.842180378318194,-1.43857304485626,0.150271528044627,0.222868502467163,0.351477468555288,FALSE,NA,NA
"NOT","Nucleus of the optic tract","midbrain","839",1.07828752099364,0.280905464310031,-0.168801279990919,0.865952951486992,-1.32302470830451,0.185827161143303,0.367758223877865,0.499179330909294,FALSE,NA,NA
"NTS","Nucleus of the solitary tract","hindbrain","931",0.776532547753998,0.437434610862943,1.02893192009067,0.303511667486788,0.267793499600572,0.788858274610006,0.590164777013682,0.703837676016317,FALSE,NA,NA
"SSs4","Supplemental somatosensory area, layer 4","cortical_plate","103",3.6360733858423,0.000276825498669383,2.88427896905454,0.00392311050053931,-0.798193931639566,0.424757958408911,0.00772708123748311,0.0425931795041752,TRUE,0.5881264039508,FALSE
"TEa2/3","Temporal association areas, layer 2/3","cortical_plate","362",5.61356599080949,1.98198965255242e-08,4.93671408133559,7.94498164015343e-07,-0.720302908783075,0.471338514196002,2.74576688836792e-05,0.0020684777225705,TRUE,0.606485570464857,FALSE
"GU5","Gustatory areas, layer 5","cortical_plate","111",3.03977837604659,0.0023675229526987,1.68027560780778,0.0929037046346383,-1.44288011891475,0.149054244543382,0.0203308832171402,0.0800609821333633,FALSE,NA,NA
"EPv","Endopiriform nucleus, ventral part","cortical_subplate","560",2.32303375690081,0.0201773390635679,2.96282359705926,0.00304831209044798,0.67934676087616,0.496918174504541,0.0201871885053626,0.0800609821333633,FALSE,NA,NA
"VISl2/3","Lateral visual area, layer 2/3","cortical_plate","180",3.4966482987109,0.000471142537727376,2.24982032604617,0.0244603531932615,-1.32441085325023,0.185366632028176,0.00863461759337036,0.0443505358204932,TRUE,0.362673845272518,FALSE
"GU6a","Gustatory areas, layer 6a","cortical_plate","112",2.73821453208838,0.00617737643990977,1.73694349087238,0.0823971458044603,-1.06271498004756,0.287911225418633,0.0393191490570254,0.113686196611048,FALSE,NA,NA
"VISC6a","Visceral area, layer 6a","cortical_plate","119",2.82913772622914,0.00466736084738924,2.04380562426555,0.0409727533337266,-0.833569851773076,0.404523420355852,0.031592458773994,0.101275116069825,FALSE,NA,NA
"ORBm2/3","Orbital area, medial part, layer 2/3","cortical_plate","267",4.14019411307314,3.47012054140039e-05,3.28098137699405,0.00103446574250402,-0.912687714366634,0.361406807193538,0.0014364628316732,0.015459076188483,TRUE,0.542110210790307,FALSE
"SSp-tr2/3","Primary somatosensory area, trunk, layer 2/3","cortical_plate","88",3.08795440745449,0.00201539388404703,1.21904965515307,0.222825346497292,-1.98463654892712,0.0471849229106984,0.0151744505211124,0.0674590258088514,FALSE,NA,NA
"TR","Postpiriform transition area","cortical_plate","449",2.75062989987333,0.00594808031964477,4.25406651711231,2.09922897487375e-05,1.59645387659473,0.110387495631733,0.00122137628505137,0.014042429530678,TRUE,0.280454191701136,FALSE
"DP","Dorsal peduncular area","cortical_plate","410",2.30668236759246,0.0210725339310232,1.76241154082732,0.0779997901448775,-0.577909946127114,0.563324919898988,0.0867317597505787,0.188266301435851,FALSE,NA,NA
"LSc","Lateral septal nucleus, caudal (caudodorsal) part","cerebral_nuclei","587",2.36060224921337,0.0182452878117396,1.39987346073263,0.161551214631701,-1.02009924845504,0.307681393168237,0.0834958188504481,0.184098098148305,FALSE,NA,NA
"SCig-b","Superior colliculus, motor related, intermediate gray layer, sublayer b","midbrain","830",0.856528793477798,0.391705353270808,-0.76416129899127,0.444771126314072,-1.71880040608941,0.0856507215747746,0.244182342079735,0.375409587142994,FALSE,NA,NA
"PRNc","Pontine reticular nucleus, caudal part","hindbrain","896",0.615702546304357,0.538090856450391,0.685142860108677,0.493253776547787,0.0736611554873241,0.941280008212586,0.767137251279547,0.839578783482701,FALSE,NA,NA
"MOs1","Secondary motor area, layer 1","cortical_plate","25",3.74311043442243,0.000181756298673367,1.12398458580104,0.261019565168475,-2.78099877025821,0.00541919424405735,0.00162375705378981,0.0159551780068042,TRUE,0.0414955977544856,TRUE
"AUDp6a","Primary auditory area, layer 6a","cortical_plate","141",2.45547175511554,0.0140699809060783,2.4012060953237,0.0163411300940919,-0.0576123443895543,0.954057416605699,0.0422780099829853,0.117762313245843,FALSE,NA,NA
"VM","Ventral medial nucleus of the thalamus","diencephalon","645",0.752407204462495,0.451806215359508,-0.940373788165231,0.347025862492151,-1.79485136719762,0.0726773841420099,0.220106424242443,0.349176736512975,FALSE,NA,NA
"ECT6a","Ectorhinal area/Layer 6a","cortical_plate","377",3.18830747695471,0.00143108272354682,3.09481999013833,0.00196932377995966,-0.0992745516261071,0.920920283446721,0.00746825196910128,0.041674690000417,TRUE,0.996919304990958,FALSE
"SUM","Supramammillary nucleus","diencephalon","766",0.333785271833091,0.738541598047641,-0.0676589895387688,0.946057096071731,-0.425807872960007,0.670247849644249,0.902822849272227,0.935953963006988,FALSE,NA,NA
"AUDv6a","Ventral auditory area, layer 6a","cortical_plate","155",2.23798685621883,0.0252219122699248,1.34372436639968,0.179037534938985,-0.948854846552566,0.342694442321929,0.105189634012876,0.209452487109339,FALSE,NA,NA
"SSp-tr5","Primary somatosensory area, trunk, layer 5","cortical_plate","90",2.27698444776895,0.0227871543527391,1.04418221654698,0.296401093049396,-1.30834455498545,0.190756469343372,0.0945838126292657,0.195467913262153,FALSE,NA,NA
"MEPO","Median preoptic nucleus","diencephalon","743",1.2423214198019,0.214117995416667,2.66278340923384,0.00774972785289869,1.50780377738109,0.131604755105969,0.0411253920721432,0.116179232603804,FALSE,NA,NA
"PERI2/3","Perirhinal area, layer 2/3","cortical_plate","372",3.45034226422747,0.000559876240010916,2.25561593148493,0.0240946946000436,-1.2680566961986,0.204777704349033,0.00830225696099662,0.0437170564783101,TRUE,0.38581885223727,FALSE
"MM","Medial mammillary nucleus","diencephalon","764",1.24771423866406,0.212135725036268,1.4629858872105,0.143471240681231,0.228492714614934,0.819263219233882,0.328538795356623,0.462615375393126,FALSE,NA,NA
"RR","Midbrain reticular nucleus, retrorubral area","midbrain","819",0.533547320814354,0.593654763257931,0.740480016410023,0.459008782395179,0.219539705882286,0.82622965336145,0.756004688367676,0.833449071078511,FALSE,NA,NA
"SPIV","Spinal vestibular nucleus","hindbrain","987",0.61351580818058,0.539535333417136,0.617267787333907,0.537058110291237,0.0039803895983565,0.996824116979678,0.789663020474001,0.851856050726129,FALSE,NA,NA
"SNr","Substantia nigra, reticular part","midbrain","817",0.282503733580076,0.777557284144185,0.0280100068556216,0.977654169962655,-0.269946013753691,0.787201786892958,0.949286668003442,0.964219267275407,FALSE,NA,NA
"PAA","Piriform-amygdalar area","cortical_plate","444",3.1239291958173,0.0017845339314891,3.07978455244876,0.00207150384034599,-0.0468596377444147,0.962625097147597,0.00832810947296014,0.0437170564783101,TRUE,0.997212962717323,FALSE
"sAMY","Striatum-like amygdalar nuclei","cerebral_nuclei","592",1.95255811876642,0.0508719779125365,3.05370858850334,0.00226031525963657,1.17002444025397,0.241991133562486,0.0185720948908833,0.0770145586300849,FALSE,NA,NA
"BLAa","Basolateral amygdalar nucleus, anterior part","cortical_subplate","563",2.58439006158244,0.00975513991766958,2.67333575123333,0.00751010429626714,0.0943821546859605,0.924805591017972,0.0258965751463316,0.0900403997395529,FALSE,NA,NA
