"annotation_abrv","annotation_names","group","mean","sem","sd","var"
"VISl6a","Lateral visual area, layer 6a","Trauma",99.8,14.099487776354,44.5864952149814,1987.95555555556
"VISl6b","Lateral visual area, layer 6b","Control",10.375,3.08184487882548,8.71677364953013,75.9821428571429
"VISl6b","Lateral visual area, layer 6b","No Trauma",3.9,0.72188026092359,2.28278582243519,5.21111111111111
"VISl6b","Lateral visual area, layer 6b","Trauma",7.7,1.4379769740082,4.54728246074265,20.6777777777778
"LM","Lateral mammillary nucleus","Control",4.5,2.12132034355964,6,36
"LM","Lateral mammillary nucleus","No Trauma",5.4,1.51437555888007,4.78887599895146,22.9333333333333
"LM","Lateral mammillary nucleus","Trauma",5.6,1.35973853695808,4.29987079909256,18.4888888888889
"MM","Medial mammillary nucleus","Control",140,33.9232326626711,95.9493914221748,9206.28571428571
"MM","Medial mammillary nucleus","No Trauma",187.6,40.8988454061426,129.333505154525,16727.1555555556
"MM","Medial mammillary nucleus","Trauma",197.3,16.0305610908941,50.693085217699,2569.78888888889
"SUM","Supramammillary nucleus","Control",301.5,40.3975777208769,114.26160459977,13055.7142857143
"SUM","Supramammillary nucleus","No Trauma",319.9,36.5167997867648,115.476260186528,13334.7666666667
"SUM","Supramammillary nucleus","Trauma",297.9,24.415591557673,77.2088797426249,5961.21111111111
"RM","Nucleus raphe magnus","Control",51.875,8.70639645810563,24.6254079009001,606.410714285714
"RM","Nucleus raphe magnus","No Trauma",41.2,8.95147411820471,28.3070466295742,801.288888888889
"RM","Nucleus raphe magnus","Trauma",20.8,4.42166383967745,13.9825287809863,195.511111111111
"RO","Nucleus raphe obscurus","Control",1.625,0.564974714984156,1.59798980865694,2.55357142857143
"RO","Nucleus raphe obscurus","No Trauma",0.5,0.341565025531987,1.08012344973464,1.16666666666667
"RO","Nucleus raphe obscurus","Trauma",0.8,0.249443825784929,0.788810637746616,0.622222222222222
"RPA","Nucleus raphe pallidus","Control",12.625,2.39745028251742,6.78101340930269,45.9821428571429
"RPA","Nucleus raphe pallidus","No Trauma",9.1,1.94050394371038,6.13641227066399,37.6555555555556
"RPA","Nucleus raphe pallidus","Trauma",11.4,2.56991136898618,8.12677331075775,66.0444444444445
"MDRNd","Medullary reticular nucleus, dorsal part","Control",12.125,3.46635615596551,9.80433577556379,96.125
"MDRNd","Medullary reticular nucleus, dorsal part","No Trauma",5.9,1.5088627063675,4.77144282860716,22.7666666666667
"MDRNd","Medullary reticular nucleus, dorsal part","Trauma",13.5,4.07499147920036,12.8862545200518,166.055555555556
"MDRNv","Medullary reticular nucleus, ventral part","Control",10.75,4.23315991395823,11.9731843240277,143.357142857143
"MDRNv","Medullary reticular nucleus, ventral part","No Trauma",16.7,6.18250219032176,19.5507885603966,382.233333333333
"MDRNv","Medullary reticular nucleus, ventral part","Trauma",30.3,14.6120574260513,46.2073827674996,2135.12222222222
"CLI","Central linear nucleus raphe","Control",17.625,4.39129618027037,12.420461229071,154.267857142857
"CLI","Central linear nucleus raphe","No Trauma",15,2.17050941281329,6.86375342732467,47.1111111111111
"CLI","Central linear nucleus raphe","Trauma",20.1,5.28614541356302,16.7162595497119,279.433333333333
"DR","Dorsal nucleus raphe","Control",28.875,5.57557652368153,15.7701118756789,248.696428571429
"DR","Dorsal nucleus raphe","No Trauma",17.7,3.5498043764567,11.225467077637,126.011111111111
"DR","Dorsal nucleus raphe","Trauma",26.3,6.52695266652908,20.6400366063414,426.011111111111
"IF","Interfascicular nucleus raphe","Control",48,7.94175223558558,22.462667441144,504.571428571429
"IF","Interfascicular nucleus raphe","No Trauma",35.9,5.78206037863859,18.2844803651135,334.322222222222
"IF","Interfascicular nucleus raphe","Trauma",45.7,9.88944442883983,31.2731691887968,978.011111111111
"IPN","Interpeduncular nucleus","Control",136.25,11.1447457190757,31.5221010902328,993.642857142857
"IPN","Interpeduncular nucleus","No Trauma",170.2,8.50986355811759,26.9105514209163,724.177777777778
"IPN","Interpeduncular nucleus","Trauma",177.4,24.939125886847,78.8644406561031,6219.6
"RL","Rostral linear nucleus raphe","Control",5.5,1,2.82842712474619,8
"RL","Rostral linear nucleus raphe","No Trauma",10.1,2.05182845286832,6.48845127900333,42.1
"RL","Rostral linear nucleus raphe","Trauma",9.3,1.3,4.11096095821889,16.9
"NLOT3","Nucleus of the lateral olfactory tract, layer 3","Control",207.25,24.9948208921083,70.6960293894118,4997.92857142857
"NLOT3","Nucleus of the lateral olfactory tract, layer 3","No Trauma",429.7,52.8593626732504,167.155981712358,27941.1222222222
"NLOT3","Nucleus of the lateral olfactory tract, layer 3","Trauma",494.8,64.7879961446906,204.87763285543,41974.8444444444
"NLOT1","Nucleus of the lateral olfactory tract, molecular layer","Control",162.25,22.7931302307139,64.4687078024237,4156.21428571429
"NLOT1","Nucleus of the lateral olfactory tract, molecular layer","No Trauma",271.8,59.4255463210525,187.920077574366,35313.9555555556
"NLOT1","Nucleus of the lateral olfactory tract, molecular layer","Trauma",206.3,23.870972609706,75.4866434101645,5698.23333333333
"ORBl1","Orbital area, lateral part, layer 1","Control",40.625,12.6348971107801,35.7368857065078,1277.125
"ORBl1","Orbital area, lateral part, layer 1","No Trauma",84.2,15.8638652989182,50.1659468386895,2516.62222222222
"ORBl1","Orbital area, lateral part, layer 1","Trauma",74.1,14.7244694301696,46.5628607368577,2168.1
"ORBl2/3","Orbital area, lateral part, layer 2/3","Control",91.625,32.1563909999685,90.9520085382553,8272.26785714286
"ORBl2/3","Orbital area, lateral part, layer 2/3","No Trauma",300.4,97.684890222479,308.906746086546,95423.3777777778
"ORBl2/3","Orbital area, lateral part, layer 2/3","Trauma",284.8,68.4428066182106,216.435158367992,46844.1777777778
"ORBl5","Orbital area, lateral part, layer 5","Control",40.125,13.0088397143744,36.7945551096122,1353.83928571429
"ORBl5","Orbital area, lateral part, layer 5","No Trauma",71.1,18.1055240189286,57.2546941306999,3278.1
"ORBl5","Orbital area, lateral part, layer 5","Trauma",62.6,15.3855632186656,48.6534228554945,2367.15555555556
"ORBl6a","Orbital area, lateral part, layer 6a","Control",16.875,5.34000234082346,15.1038074669932,228.125
"ORBl6a","Orbital area, lateral part, layer 6a","No Trauma",16.8,4.13602063179896,13.0792456459334,171.066666666667
"ORBl6a","Orbital area, lateral part, layer 6a","Trauma",15.7,5.72334401086172,18.0988029070065,327.566666666667
"ORBm1","Orbital area, medial part, layer 1","Control",41.375,7.17121602559247,20.2832619242003,411.410714285714
"ORBm1","Orbital area, medial part, layer 1","No Trauma",188.5,44.3862466186192,140.361636100784,19701.3888888889
"ORBm1","Orbital area, medial part, layer 1","Trauma",121.3,21.3245033809569,67.4340006557852,4547.34444444444
"ORBm2/3","Orbital area, medial part, layer 2/3","Control",213.875,33.4426147623486,94.5899987162642,8947.26785714286
"ORBm2/3","Orbital area, medial part, layer 2/3","No Trauma",585.5,150.101391658365,474.662277601431,225304.277777778
"ORBm2/3","Orbital area, medial part, layer 2/3","Trauma",475.2,59.7161433598803,188.839026098362,35660.1777777778
"ORBm5","Orbital area, medial part, layer 5","Control",72.75,20.2411797369337,57.2507018048064,3277.64285714286
"ORBm5","Orbital area, medial part, layer 5","No Trauma",157.4,36.934235849382,116.796308921891,13641.3777777778
"ORBm5","Orbital area, medial part, layer 5","Trauma",123.7,20.1030953946014,63.5715694665819,4041.34444444444
"ORBm6a","Orbital area, medial part, layer 6a","Control",22.375,7.56386498897413,21.3938409027325,457.696428571429
"ORBm6a","Orbital area, medial part, layer 6a","No Trauma",24.7,4.41977877777208,13.9765676918349,195.344444444444
"ORBm6a","Orbital area, medial part, layer 6a","Trauma",20.7,6.4118813325125,20.2761490974549,411.122222222222
"ORBvl1","Orbital area, ventrolateral part, layer 1","Control",58.25,13.844480591815,39.1581044339118,1533.35714285714
"ORBvl1","Orbital area, ventrolateral part, layer 1","No Trauma",194.1,49.9024492830206,157.805400555382,24902.5444444444
"ORBvl1","Orbital area, ventrolateral part, layer 1","Trauma",129.4,19.3673264374134,61.2448637302209,3750.93333333333
"ORBvl2/3","Orbital area, ventrolateral part, layer 2/3","Control",233.5,87.2836099816487,246.875330017863,60947.4285714286
"ORBvl2/3","Orbital area, ventrolateral part, layer 2/3","No Trauma",543.6,105.048369811245,332.192113091205,110351.6
"ORBvl2/3","Orbital area, ventrolateral part, layer 2/3","Trauma",602.7,142.733633037207,451.36337910823,203728.9
"ORBvl5","Orbital area, ventrolateral part, layer 5","Control",29.5,9.32354929351325,26.3709797206811,695.428571428571
"ORBvl5","Orbital area, ventrolateral part, layer 5","No Trauma",67,16.4668016188802,52.0725988938094,2711.55555555556
"ORBvl5","Orbital area, ventrolateral part, layer 5","Trauma",71.5,16.9005259615723,53.4441556933757,2856.27777777778
"ORBvl6a","Orbital area, ventrolateral part, layer 6a","Control",29.75,10.7150594958684,30.3067649213835,918.5
"ORBvl6a","Orbital area, ventrolateral part, layer 6a","No Trauma",20.1,4.74564127501343,15.007035387148,225.211111111111
"ORBvl6a","Orbital area, ventrolateral part, layer 6a","Trauma",31.7,11.1265947670934,35.185382065726,1238.01111111111
"PGRNd","Paragigantocellular reticular nucleus, dorsal part","Control",34.5,12.364985125056,34.9734593247917,1223.14285714286
"PGRNd","Paragigantocellular reticular nucleus, dorsal part","No Trauma",11.1,2.66020049369717,8.41229259278745,70.7666666666667
"PGRNd","Paragigantocellular reticular nucleus, dorsal part","Trauma",13.7,3.98622628559895,12.6055543313255,158.9
"PGRNl","Paragigantocellular reticular nucleus, lateral part","Control",190.125,57.9930530014464,164.029124156134,26905.5535714286
"PGRNl","Paragigantocellular reticular nucleus, lateral part","No Trauma",86.4,25.0901485757967,79.3420163315475,6295.15555555556
"PGRNl","Paragigantocellular reticular nucleus, lateral part","Trauma",82.6,16.0043049764049,50.6100560934067,2561.37777777778
"PERI1","Perirhinal area, layer 1","Control",57.875,9.13477949534478,25.8370581032085,667.553571428571
"PERI1","Perirhinal area, layer 1","No Trauma",226.4,60.8179797976443,192.323338850662,36988.2666666667
"PERI1","Perirhinal area, layer 1","Trauma",141.4,16.803571049036,53.1375573394186,2823.6
"PERI2/3","Perirhinal area, layer 2/3","Control",339,50.4072698838457,142.573289423871,20327.1428571429
"PERI2/3","Perirhinal area, layer 2/3","No Trauma",786.1,170.567578656933,539.382043535831,290932.988888889
"PERI2/3","Perirhinal area, layer 2/3","Trauma",587.6,87.0588817346564,275.304356828745,75792.4888888889
"PERI5","Perirhinal area, layer 5","Control",609,66.0792273389625,186.900278987791,34931.7142857143
"PERI5","Perirhinal area, layer 5","No Trauma",912.8,143.860796914548,454.927784256896,206959.288888889
"PERI5","Perirhinal area, layer 5","Trauma",800.8,99.693062279512,315.257143720276,99387.0666666667
"PERI6a","Perirhinal area, layer 6a","Control",221.75,22.2740640335667,63.0005668908735,3969.07142857143
"PERI6a","Perirhinal area, layer 6a","No Trauma",354,50.0553027493924,158.288765657369,25055.3333333333
"PERI6a","Perirhinal area, layer 6a","Trauma",364.2,39.0321235223843,123.430412243769,15235.0666666667
"PERI6b","Perirhinal area, layer 6b","Control",45.5,7.44503669759736,21.0577437402152,443.428571428571
"PERI6b","Perirhinal area, layer 6b","No Trauma",78.4,7.81195664777184,24.7035759894528,610.266666666667
"PERI6b","Perirhinal area, layer 6b","Trauma",78.6,11.4922195902755,36.3415892760775,1320.71111111111
"AUDpo1","Posterior auditory area, layer 1","Control",3.25,1.16112630050063,3.28416112359219,10.7857142857143
"AUDpo1","Posterior auditory area, layer 1","No Trauma",7.6,1.55062711328173,4.90351347958221,24.0444444444444
"AUDpo1","Posterior auditory area, layer 1","Trauma",11.7,3.38969025133566,10.7191417566893,114.9
"AUDpo2/3","Posterior auditory area, layer 2/3","Control",23.75,3.76425860657087,10.6469311473843,113.357142857143
"AUDpo2/3","Posterior auditory area, layer 2/3","No Trauma",50.3,9.4104551785058,29.7584721830047,885.566666666667
"AUDpo2/3","Posterior auditory area, layer 2/3","Trauma",54.6,9.87049475288177,31.2132450518472,974.266666666667
"AUDpo4","Posterior auditory area, layer 4","Control",10.875,2.10812628382918,5.96268156357284,35.5535714285714
"AUDpo4","Posterior auditory area, layer 4","No Trauma",17.8,4.28122516213395,13.5384226883669,183.288888888889
"AUDpo4","Posterior auditory area, layer 4","Trauma",19.9,4.64626492763572,14.6927797838863,215.877777777778
"AUDpo5","Posterior auditory area, layer 5","Control",51.25,7.91641603613295,22.3910058473741,501.357142857143
"AUDpo5","Posterior auditory area, layer 5","No Trauma",68.8,7.76001145474527,24.5393108659917,602.177777777778
"AUDpo5","Posterior auditory area, layer 5","Trauma",76,11.6151242400205,36.730247904297,1349.11111111111
"AUDpo6a","Posterior auditory area, layer 6a","Control",11.5,2.17124059336724,6.14119578862991,37.7142857142857
"AUDpo6a","Posterior auditory area, layer 6a","No Trauma",12.6,1.52169496140178,4.81202198203162,23.1555555555556
"AUDpo6a","Posterior auditory area, layer 6a","Trauma",17.2,3.41825166487847,10.8094608766786,116.844444444444
"AUDpo6b","Posterior auditory area, layer 6b","Control",2.875,0.833184510520586,2.3566016694748,5.55357142857143
"AUDpo6b","Posterior auditory area, layer 6b","No Trauma",1.4,0.4,1.26491106406735,1.6
"AUDpo6b","Posterior auditory area, layer 6b","Trauma",2.6,0.581186525805423,1.83787316694536,3.37777777777778
"VISpl1","Posterolateral visual area, layer 1","Control",3.875,1.77721190150672,5.02671434864337,25.2678571428571
"VISpl1","Posterolateral visual area, layer 1","No Trauma",11.4,8.65666089076948,27.3747653465336,749.377777777778
"VISpl1","Posterolateral visual area, layer 1","Trauma",5.9,2.97564185419624,9.40980576018679,88.5444444444445
"VISpl2/3","Posterolateral visual area, layer 2/3","Control",24.125,5.54345656736712,15.6792629199936,245.839285714286
"VISpl2/3","Posterolateral visual area, layer 2/3","No Trauma",62.7,29.4758092905578,93.2106932349145,8688.23333333333
"VISpl2/3","Posterolateral visual area, layer 2/3","Trauma",41.2,11.2494938157728,35.5740229818208,1265.51111111111
"VISpl4","Posterolateral visual area, layer 4","Control",14.5,4.0133705108229,11.351526014468,128.857142857143
"VISpl4","Posterolateral visual area, layer 4","No Trauma",28.4,11.2320968656792,35.5190089951845,1261.6
"VISpl4","Posterolateral visual area, layer 4","Trauma",24.4,6.99714227381436,22.1269066975029,489.6
"VISpl5","Posterolateral visual area, layer 5","Control",107.75,22.3109118082226,63.1047881361968,3982.21428571429
"VISpl5","Posterolateral visual area, layer 5","No Trauma",218.1,69.1790671614856,218.763418636054,47857.4333333333
"VISpl5","Posterolateral visual area, layer 5","Trauma",196.8,49.6637135587387,157.050451907801,24664.8444444444
"VISpl6a","Posterolateral visual area, layer 6a","Control",68.25,13.3547075702059,37.7728171346236,1426.78571428571
"VISpl6a","Posterolateral visual area, layer 6a","No Trauma",110.4,26.9473560855235,85.2150221498534,7261.6
"VISpl6a","Posterolateral visual area, layer 6a","Trauma",99.9,24.4165017059274,77.2117578841173,5961.65555555556
"VISpm1","posteromedial visual area, layer 1","Control",18.75,11.8528929560918,33.5250439437232,1123.92857142857
"VISpm1","posteromedial visual area, layer 1","No Trauma",102.7,65.096347397104,205.852725132422,42375.3444444444
"VISpm1","posteromedial visual area, layer 1","Trauma",37.5,9.21502396451939,29.1404644209159,849.166666666667
"VISpm2/3","posteromedial visual area, layer 2/3","Control",34.375,18.9368664439047,53.5615467076361,2868.83928571429
"VISpm2/3","posteromedial visual area, layer 2/3","No Trauma",310.1,200.213300146508,633.130046321888,400853.655555556
"VISpm2/3","posteromedial visual area, layer 2/3","Trauma",105.6,36.9961559564714,116.992117493255,13687.1555555556
"VISpm4","posteromedial visual area, layer 4","Control",8,6.74272094293437,19.0712948095898,363.714285714286
"VISpm4","posteromedial visual area, layer 4","No Trauma",117.7,73.6239770726901,232.819457949717,54204.9
"VISpm4","posteromedial visual area, layer 4","Trauma",50.7,17.953674956522,56.7745052329339,3223.34444444444
"VISpm5","posteromedial visual area, layer 5","Control",37.375,24.0378700476679,67.989363663948,4622.55357142857
"VISpm5","posteromedial visual area, layer 5","No Trauma",214.6,109.127570607371,345.091678640136,119088.266666667
"VISpm5","posteromedial visual area, layer 5","Trauma",152.6,52.013502520446,164.481137047518,27054.0444444444
"VISpm6a","posteromedial visual area, layer 6a","Control",55.375,16.4468163441179,46.518621463422,2163.98214285714
"VISpm6a","posteromedial visual area, layer 6a","No Trauma",113.2,44.1954748814853,139.758362898254,19532.4
"VISpm6a","posteromedial visual area, layer 6a","Trauma",81,17.3832614252268,54.9706992658614,3021.77777777778
"VISpm6b","posteromedial visual area, layer 6b","Control",14.5,2.91547594742265,8.24621125123532,68
"VISpm6b","posteromedial visual area, layer 6b","No Trauma",15.2,3.70525152842407,11.7170341336402,137.288888888889
"VISpm6b","posteromedial visual area, layer 6b","Trauma",11.3,2.15019378971602,6.79950978625175,46.2333333333333
"PL1","Prelimbic area, layer 1","Control",71.5,18.0554700852678,51.0685813392148,2608
"PL1","Prelimbic area, layer 1","No Trauma",224,39.5909641767468,125.197621560653,15674.4444444444
"PL1","Prelimbic area, layer 1","Trauma",163.7,19.1943568095764,60.6978857402244,3684.23333333333
"PL2/3","Prelimbic area, layer 2/3","Control",291.25,68.1478827886195,192.751320173356,37153.0714285714
"PL2/3","Prelimbic area, layer 2/3","No Trauma",723.5,112.25380468682,354.977698830035,126009.166666667
"PL2/3","Prelimbic area, layer 2/3","Trauma",612.4,81.3705106288513,257.31614795811,66211.6
"PL5","Prelimbic area, layer 5","Control",234.625,65.7120171386374,185.861651696708,34544.5535714286
"PL5","Prelimbic area, layer 5","No Trauma",392.4,48.2397254460586,152.547406110727,23270.7111111111
"PL5","Prelimbic area, layer 5","Trauma",324.1,45.8568909155914,145.012221707153,21028.5444444444
"PL6a","Prelimbic area, layer 6a","Control",79.5,27.6876713151746,78.3125605688969,6132.85714285714
"PL6a","Prelimbic area, layer 6a","No Trauma",95.8,11.1582555386882,35.2855022164439,1245.06666666667
"PL6a","Prelimbic area, layer 6a","Trauma",74.5,12.8575529035142,40.6591523112161,1653.16666666667
"PL6b","Prelimbic area, layer 6b","Control",4.375,2.12919753495469,6.02228006180858,36.2678571428571
"PL6b","Prelimbic area, layer 6b","No Trauma",3.8,1.01980390271856,3.22490309931942,10.4
"PL6b","Prelimbic area, layer 6b","Trauma",3.5,1.16666666666667,3.68932393686311,13.6111111111111
"AUDp1","Primary auditory area, layer 1","Control",55.375,12.328737480259,34.8709355030395,1215.98214285714
"AUDp1","Primary auditory area, layer 1","No Trauma",119.9,20.2097061389378,63.9087022417309,4084.32222222222
"AUDp1","Primary auditory area, layer 1","Trauma",93.8,22.2629737456612,70.4017045248196,4956.4
"AUDp2/3","Primary auditory area, layer 2/3","Control",765.25,75.8468263767745,214.527221049984,46021.9285714286
"AUDp2/3","Primary auditory area, layer 2/3","No Trauma",1550.9,268.778986033755,849.953783057251,722421.433333333
"AUDp2/3","Primary auditory area, layer 2/3","Trauma",1360.7,177.204279481808,560.369134291555,314013.566666667
"AUDp4","Primary auditory area, layer 4","Control",149.25,23.4336068195109,66.280249158942,4393.07142857143
"AUDp4","Primary auditory area, layer 4","No Trauma",436.7,148.081737939258,468.275571764224,219282.011111111
"AUDp4","Primary auditory area, layer 4","Trauma",434.5,99.9485701081644,316.065130418822,99897.1666666667
"AUDp5","Primary auditory area, layer 5","Control",570.5,72.1855248647539,204.17149654151,41686
"AUDp5","Primary auditory area, layer 5","No Trauma",1114.5,235.639991418171,745.15908070395,555262.055555556
"AUDp5","Primary auditory area, layer 5","Trauma",1075.4,154.295042046075,487.923764537043,238069.6
"AUDp6a","Primary auditory area, layer 6a","Control",242.875,30.9674007742704,87.5890363328327,7671.83928571429
"AUDp6a","Primary auditory area, layer 6a","No Trauma",394.5,67.0978141720478,212.181918802396,45021.1666666667
"AUDp6a","Primary auditory area, layer 6a","Trauma",390.3,51.6569990955297,163.353774231132,26684.4555555556
"AUDp6b","Primary auditory area, layer 6b","Control",63.125,10.3844621223937,29.3716943428776,862.696428571429
"AUDp6b","Primary auditory area, layer 6b","No Trauma",64.3,8.78768077101879,27.7890865868839,772.233333333333
"AUDp6b","Primary auditory area, layer 6b","Trauma",86.2,12.8640757322259,40.6797793067323,1654.84444444444
"MOp1","Primary motor area, Layer 1","Control",106.75,31.7015941464869,89.6656487816185,8039.92857142857
"MOp1","Primary motor area, Layer 1","No Trauma",751.8,344.303219076829,1088.78237801071,1185447.06666667
"MOp1","Primary motor area, Layer 1","Trauma",183,58.847637543443,186.092569557316,34630.4444444444
"MOp2/3","Primary motor area, Layer 2/3","Control",719.25,229.524566845718,649.193510662048,421452.214285714
"MOp2/3","Primary motor area, Layer 2/3","No Trauma",4555.7,2179.25403674438,6891.40635622851,47491481.5666667
"MOp2/3","Primary motor area, Layer 2/3","Trauma",1436,269.995678977769,853.801303973393,728976.666666667
"MOp5","Primary motor area, Layer 5","Control",1057.25,316.362458830284,894.808159806974,800681.642857143
"MOp5","Primary motor area, Layer 5","No Trauma",2961.5,1155.98680548025,3655.55125041962,13363054.9444444
"MOp5","Primary motor area, Layer 5","Trauma",1046.6,195.819769743053,619.236483277772,383453.822222222
"MOp6a","Primary motor area, Layer 6a","Control",746.875,214.82637819378,607.620755194272,369202.982142857
"MOp6a","Primary motor area, Layer 6a","No Trauma",970,216.805442736108,685.599008167311,470046
"MOp6a","Primary motor area, Layer 6a","Trauma",560.4,90.4803477741622,286.123982450499,81866.9333333333
"MOp6b","Primary motor area, Layer 6b","Control",166.75,50.7858775364063,143.64415357801,20633.6428571429
"MOp6b","Primary motor area, Layer 6b","No Trauma",100.8,17.9020793329838,56.6113455452566,3204.84444444444
"MOp6b","Primary motor area, Layer 6b","Trauma",78,14.1782305744484,44.8355018062943,2010.22222222222
"SSp-bfd1","Primary somatosensory area, barrel field, layer 1","Control",35.375,9.6082879030851,27.1763421274566,738.553571428571
"SSp-bfd1","Primary somatosensory area, barrel field, layer 1","No Trauma",233.7,66.4412940538906,210.105819899296,44144.4555555556
"SSp-bfd1","Primary somatosensory area, barrel field, layer 1","Trauma",59.4,16.2680327295248,51.4440364754642,2646.48888888889
"SSp-bfd2/3","Primary somatosensory area, barrel field, layer 2/3","Control",660.625,214.118620120117,605.618913060963,366774.267857143
"SSp-bfd2/3","Primary somatosensory area, barrel field, layer 2/3","No Trauma",5146.5,1865.69972723968,5899.86056803228,34808354.7222222
"SSp-bfd2/3","Primary somatosensory area, barrel field, layer 2/3","Trauma",1726.3,411.254072590439,1300.49956640601,1691299.12222222
"SSp-bfd4","Primary somatosensory area, barrel field, layer 4","Control",113.125,51.8832609601319,146.748022619922,21534.9821428571
"SSp-bfd4","Primary somatosensory area, barrel field, layer 4","No Trauma",859.8,477.72032264356,1510.68430410416,2282167.06666667
"SSp-bfd4","Primary somatosensory area, barrel field, layer 4","Trauma",360.8,179.601954951003,567.951249864125,322568.622222222
"SSp-bfd5","Primary somatosensory area, barrel field, layer 5","Control",391.75,123.42764653258,349.106103396333,121875.071428571
"SSp-bfd5","Primary somatosensory area, barrel field, layer 5","No Trauma",911.1,379.896314801815,1201.33762947807,1443212.1
"SSp-bfd5","Primary somatosensory area, barrel field, layer 5","Trauma",443.2,103.859820056758,328.433588754595,107868.622222222
"SSp-bfd6a","Primary somatosensory area, barrel field, layer 6a","Control",373.5,83.7408843653189,236.854988789102,56100.2857142857
"SSp-bfd6a","Primary somatosensory area, barrel field, layer 6a","No Trauma",374.4,80.5012353252352,254.567258084949,64804.4888888889
"SSp-bfd6a","Primary somatosensory area, barrel field, layer 6a","Trauma",352.2,46.8894207447456,148.277367719345,21986.1777777778
"SSp-bfd6b","Primary somatosensory area, barrel field, layer 6b","Control",75.875,15.5889584321724,44.0922328760973,1944.125
"SSp-bfd6b","Primary somatosensory area, barrel field, layer 6b","No Trauma",54,8.4813520934656,26.8203902531886,719.333333333333
"SSp-bfd6b","Primary somatosensory area, barrel field, layer 6b","Trauma",62.5,9.13388076218306,28.8838670848932,834.277777777778
"SSp-ll1","Primary somatosensory area, lower limb, layer 1","Control",5.625,4.51559796704711,12.7720397744448,163.125
"SSp-ll1","Primary somatosensory area, lower limb, layer 1","No Trauma",49,21.7802152830907,68.8750882233756,4743.77777777778
"SSp-ll1","Primary somatosensory area, lower limb, layer 1","Trauma",13.7,4.17146390504714,13.1913271171293,174.011111111111
"SSp-ll2/3","Primary somatosensory area, lower limb, layer 2/3","Control",92.75,58.510911680765,165.493849691504,27388.2142857143
"SSp-ll2/3","Primary somatosensory area, lower limb, layer 2/3","No Trauma",806.6,410.958586721339,1299.56515804326,1688869.6
"SSp-ll2/3","Primary somatosensory area, lower limb, layer 2/3","Trauma",321.7,72.5349034756525,229.375504843526,52613.1222222222
"SSp-ll4","Primary somatosensory area, lower limb, layer 4","Control",36.25,21.8033008641221,61.6690475730851,3803.07142857143
"SSp-ll4","Primary somatosensory area, lower limb, layer 4","No Trauma",257.1,170.366171002996,538.745136611202,290246.322222222
"SSp-ll4","Primary somatosensory area, lower limb, layer 4","Trauma",134.7,52.8934043357224,167.263630901108,27977.1222222222
"SSp-ll5","Primary somatosensory area, lower limb, layer 5","Control",154.625,58.7059675416392,166.045550979242,27571.125
"SSp-ll5","Primary somatosensory area, lower limb, layer 5","No Trauma",448.7,195.893171000023,619.468598432918,383741.344444444
"SSp-ll5","Primary somatosensory area, lower limb, layer 5","Trauma",199,43.8773543211327,138.75237735701,19252.2222222222
"SSp-ll6a","Primary somatosensory area, lower limb, layer 6a","Control",133.75,42.4456585361969,120.054451931494,14413.0714285714
"SSp-ll6a","Primary somatosensory area, lower limb, layer 6a","No Trauma",169.5,47.4086841552614,149.919422802162,22475.8333333333
"SSp-ll6a","Primary somatosensory area, lower limb, layer 6a","Trauma",121.3,22.7640310821944,71.9861869466018,5182.01111111111
"SSp-ll6b","Primary somatosensory area, lower limb, layer 6b","Control",44.125,14.5362078715776,41.1146046349191,1690.41071428571
"SSp-ll6b","Primary somatosensory area, lower limb, layer 6b","No Trauma",27.8,4.01331118487798,12.6912043032435,161.066666666667
"SSp-ll6b","Primary somatosensory area, lower limb, layer 6b","Trauma",30,5.38103666179255,17.0163320241336,289.555555555556
"SSp-m1","Primary somatosensory area, mouth, layer 1","Control",52.75,16.4455269645839,46.5149745473741,2163.64285714286
"SSp-m1","Primary somatosensory area, mouth, layer 1","No Trauma",431.1,196.248280954962,620.591554710325,385133.877777778
"SSp-m1","Primary somatosensory area, mouth, layer 1","Trauma",128,39.8165236498059,125.910903243347,15853.5555555556
"SSp-m2/3","Primary somatosensory area, mouth, layer 2/3","Control",316.125,147.398323006064,416.905414932452,173810.125
"SSp-m2/3","Primary somatosensory area, mouth, layer 2/3","No Trauma",2706.5,1381.96797880575,4370.16646644547,19098354.9444444
"SSp-m2/3","Primary somatosensory area, mouth, layer 2/3","Trauma",949.1,249.471683986602,788.898733115418,622361.211111111
"SSp-m4","Primary somatosensory area, mouth, layer 4","Control",89.75,33.7626960247126,95.4953252408574,9119.35714285714
"SSp-m4","Primary somatosensory area, mouth, layer 4","No Trauma",299,140.407897846872,444.008758672369,197143.777777778
"SSp-m4","Primary somatosensory area, mouth, layer 4","Trauma",98,18.0030861551877,56.9307571626367,3241.11111111111
"SSp-m5","Primary somatosensory area, mouth, layer 5","Control",175.625,78.5972867352484,222.306697733431,49420.2678571429
"SSp-m5","Primary somatosensory area, mouth, layer 5","No Trauma",562.5,279.223496703109,882.982225818341,779657.611111111
"SSp-m5","Primary somatosensory area, mouth, layer 5","Trauma",248,62.2691291447411,196.912276012554,38774.4444444444
"SSp-m6a","Primary somatosensory area, mouth, layer 6a","Control",179,76.5088697005592,216.399762344734,46828.8571428571
"SSp-m6a","Primary somatosensory area, mouth, layer 6a","No Trauma",188,36.5726066278513,115.65273691338,13375.5555555556
