Animal,Experiment,din,state,time,rewarded
08,25c5,3,0.0,1761068698.1449032,
08,25c5,3,1.0,1761068698.190766,0.0
08,25c5,3,0.0,1761068698.253328,
08,25c5,3,1.0,1761068698.2846267,0.0
08,25c5,3,0.0,1761068698.3462036,
08,25c5,3,1.0,1761068698.3930562,0.0
08,25c5,3,0.0,1761068698.440725,
08,25c5,3,1.0,1761068698.503745,0.0
08,25c5,3,0.0,1761068698.5512784,
08,25c5,3,1.0,1761068698.5984478,0.0
08,25c5,3,0.0,1761068698.6458597,
08,25c5,3,1.0,1761068698.708964,0.0
08,25c5,3,0.0,1761068698.7570083,
08,25c5,3,1.0,1761068698.8040705,0.0
08,25c5,3,0.0,1761068698.866442,
08,25c5,3,1.0,1761068698.9136024,0.0
08,25c5,3,0.0,1761068698.9607954,
08,25c5,3,1.0,1761068699.023147,0.0
08,25c5,3,0.0,1761068699.0708394,
08,25c5,3,1.0,1761068699.1178856,0.0
08,25c5,3,0.0,1761068699.181835,
08,25c5,3,1.0,1761068699.2287178,0.0
08,25c5,3,0.0,1761068699.2902873,
08,25c5,3,1.0,1761068699.3371992,0.0
08,25c5,3,0.0,1761068699.3997352,
08,25c5,3,1.0,1761068699.46159,0.0
08,25c5,3,0.0,1761068699.5091825,
08,25c5,3,1.0,1761068699.5710213,0.0
08,25c5,3,0.0,1761068699.6181755,
08,25c5,3,1.0,1761068699.664851,0.0
08,25c5,3,0.0,1761068699.7273672,
08,25c5,3,1.0,1761068699.7743244,0.0
08,25c5,3,0.0,1761068699.83788,
08,25c5,3,1.0,1761068699.884246,0.0
08,25c5,3,0.0,1761068699.932269,
08,25c5,3,1.0,1761068699.9802585,0.0
08,25c5,3,0.0,1761068700.044373,
08,25c5,3,1.0,1761068700.0922418,0.0
08,25c5,3,0.0,1761068700.1396704,
08,25c5,3,1.0,1761068700.2021177,0.0
08,25c5,3,0.0,1761068700.2500746,
08,25c5,3,1.0,1761068700.314036,0.0
08,25c5,3,0.0,1761068700.361303,
08,25c5,3,1.0,1761068700.4251573,0.0
08,25c5,3,0.0,1761068700.4726946,
08,25c5,3,1.0,1761068700.5512593,0.0
08,25c5,3,0.0,1761068700.583062,
08,25c5,3,1.0,1761068700.6929102,0.0
08,25c5,3,0.0,1761068700.7098663,
08,25c5,4,1.0,1761068702.612001,1.0
08,25c5,4,0.0,1761068702.6431396,
08,25c5,4,1.0,1761068702.7056444,0.0
08,25c5,4,0.0,1761068702.7376502,
08,25c5,4,1.0,1761068702.7546058,0.0
08,25c5,4,0.0,1761068702.7705626,
08,25c5,4,1.0,1761068702.8002362,0.0
08,25c5,4,0.0,1761068702.8312564,
08,25c5,4,1.0,1761068702.879363,0.0
08,25c5,4,0.0,1761068702.9253514,
08,25c5,4,1.0,1761068702.9886534,0.0
08,25c5,4,0.0,1761068703.0354998,
08,25c5,4,1.0,1761068703.0832253,0.0
08,25c5,4,0.0,1761068703.1458268,
08,25c5,4,1.0,1761068703.1938388,0.0
08,25c5,4,0.0,1761068703.2568746,
08,25c5,4,1.0,1761068703.3043118,0.0
08,25c5,4,0.0,1761068703.351573,
08,25c5,4,1.0,1761068703.4144194,0.0
08,25c5,4,0.0,1761068703.462493,
08,25c5,4,1.0,1761068703.524892,0.0
08,25c5,4,0.0,1761068703.5723293,
08,25c5,4,1.0,1761068703.6516066,0.0
08,25c5,4,0.0,1761068703.698593,
08,25c5,4,1.0,1761068703.7609072,0.0
08,25c5,4,0.0,1761068703.8241,
08,25c5,4,1.0,1761068703.8711045,0.0
08,25c5,4,0.0,1761068703.917725,
08,25c5,4,1.0,1761068703.980454,0.0
08,25c5,4,0.0,1761068704.0443797,
08,25c5,4,1.0,1761068704.092225,0.0
08,25c5,4,0.0,1761068704.1544294,
08,25c5,4,1.0,1761068704.2017982,0.0
08,25c5,4,0.0,1761068704.2645712,
08,25c5,4,1.0,1761068704.3125412,0.0
08,25c5,4,0.0,1761068704.375873,
08,25c5,4,1.0,1761068704.4238527,0.0
08,25c5,4,0.0,1761068704.4868958,
08,25c5,4,1.0,1761068704.5341334,0.0
08,25c5,4,0.0,1761068704.5965002,
08,25c5,4,1.0,1761068704.6597695,0.0
08,25c5,4,0.0,1761068704.7069993,
08,25c5,4,1.0,1761068704.7689457,0.0
08,25c5,4,0.0,1761068704.8161306,
08,25c5,4,1.0,1761068704.8945518,0.0
08,25c5,4,0.0,1761068704.9424255,
08,25c5,5,1.0,1761068708.0814376,1.0
08,25c5,5,0.0,1761068708.112311,
08,25c5,5,1.0,1761068708.1599376,0.0
08,25c5,5,0.0,1761068708.191594,
08,25c5,5,1.0,1761068708.2548974,0.0
08,25c5,5,0.0,1761068708.2868404,
08,25c5,5,1.0,1761068708.3504553,0.0
08,25c5,5,0.0,1761068708.3823426,
08,25c5,5,1.0,1761068708.4291348,0.0
08,25c5,5,0.0,1761068708.477035,
08,25c5,5,1.0,1761068708.524609,0.0
08,25c5,5,0.0,1761068708.572072,
08,25c5,5,1.0,1761068708.635338,0.0
08,25c5,5,0.0,1761068708.6816857,
08,25c5,5,1.0,1761068708.728735,0.0
08,25c5,5,0.0,1761068708.7910397,
08,25c5,5,1.0,1761068708.8375828,0.0
08,25c5,5,0.0,1761068708.8842728,
08,25c5,5,1.0,1761068708.931481,0.0
08,25c5,5,0.0,1761068708.97919,
08,25c5,5,1.0,1761068709.0267313,0.0
08,25c5,5,0.0,1761068709.0736885,
08,25c5,5,1.0,1761068709.1357377,0.0
08,25c5,5,0.0,1761068709.1828277,
08,25c5,5,1.0,1761068709.244758,0.0
08,25c5,5,0.0,1761068709.2912495,
08,25c5,5,1.0,1761068709.3391218,0.0
08,25c5,5,0.0,1761068709.4015026,
08,25c5,5,1.0,1761068709.448805,0.0
08,25c5,5,0.0,1761068709.512636,
08,25c5,5,1.0,1761068709.559939,0.0
08,25c5,5,0.0,1761068709.6226552,
08,25c5,5,1.0,1761068709.669736,0.0
08,25c5,5,0.0,1761068709.716984,
08,25c5,5,1.0,1761068709.7799883,0.0
08,25c5,5,0.0,1761068709.8270118,
08,25c5,5,1.0,1761068709.8744607,0.0
08,25c5,5,0.0,1761068709.9222417,
08,25c5,5,1.0,1761068709.9682312,0.0
08,25c5,5,0.0,1761068710.0307531,
08,25c5,5,1.0,1761068710.0786054,0.0
08,25c5,5,0.0,1761068710.1253326,
08,25c5,5,1.0,1761068710.1892796,0.0
08,25c5,5,0.0,1761068710.2369845,
08,25c5,5,1.0,1761068710.2837944,0.0
08,25c5,5,0.0,1761068710.330357,
08,25c5,5,1.0,1761068710.393893,0.0
08,25c5,5,0.0,1761068710.4556854,
08,25c5,5,1.0,1761068710.5031977,0.0
08,25c5,5,0.0,1761068710.5653598,
08,25c5,4,1.0,1761068712.3557904,0.0
08,25c5,4,0.0,1761068712.3873117,
08,25c5,3,1.0,1761068714.114621,1.0
08,25c5,3,0.0,1761068714.1442566,
08,25c5,3,1.0,1761068714.190077,0.0
08,25c5,3,0.0,1761068714.2212996,
08,25c5,3,1.0,1761068714.2851298,0.0
08,25c5,3,0.0,1761068714.317014,
08,25c5,3,1.0,1761068714.3649518,0.0
08,25c5,3,0.0,1761068714.4127195,
08,25c5,3,1.0,1761068714.4600315,0.0
08,25c5,3,0.0,1761068714.5220072,
08,25c5,3,1.0,1761068714.553115,0.0
08,25c5,3,0.0,1761068714.616916,
08,25c5,3,1.0,1761068714.664032,0.0
08,25c5,3,0.0,1761068714.7113967,
08,25c5,3,1.0,1761068714.7572498,0.0
08,25c5,3,0.0,1761068714.8200085,
08,25c5,3,1.0,1761068714.8670433,0.0
08,25c5,3,0.0,1761068714.9291868,
08,25c5,3,1.0,1761068714.9761052,0.0
08,25c5,3,0.0,1761068715.0231416,
08,25c5,3,1.0,1761068715.0705645,0.0
08,25c5,3,0.0,1761068715.1168532,
08,25c5,3,1.0,1761068715.1796803,0.0
08,25c5,3,0.0,1761068715.2258244,
08,25c5,3,1.0,1761068715.287681,0.0
08,25c5,3,0.0,1761068715.3344753,
08,25c5,3,1.0,1761068715.3812623,0.0
08,25c5,3,0.0,1761068715.4439876,
08,25c5,3,1.0,1761068715.4907684,0.0
08,25c5,3,0.0,1761068715.5539205,
08,25c5,3,1.0,1761068715.6018186,0.0
08,25c5,3,0.0,1761068715.648696,
08,25c5,3,1.0,1761068715.695643,0.0
08,25c5,3,0.0,1761068715.756886,
08,25c5,3,1.0,1761068715.804427,0.0
08,25c5,3,0.0,1761068715.8656545,
08,25c5,3,1.0,1761068715.911943,0.0
08,25c5,3,0.0,1761068715.9744558,
08,25c5,3,1.0,1761068716.022269,0.0
08,25c5,3,0.0,1761068716.0687938,
08,25c5,3,1.0,1761068716.1303902,0.0
08,25c5,3,0.0,1761068716.161988,
08,25c5,3,1.0,1761068716.2079265,0.0
08,25c5,3,0.0,1761068716.2701814,
08,25c5,3,1.0,1761068716.3180535,0.0
08,25c5,3,0.0,1761068716.381282,
08,25c5,3,1.0,1761068716.4276726,0.0
08,25c5,3,0.0,1761068716.4896867,
08,25c5,3,1.0,1761068716.537084,0.0
08,25c5,3,0.0,1761068716.6008816,
08,25c5,4,1.0,1761068718.3222318,1.0
08,25c5,4,0.0,1761068718.3541737,
08,25c5,4,1.0,1761068718.4021068,0.0
08,25c5,4,0.0,1761068718.433418,
08,25c5,4,1.0,1761068718.495922,0.0
08,25c5,4,0.0,1761068718.5278378,
08,25c5,4,1.0,1761068718.5911074,0.0
08,25c5,4,0.0,1761068718.637715,
08,25c5,4,1.0,1761068718.6856863,0.0
08,25c5,4,0.0,1761068718.7321556,
08,25c5,4,1.0,1761068718.7793777,0.0
08,25c5,4,0.0,1761068718.842656,
08,25c5,4,1.0,1761068718.905136,0.0
08,25c5,4,0.0,1761068718.952638,
08,25c5,4,1.0,1761068719.0149264,0.0
08,25c5,4,0.0,1761068719.0617146,
08,25c5,4,1.0,1761068719.1246898,0.0
08,25c5,4,0.0,1761068719.1717162,
08,25c5,4,1.0,1761068719.219131,0.0
08,25c5,4,0.0,1761068719.282885,
08,25c5,4,1.0,1761068719.329658,0.0
08,25c5,4,0.0,1761068719.3920937,
08,25c5,4,1.0,1761068719.4561005,0.0
08,25c5,4,0.0,1761068719.5039735,
08,25c5,4,1.0,1761068719.550981,0.0
08,25c5,4,0.0,1761068719.5989578,
08,25c5,4,1.0,1761068719.663241,0.0
08,25c5,4,0.0,1761068719.7092628,
08,25c5,4,1.0,1761068719.772262,0.0
08,25c5,4,0.0,1761068719.8361275,
08,25c5,4,1.0,1761068719.8840806,0.0
08,25c5,4,0.0,1761068719.9471035,
08,25c5,4,1.0,1761068720.0106416,0.0
08,25c5,4,0.0,1761068720.0582778,
08,25c5,4,1.0,1761068720.1217697,0.0
08,25c5,4,0.0,1761068720.1843822,
08,25c5,4,1.0,1761068720.2476742,0.0
08,25c5,4,0.0,1761068720.2941823,
08,25c5,4,1.0,1761068720.3564708,0.0
08,25c5,4,0.0,1761068720.4194722,
08,25c5,4,1.0,1761068720.4979403,0.0
08,25c5,4,0.0,1761068720.5447128,
08,25c5,4,1.0,1761068720.591463,0.0
08,25c5,4,0.0,1761068720.655332,
08,25c5,4,1.0,1761068720.7181404,0.0
08,25c5,4,0.0,1761068720.7654662,
08,25c5,4,1.0,1761068720.828917,0.0
08,25c5,4,0.0,1761068720.89108,
08,25c5,5,1.0,1761068723.3140426,1.0
08,25c5,5,0.0,1761068723.3460765,
08,25c5,5,1.0,1761068723.4090853,0.0
08,25c5,5,0.0,1761068723.4400935,
08,25c5,5,1.0,1761068723.4876122,0.0
08,25c5,5,0.0,1761068723.534274,
08,25c5,5,1.0,1761068723.579807,0.0
08,25c5,5,0.0,1761068723.6272895,
08,25c5,5,1.0,1761068723.6909108,0.0
08,25c5,5,0.0,1761068723.7228422,
08,25c5,5,1.0,1761068723.7849834,0.0
08,25c5,5,0.0,1761068723.8315754,
08,25c5,5,1.0,1761068723.8795395,0.0
08,25c5,5,0.0,1761068723.9271812,
08,25c5,5,1.0,1761068723.9741683,0.0
08,25c5,5,0.0,1761068724.0378113,
08,25c5,5,1.0,1761068724.0696945,0.0
08,25c5,5,0.0,1761068724.1323504,
08,25c5,5,1.0,1761068724.1782684,0.0
08,25c5,5,0.0,1761068724.2255497,
08,25c5,5,1.0,1761068724.2715716,0.0
08,25c5,5,0.0,1761068724.3189554,
08,25c5,5,1.0,1761068724.3664432,0.0
08,25c5,5,0.0,1761068724.4281929,
08,25c5,5,1.0,1761068724.465094,0.0
08,25c5,5,0.0,1761068724.5239384,
08,25c5,5,1.0,1761068724.5718384,0.0
08,25c5,5,0.0,1761068724.6198,
08,25c5,5,1.0,1761068724.6656458,0.0
08,25c5,5,0.0,1761068724.7281272,
08,25c5,5,1.0,1761068724.7759702,0.0
08,25c5,5,0.0,1761068724.838417,
08,25c5,5,1.0,1761068724.8698337,0.0
08,25c5,5,0.0,1761068724.9327605,
08,25c5,5,1.0,1761068724.9790084,0.0
08,25c5,5,0.0,1761068725.0428386,
08,25c5,5,1.0,1761068725.0907395,0.0
08,25c5,5,0.0,1761068725.1375525,
08,25c5,5,1.0,1761068725.2014086,0.0
08,25c5,5,0.0,1761068725.2482786,
08,25c5,4,1.0,1761068727.3472018,0.0
08,25c5,4,0.0,1761068727.3951695,
08,25c5,3,1.0,1761068729.499885,1.0
08,25c5,3,0.0,1761068729.5315456,
08,25c5,3,1.0,1761068729.5948195,0.0
08,25c5,3,0.0,1761068729.6262634,
08,25c5,3,1.0,1761068729.6732166,0.0
08,25c5,3,0.0,1761068729.720106,
08,25c5,3,1.0,1761068729.7517252,0.0
08,25c5,3,0.0,1761068729.8148055,
08,25c5,3,1.0,1761068729.8614368,0.0
08,25c5,3,0.0,1761068729.9084184,
08,25c5,3,1.0,1761068729.955294,0.0
08,25c5,3,0.0,1761068730.0169687,
08,25c5,3,1.0,1761068730.063953,0.0
08,25c5,3,0.0,1761068730.1107235,
08,25c5,3,1.0,1761068730.15799,0.0
08,25c5,3,0.0,1761068730.2209904,
08,25c5,3,1.0,1761068730.267254,0.0
08,25c5,3,0.0,1761068730.3145454,
08,25c5,3,1.0,1761068730.3614488,0.0
08,25c5,3,0.0,1761068730.4231837,
08,25c5,3,1.0,1761068730.470946,0.0
08,25c5,3,0.0,1761068730.5339458,
08,25c5,3,1.0,1761068730.580946,0.0
08,25c5,3,0.0,1761068730.6437628,
08,25c5,3,1.0,1761068730.6910927,0.0
08,25c5,3,0.0,1761068730.7377942,
08,25c5,3,1.0,1761068730.7854953,0.0
08,25c5,3,0.0,1761068730.8482988,
08,25c5,3,1.0,1761068730.8962595,0.0
08,25c5,3,0.0,1761068730.9437363,
08,25c5,3,1.0,1761068730.990823,0.0
08,25c5,3,0.0,1761068731.0532043,
08,25c5,3,1.0,1761068731.1002398,0.0
08,25c5,3,0.0,1761068731.163008,
08,25c5,3,1.0,1761068731.2094638,0.0
08,25c5,3,0.0,1761068731.2565918,
08,25c5,3,1.0,1761068731.3193104,0.0
08,25c5,3,0.0,1761068731.3671825,
08,25c5,3,1.0,1761068731.4148078,0.0
08,25c5,3,0.0,1761068731.4624126,
08,25c5,3,1.0,1761068731.5412543,0.0
08,25c5,3,0.0,1761068731.588159,
08,25c5,4,1.0,1761068732.9109266,1.0
08,25c5,4,0.0,1761068732.927855,
08,25c5,4,1.0,1761068732.9895997,0.0
08,25c5,4,0.0,1761068733.0058668,
08,25c5,4,1.0,1761068733.0667932,0.0
08,25c5,4,0.0,1761068733.098709,
08,25c5,4,1.0,1761068733.1625645,0.0
08,25c5,4,0.0,1761068733.1944506,
08,25c5,4,1.0,1761068733.2732503,0.0
08,25c5,4,0.0,1761068733.3039017,
08,25c5,4,1.0,1761068733.367361,0.0
08,25c5,4,0.0,1761068733.415052,
08,25c5,4,1.0,1761068733.4621534,0.0
08,25c5,4,0.0,1761068733.525059,
08,25c5,4,1.0,1761068733.5708137,0.0
08,25c5,4,0.0,1761068733.6183436,
08,25c5,4,1.0,1761068733.698093,0.0
08,25c5,4,0.0,1761068733.729193,
08,25c5,4,1.0,1761068733.7913296,0.0
08,25c5,4,0.0,1761068733.853504,
08,25c5,4,1.0,1761068733.917223,0.0
08,25c5,4,0.0,1761068733.9643583,
08,25c5,4,1.0,1761068734.0104342,0.0
08,25c5,4,0.0,1761068734.0734422,
08,25c5,4,1.0,1761068734.1366832,0.0
08,25c5,4,0.0,1761068734.1844192,
08,25c5,4,1.0,1761068734.231783,0.0
08,25c5,4,0.0,1761068734.2781017,
08,25c5,4,1.0,1761068734.3399093,0.0
08,25c5,4,0.0,1761068734.4027877,
08,25c5,4,1.0,1761068734.4505396,0.0
08,25c5,4,0.0,1761068734.4983058,
08,25c5,4,1.0,1761068734.5604875,0.0
08,25c5,4,0.0,1761068734.6077254,
08,25c5,4,1.0,1761068734.6692283,0.0
08,25c5,4,0.0,1761068734.731563,
08,25c5,4,1.0,1761068734.808506,0.0
08,25c5,4,0.0,1761068734.8554506,
08,25c5,4,1.0,1761068734.9179146,0.0
08,25c5,4,0.0,1761068734.9640443,
08,25c5,4,1.0,1761068735.0116985,0.0
08,25c5,4,0.0,1761068735.0585763,
08,25c5,5,1.0,1761068738.3793323,1.0
08,25c5,5,0.0,1761068738.4112253,
08,25c5,5,1.0,1761068738.4736605,0.0
08,25c5,5,0.0,1761068738.5052958,
08,25c5,5,1.0,1761068738.553137,0.0
08,25c5,5,0.0,1761068738.5848343,
08,25c5,5,1.0,1761068738.6480114,0.0
08,25c5,5,0.0,1761068738.6951356,
08,25c5,5,1.0,1761068738.7116597,0.0
08,25c5,5,0.0,1761068738.7273877,
08,25c5,5,1.0,1761068738.743219,0.0
08,25c5,5,0.0,1761068738.789265,
08,25c5,5,1.0,1761068738.8368175,0.0
08,25c5,5,0.0,1761068738.884026,
08,25c5,5,1.0,1761068738.9308262,0.0
08,25c5,5,0.0,1761068738.993229,
08,25c5,5,1.0,1761068739.0402682,0.0
08,25c5,5,0.0,1761068739.0882764,
08,25c5,5,1.0,1761068739.1358497,0.0
08,25c5,5,0.0,1761068739.1849864,
