Animal,File,Box,phase,subphase,component,freezing,motion
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min07,72.17,9.44
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,min,min08,18.56,82.53
23,251215_SEFL21H2_B2_S2recall_g1,3,sefltest,avg,avg,28.04,61.15
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min01,2.06,261.41
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min02,19.72,85.74
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min03,22.83,103.58
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min04,8.44,173.57
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min05,41.22,82.47
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min06,4.94,125.33
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min07,22.22,175.83
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,min,min08,29.67,84.67
24,251215_SEFL21H2_B2_S2recall_g1,4,sefltest,avg,avg,18.92,136.58
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min01,1.78,221.55
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min02,15.28,203.67
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min03,32,148.65
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min04,29.94,135.86
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min05,8.67,184.45
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min06,30.78,120.28
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min07,37.61,140.61
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,min,min08,29.67,143.49
25,251215_SEFL21H2_B2_S2recall_g2,1,sefltest,avg,avg,23.22,162.32
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min01,0,228.81
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min02,13.67,147.38
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min03,0,211.76
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min04,0,194.58
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min05,15.33,192.46
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min06,7.56,173.78
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min07,21.67,165.7
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,min,min08,28.78,134.62
26,251215_SEFL21H2_B2_S2recall_g2,2,sefltest,avg,avg,10.92,181.14
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min01,0,264.35
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min02,3.72,195.76
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min03,2,135.46
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min04,1.89,194.15
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min05,4.83,205.14
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min06,13.78,135.75
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min07,16.28,128.28
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,min,min08,20.56,112.37
27,251215_SEFL21H2_B2_S2recall_g2,3,sefltest,avg,avg,7.88,171.41
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min01,0,262.29
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min02,7.67,174.05
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min03,8,148.97
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min04,3.44,202.63
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min05,5.94,300.75
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min06,16.56,157.81
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min07,7.83,202.91
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,min,min08,9.83,136.66
28,251215_SEFL21H2_B2_S2recall_g2,4,sefltest,avg,avg,7.52,198.26
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min01,4.94,277.51
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min02,17.5,176.94
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min03,35.94,155.27
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min04,21.72,189.08
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min05,7.78,174.13
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min06,41.33,98.45
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min07,63.5,33.21
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,min,min08,17.61,247.03
29,251215_SEFL21H2_B2_S2recall_g3,1,sefltest,avg,avg,26.44,168.95
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min01,25,149.21
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min02,48.17,67.18
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min03,45.39,143.04
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min04,21.89,138.75
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min05,26.28,188.67
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min06,63.56,46.72
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min07,63.17,29.01
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,min,min08,30.39,137.11
30,251215_SEFL21H2_B2_S2recall_g3,2,sefltest,avg,avg,40.68,112.46
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min01,7.78,147.68
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min02,8.22,162.98
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min03,17.72,123.32
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min04,11.72,179.86
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min05,20.06,139.51
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min06,5.78,261.95
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min07,31.39,81.69
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,min,min08,25.78,99.44
31,251215_SEFL21H2_B2_S2recall_g3,3,sefltest,avg,avg,16.2,149.55
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min01,12.89,177.25
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min02,30.28,119.91
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min03,25.17,121.01
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min04,14.56,148.68
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min05,40.33,69.03
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min06,22.44,158.03
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min07,42,66.56
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,min,min08,38.33,81.71
32,251215_SEFL21H2_B2_S2recall_g3,4,sefltest,avg,avg,29.02,117.77
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min01,0,227.9
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min02,15.61,155.09
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min03,29.67,148.52
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min04,14.11,183.94
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min05,30.28,166.58
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min06,20.11,169.98
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min07,42.33,86.98
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,min,min08,12.56,144.57
33,251215_SEFL21H2_B2_S2recall_g4,1,sefltest,avg,avg,20.8,160.45
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min01,0,158.68
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min02,5.72,185.65
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min03,0,250.86
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min04,4.11,180.75
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min05,0,261.87
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min06,12.33,214.92
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min07,8,217.6
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,min,min08,4.5,214.59
34,251215_SEFL21H2_B2_S2recall_g4,2,sefltest,avg,avg,4.46,210.62
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min01,4,156.42
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min02,14.61,53.41
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min03,1.94,186.81
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min04,16.39,77.71
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min05,8.56,48.43
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min06,15.33,131.48
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min07,7.39,123.75
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,min,min08,21.17,26.95
35,251215_SEFL21H2_B2_S2recall_g4,3,sefltest,avg,avg,11.17,100.62
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min01,1.67,266.81
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min02,9.06,201.52
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min03,12.94,157.18
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min04,22.83,175.14
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min05,12.56,185.45
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min06,9.61,187.37
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min07,19.67,137.35
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,min,min08,23.83,133.41
36,251215_SEFL21H2_B2_S2recall_g4,4,sefltest,avg,avg,14.02,180.53
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min01,18.39,110.7
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min02,54.78,56.08
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min03,27.06,150.75
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min04,21.89,148.59
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min05,10.33,223.88
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min06,36.61,84.09
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min07,31.33,137.16
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,min,min08,33.22,93.86
37,251215_SEFL21H2_B2_S2recall_g5,2,sefltest,avg,avg,29.2,125.64
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min01,12.44,90.72
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min02,13.94,48.2
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min03,7.5,69.1
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min04,21.44,86.67
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min05,18.17,123.35
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min06,19.5,90.37
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min07,28.39,59.81
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,min,min08,21.28,92.45
38,251215_SEFL21H2_B2_S2recall_g5,3,sefltest,avg,avg,18.19,82.58
