Animal,Test,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
7,pre,1,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",light,FALSE,7,"(12600, 14400)",0.320377568,0.680177679,1248.573034,93.0720388
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,0,"(0, 1800)",0.377568018,0.624652971,2435.479882,182.6013604
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,1,"(1800, 3600)",0.155469184,0.850083287,2097.618193,157.270006
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,2,"(3600, 5400)",0.347584675,0.656857301,1696.682826,127.20967
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,3,"(5400, 7200)",0.280399778,0.719600222,1641.910706,123.1031021
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,4,"(7200, 9000)",0.395891172,0.605219323,1564.957673,117.3335088
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,5,"(9000, 10800)",0.057745697,0.945585786,990.9543522,74.2973137
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,6,"(10800, 12600)",0.16379789,0.83620211,857.2091083,64.26969505
8,pre,2,250819_21H2_LD_07_08.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,7,"(12600, 14400)",0.556912826,0.445308162,1028.043552,77.0780956
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,0,"(0, 1800)",0.205996669,0.794003331,1820.212235,135.6835837
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,1,"(1800, 3600)",0.390893948,0.613548029,1805.206245,134.5649963
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,2,"(3600, 5400)",0.104386452,0.897834536,1261.896895,94.06523572
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,3,"(5400, 7200)",0.322598556,0.678511938,1421.530309,105.9647457
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,4,"(7200, 9000)",0.536368684,0.46474181,1596.032497,118.9726147
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,5,"(9000, 10800)",0.683509162,0.316490838,1209.87916,90.1876919
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,6,"(10800, 12600)",0.510272071,0.491948917,1438.566928,107.2347017
9,pre,1,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,7,"(12600, 14400)",0.008888889,0.992222222,920.9262198,68.64835175
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,0,"(0, 1800)",0.487506941,0.514714048,2102.639203,157.6464588
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,1,"(1800, 3600)",0.026096613,0.983342587,1055.721147,79.15323758
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,2,"(3600, 5400)",0.321488062,0.678511938,1440.032603,107.9671872
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,3,"(5400, 7200)",0.44197668,0.563575791,1420.995915,106.5399017
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,4,"(7200, 9000)",0.012770683,0.988895058,1085.927263,81.41795671
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,5,"(9000, 10800)",0.909494725,0.107717934,727.2465606,54.525686
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,6,"(10800, 12600)",0.436424209,0.563575791,1056.92548,79.243533
10,pre,2,250819_21H2_LD_09_10.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,7,"(12600, 14400)",0.112222222,0.888333333,713.6418985,53.50566945
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,0,"(0, 1800)",0.408661855,0.59244864,1686.907291,125.7466696
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,1,"(1800, 3600)",0.240421988,0.760133259,1378.746904,102.775554
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,2,"(3600, 5400)",0.656857301,0.343142699,1699.236659,126.6657343
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,3,"(5400, 7200)",0.440310938,0.564686285,1346.840889,100.3971926
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,4,"(7200, 9000)",0.545252637,0.454747363,1150.452037,85.75783206
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,5,"(9000, 10800)",0.345918934,0.65519156,1289.075197,96.09118045
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,6,"(10800, 12600)",0.651304831,0.348695169,1481.801438,110.45752
11,pre,1,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,7,"(12600, 14400)",0.201002227,0.810690423,1083.211104,80.74550957
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,0,"(0, 1800)",0.29150472,0.711826763,844.2361811,63.29704314
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,1,"(1800, 3600)",0.076624098,0.953359245,1317.651184,98.79157717
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,2,"(3600, 5400)",0.385896724,0.624652971,1535.552035,115.1288059
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,3,"(5400, 7200)",0.637423654,0.365352582,1581.889894,118.6030108
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,4,"(7200, 9000)",0.47806774,0.526374237,1325.243865,99.36084238
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,5,"(9000, 10800)",0.112715158,0.88950583,1079.910106,80.96681721
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,6,"(10800, 12600)",0.767906718,0.235424764,1146.522007,85.96107884
12,pre,2,250819_21H2_LD_11_12.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,7,"(12600, 14400)",0.372494432,0.628062361,913.9487425,68.52377839
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,0,"(0, 1800)",0.612437535,0.387562465,2326.493468,173.4231674
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,1,"(1800, 3600)",0.315380344,0.684619656,1983.506651,147.8559947
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,2,"(3600, 5400)",0.332037757,0.669627984,1887.496102,140.6991066
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,3,"(5400, 7200)",0.134369795,0.866185453,1187.240864,88.50017154
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,4,"(7200, 9000)",0.519711272,0.480843976,1420.498042,105.8877977
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,5,"(9000, 10800)",0.449750139,0.55247085,1305.583497,97.32175413
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,6,"(10800, 12600)",0.517490283,0.483064964,1273.05593,94.89706059
13,pre,1,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3216560509554163, 140.6783439490446, 141.5891719745223, 2.2324840764331233], [2.2324840764331233, 141.5891719745223, 140.6783439490446, 3.1433121019108303]], 'ys': [[2.1464968152866355, 1.5350318471337694, 144.61783439490446, 143.39490445859875], [143.39490445859875, 144.61783439490446, 285.86624203821657, 285.86624203821657]]}",dark,FALSE,7,"(12600, 14400)",0.173237091,0.827873404,1257.339296,93.72549986
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,0,"(0, 1800)",0.265963354,0.736257635,1758.31658,131.8306925
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,1,"(1800, 3600)",0.071071627,0.92948362,1073.788662,80.50785879
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,2,"(3600, 5400)",0.03053859,0.96946141,1406.748062,105.4716616
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,3,"(5400, 7200)",0.198778456,0.808439756,1304.528553,97.80770111
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,4,"(7200, 9000)",0.048306496,0.958911716,1015.915612,76.16879703
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,5,"(9000, 10800)",0.014436424,0.987784564,516.7136634,38.74087344
14,pre,2,250819_21H2_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.3012422360248461, 141.79813664596273, 144.5, 1.3012422360248461], [1.3012422360248461, 144.5, 139.99689440993788, 2.2018633540372687]], 'ys': [[2.1464968152866355, 1.5350318471337694, 147.06369426751593, 145.22929936305732], [145.22929936305732, 147.06369426751593, 286.4777070063694, 287.0891719745223]]}",dark,FALSE,6,"(10800, 12600)",0.294280955,0.706274292,1556.814893,116.7229997
