Animal,ExcludeLD,Notes,File,test,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
13,0,,240318_21G4d_LD_13_14.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,4,"(10800, 14400)",0.580322401,0.420233463,2702.59912,202.2553446
14,0,,240318_21G4d_LD_13_14.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0.128297695,0.872257706,1624.549381,121.5769637
14,0,,240318_21G4d_LD_13_14.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,2,"(3600, 7200)",0.368231047,0.631768953,3099.541466,231.9614562
14,0,,240318_21G4d_LD_13_14.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,3,"(7200, 10800)",0.107747848,0.892529853,1958.717573,146.5852241
14,0,,240318_21G4d_LD_13_14.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,4,"(10800, 14400)",0.100055586,0.900500278,2218.284255,166.0105056
15,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,1,"(0, 3600)",0,1,1630.567627,122.0273532
15,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,2,"(3600, 7200)",0,1,1594.750859,119.3469213
15,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,3,"(7200, 10800)",0.297695085,0.703693418,2699.772464,202.0438052
15,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,4,"(10800, 14400)",0.043091465,0.959966639,1656.868426,123.9956352
16,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0.200222161,0.80005554,2842.297734,212.7100181
16,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,2,"(3600, 7200)",0.094140517,0.906414885,2290.814187,171.4384533
16,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,3,"(7200, 10800)",0.252985282,0.74784782,2495.14318,186.7298927
16,0,,240318_21G4d_LD_15_16.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,4,"(10800, 14400)",0.313594662,0.692243536,2107.076808,157.6880355
17,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,1,"(0, 3600)",0.250208275,0.749791725,3025.461588,226.4175148
17,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,2,"(3600, 7200)",0.11302416,0.887808942,2718.40099,203.4379147
17,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,3,"(7200, 10800)",0.75201333,0.248542072,2900.020409,217.0298299
17,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,4,"(10800, 14400)",0.501667593,0.499166203,2653.21932,198.5598915
18,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0.049708414,0.951680089,2877.212602,215.3229542
18,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,2,"(3600, 7200)",0,1,1535.332752,114.9002279
18,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,3,"(7200, 10800)",0.194112746,0.812274368,2020.785513,151.230224
18,0,,240318_21G4d_LD_17_18.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,4,"(10800, 14400)",0.217620901,0.784046693,2434.863234,182.2187016
20,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[7.212230215827341, 131.57194244604315, 129.64388489208633, 1.4280575539568368, 7.212230215827341, 1.4280575539568368, 1.4280575539568368], [4.320143884892088, 128.6798561151079, 129.64388489208633, 1.4280575539568368, 1.4280575539568368]], 'ys': [[2.6226902173912854, 4.461820652173894, 140.55747282608695, 144.23573369565216, 2.6226902173912854, 144.23573369565216, 144.23573369565216], [278.4922554347826, 278.4922554347826, 140.55747282608695, 144.23573369565216, 144.23573369565216]]}",dark,FALSE,1,"(2700, 3600)",0.683684795,0.316315205,1255.436036,95.46361516
20,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[7.212230215827341, 131.57194244604315, 129.64388489208633, 1.4280575539568368, 7.212230215827341, 1.4280575539568368, 1.4280575539568368], [4.320143884892088, 128.6798561151079, 129.64388489208633, 1.4280575539568368, 1.4280575539568368]], 'ys': [[2.6226902173912854, 4.461820652173894, 140.55747282608695, 144.23573369565216, 2.6226902173912854, 144.23573369565216, 144.23573369565216], [278.4922554347826, 278.4922554347826, 140.55747282608695, 144.23573369565216, 144.23573369565216]]}",dark,FALSE,2,"(3600, 7200)",0.529019717,0.471535685,3521.832239,267.8008498
20,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[7.212230215827341, 131.57194244604315, 129.64388489208633, 1.4280575539568368, 7.212230215827341, 1.4280575539568368, 1.4280575539568368], [4.320143884892088, 128.6798561151079, 129.64388489208633, 1.4280575539568368, 1.4280575539568368]], 'ys': [[2.6226902173912854, 4.461820652173894, 140.55747282608695, 144.23573369565216, 2.6226902173912854, 144.23573369565216, 144.23573369565216], [278.4922554347826, 278.4922554347826, 140.55747282608695, 144.23573369565216, 144.23573369565216]]}",dark,FALSE,3,"(7200, 10800)",0.438767009,0.561510691,2314.165803,175.969645
20,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[7.212230215827341, 131.57194244604315, 129.64388489208633, 1.4280575539568368, 7.212230215827341, 1.4280575539568368, 1.4280575539568368], [4.320143884892088, 128.6798561151079, 129.64388489208633, 1.4280575539568368, 1.4280575539568368]], 'ys': [[2.6226902173912854, 4.461820652173894, 140.55747282608695, 144.23573369565216, 2.6226902173912854, 144.23573369565216, 144.23573369565216], [278.4922554347826, 278.4922554347826, 140.55747282608695, 144.23573369565216, 144.23573369565216]]}",dark,FALSE,4,"(10800, 14400)",0.434382836,0.565617164,2450.241408,186.316862
21,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3920863309352542, 129.64388489208633, 129.64388489208633, 1.4280575539568368, 1.4280575539568368], [1.4280575539568368, 1.4280575539568368, 129.64388489208633, 131.57194244604315]], 'ys': [[1.3966032608695462, 3.8487771739130245, 139.9444293478261, 142.39660326086954, 142.39660326086954], [278.4922554347826, 142.39660326086954, 139.9444293478261, 280.3313858695652]]}",dark,FALSE,1,"(2700, 3600)",0.807991121,0.194228635,997.8615887,75.48834713
21,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3920863309352542, 129.64388489208633, 129.64388489208633, 1.4280575539568368, 1.4280575539568368], [1.4280575539568368, 1.4280575539568368, 129.64388489208633, 131.57194244604315]], 'ys': [[1.3966032608695462, 3.8487771739130245, 139.9444293478261, 142.39660326086954, 142.39660326086954], [278.4922554347826, 142.39660326086954, 139.9444293478261, 280.3313858695652]]}",dark,FALSE,2,"(3600, 7200)",0.241599556,0.758678145,2745.909487,207.7283772
21,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3920863309352542, 129.64388489208633, 129.64388489208633, 1.4280575539568368, 1.4280575539568368], [1.4280575539568368, 1.4280575539568368, 129.64388489208633, 131.57194244604315]], 'ys': [[1.3966032608695462, 3.8487771739130245, 139.9444293478261, 142.39660326086954, 142.39660326086954], [278.4922554347826, 142.39660326086954, 139.9444293478261, 280.3313858695652]]}",dark,FALSE,3,"(7200, 10800)",0.326853652,0.673146348,1725.055599,130.50066
21,1,divider raised late,240318_21G4d_LD_20_21.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3920863309352542, 129.64388489208633, 129.64388489208633, 1.4280575539568368, 1.4280575539568368], [1.4280575539568368, 1.4280575539568368, 129.64388489208633, 131.57194244604315]], 'ys': [[1.3966032608695462, 3.8487771739130245, 139.9444293478261, 142.39660326086954, 142.39660326086954], [278.4922554347826, 142.39660326086954, 139.9444293478261, 280.3313858695652]]}",dark,FALSE,4,"(10800, 14400)",0.159375871,0.840624129,2030.56575,153.612539
22,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,1,"(0, 3600)",0.098583727,0.90419328,3069.490137,229.7124945
22,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,2,"(3600, 7200)",0.320744238,0.679811164,2957.869825,221.3591267
22,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,3,"(7200, 10800)",0.294362677,0.705637323,2619.803289,196.0591245
22,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,4,"(10800, 14400)",0.131703251,0.868296749,2120.409321,158.6858054
23,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0,1,944.4482891,70.68000312
23,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,2,"(3600, 7200)",0.248542072,0.751735629,2250.948729,168.4550282
23,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,3,"(7200, 10800)",0.101083032,0.898916968,1895.021174,141.8183547
23,0,,240318_21G4d_LD_22_23.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,4,"(10800, 14400)",0.105584885,0.894970825,1738.942304,130.1378264
24,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,1,"(0, 3600)",0.288530964,0.712024438,3621.975351,271.0590215
24,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,2,"(3600, 7200)",0.079700083,0.920299917,2492.855011,186.5586522
24,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,3,"(7200, 10800)",0.39572341,0.604831991,2514.38653,188.170014
24,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",dark,FALSE,4,"(10800, 14400)",0.090100111,0.909899889,2017.41658,150.978102
25,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0.351013607,0.649264093,2929.244075,219.2168515
25,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,2,"(3600, 7200)",0,1,1799.433922,134.6648585
25,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,3,"(7200, 10800)",0.319911136,0.680088864,2336.274683,174.8405961
25,0,,240318_21G4d_LD_24_25.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,4,"(10800, 14400)",0.305617353,0.696329255,1906.145542,142.6508729
26,0,,240318_21G4d_LD_26_27.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",light,FALSE,1,"(0, 3600)",0.480977506,0.5217995,4414.295587,330.3541649
26,0,,240318_21G4d_LD_26_27.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",light,FALSE,2,"(3600, 7200)",0.401832824,0.599277978,3992.167731,298.7632366
26,0,,240318_21G4d_LD_26_27.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",light,FALSE,3,"(7200, 10800)",0.249375174,0.751457928,2840.027083,212.5400886
26,0,,240318_21G4d_LD_26_27.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[11.149635036496349, 127.64598540145984, 129.5875912408759, 1.441605839416057], [1.441605839416057, 129.5875912408759, 128.6167883211679, 2.4124087591240864]], 'ys': [[5.718470982142885, 2.022042410714314, 139.4059709821429, 138.78989955357144], [138.78989955357144, 139.4059709821429, 273.7095424107143, 273.7095424107143]]}",light,FALSE,4,"(10800, 14400)",0.519455253,0.481934408,3229.143086,241.6604975
27,0,,240318_21G4d_LD_26_27.avi,pre,99,TRUE,0.5,50,1800,"{'xs': [[2.3723404255319114, 2.3723404255319114, 129.71276595744678, 129.71276595744678, 129.71276595744678, 129.71276595744678], [0.45744680851063496, 128.75531914893614, 129.71276595744678, 2.3723404255319114]], 'ys': [[0.17105622270744963, 144.96581604803495, 145.5793531659389, 2.01166757641924, 2.01166757641924, 2.01166757641924], [278.1033706331878, 278.1033706331878, 145.5793531659389, 144.96581604803495]]}",dark,FALSE,1,"(0, 3600)",0.018605943,0.982227159,1052.992911,78.80319449
