Animal,TestNumber,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance_px,Distance_cm
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",9.032545605,1.860896935
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",21.78748232,4.488685786
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",13.37597539,2.755736057
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",13.90390464,2.864500737
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",4.534764083,0.934258066
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",12.39489392,2.553612361
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",19.05820681,3.926396854
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",12.66605904,2.609478156
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",16.67407318,3.435214505
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",16.16406493,3.330141935
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",7.679063604,1.582050792
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",22.2256277,4.578953075
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",12.10957447,2.494830472
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,124,"(3690, 3720)",8.479263261,1.746908979
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",14.96251049,3.082596107
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",9.729353796,2.004454276
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",15.37052081,3.166654929
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",21.27955496,4.384041925
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",25.11417076,5.174054518
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",6.263604199,1.290435982
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",2.933766192,0.604418373
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",10.15590356,2.09233262
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",10.43073612,2.148953986
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",6.690744936,1.378436079
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",7.66002341,1.578128106
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",15.66314113,3.226940953
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",8.304021336,1.710805407
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",50.24330792,10.35119244
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",41.75760997,8.602957772
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,125,"(3720, 3750)",4.392683367,0.904986409
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",7.959442051,1.639814729
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",12.03707054,2.479893118
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",7.845647736,1.616370674
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",22.12391379,4.557997842
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",15.52911254,3.199328206
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",23.56886006,4.855687574
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",2.297728152,0.473380978
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",12.77236271,2.631378979
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",19.49505097,4.016396063
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",8.625127888,1.776960201
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",16.10588034,3.318154669
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",19.20718615,3.957089775
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",9.21793453,1.899091006
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",26.75087994,5.511251498
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",59.80056072,12.32019024
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,126,"(3750, 3780)",7.361945805,1.516717766
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",14.37553094,2.961665807
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",13.25708161,2.731241404
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",12.70928993,2.61838464
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",24.12607594,4.970485922
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",12.26387049,2.526618742
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",8.89251167,1.83204696
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",2.665181132,0.549084125
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",17.12932113,3.529005286
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",9.675868514,1.993435168
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",12.20476976,2.514442732
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",14.35436354,2.957304873
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",14.94004284,3.077967292
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",7.911650272,1.629968603
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",20.04587699,4.129877964
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",17.01254905,3.504947749
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,127,"(3780, 3810)",7.036582816,1.449686054
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",13.24984596,2.729750706
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",11.43274059,2.355388265
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",8.0160088,1.651468685
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",8.427715238,1.736288987
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",44.41813026,9.151081666
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",22.25891773,4.585811531
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",5.126080241,1.056081799
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",16.37408583,3.373410716
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",8.73582634,1.799766442
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",10.99721106,2.265659898
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",5.82105115,1.19926062
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",15.95138431,3.286325192
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",9.220359229,1.899590546
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",33.72171221,6.947391538
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",17.10244265,3.523467747
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,128,"(3810, 3840)",4.174610682,0.860058788
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",11.46114378,2.361239928
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",10.01808807,2.063939692
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",10.39922091,2.14246118
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",7.58239156,1.56213429
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",62.85523483,12.94951822
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",9.131141258,1.881209742
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",4.278963014,0.881557593
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",15.13390255,3.117906525
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",25.91683382,5.339420219
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",9.38380397,1.933263646
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",9.741926821,2.007044587
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",13.58200607,2.79818277
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",11.50383824,2.370035897
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",29.86289874,6.152393708
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",49.28023674,10.15277924
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,129,"(3840, 3870)",8.145555315,1.678158028
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",68.8623295,14.18710777
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",9.9672365,2.053463184
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",9.361697862,1.928709317
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",16.33019555,3.364368384
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",19.40738607,3.998335225
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",17.32159178,3.56861714
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",3.107370663,0.640184594
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",12.04715101,2.481969909
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",71.75871969,14.78382589
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",8.37583764,1.725601096
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",30.76629467,6.338512526
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",16.3316838,3.364674994
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",10.9371166,2.253279159
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",49.22650849,10.14171008
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",21.6450342,4.459338438
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,130,"(3870, 3900)",9.871187309,2.033675003
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",68.36421207,14.08448496
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",10.67811915,2.199920162
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",4.389115802,0.904251415
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",24.94433713,5.13906517
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",24.60440506,5.069031918
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",7.793708236,1.60567003
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",3.063543015,0.631155165
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",14.27350628,2.940646552
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",41.05291993,8.457776603
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",10.91654241,2.249040437
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",40.51059631,8.346046377
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",16.46693467,3.392539557
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",9.456115604,1.948161384
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",54.15738724,11.15757621
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",13.56738704,2.795170938
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,131,"(3900, 3930)",8.600050581,1.771793741
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",9.674411075,1.993134904
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",10.54714704,2.172937116
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",2.515982753,0.518346079
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",41.91109898,8.63457978
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",26.35523668,5.429740554
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",19.27092307,3.970220939
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",3.768173422,0.776324049
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",111.4338105,22.95774033
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",13.9831909,2.880835396
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",7.915198715,1.630699658
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",27.53409363,5.672610213
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",16.20599185,3.338779774
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",30.86274268,6.358382873
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",20.32800662,4.188002683
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",11.79590371,2.43020761
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,132,"(3930, 3960)",6.843074418,1.409819199
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",13.96046242,2.876152844
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",10.55926745,2.175434179
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",4.050387117,0.834466086
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",38.34948416,7.900811208
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",13.6352887,2.809160126
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",16.99988907,3.502339523
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",3.333579207,0.686788376
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",18.01622821,3.711727052
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",15.77255062,3.24948164
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",11.97170145,2.466425691
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",74.39077203,15.32608478
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",10.22708589,2.106997698
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",29.18672257,6.013087003
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",8.55044132,1.761573176
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",38.08433651,7.84618514
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,133,"(3960, 3990)",7.241237887,1.491849361
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",15.4066198,3.174092092
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",7.120338051,1.466941418
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",11.78428955,2.427814844
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",23.78966668,4.901178445
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",17.25785975,3.555486984
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",10.7072552,2.205922811
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",3.354804495,0.691161238
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",12.1515948,2.503487556
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",30.25888975,6.233976297
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",9.943151559,2.048501173
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",39.43617128,8.124691918
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",11.7980092,2.430641385
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",41.05813236,8.458850476
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",32.15937103,6.625515951
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",38.20444636,7.870930328
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,134,"(3990, 4020)",7.115969068,1.466041314
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",7.186016032,1.480472482
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",7.807930433,1.608600106
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",3.752122079,0.77301713
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",22.21086303,4.575911239
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",16.73895213,3.448580951
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",11.74375933,2.419464756
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",11.60525384,2.390929673
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",15.23304048,3.138331052
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",27.31127203,5.626704215
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",4.974591244,1.024871836
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",81.00976185,16.68973777
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",44.66544615,9.20203401
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",17.27773944,3.559582623
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",16.01835162,3.300121886
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",57.2030274,11.785043
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,135,"(4020, 4050)",6.766448691,1.394032666
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",16.7470561,3.450250543
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",7.955951518,1.639095604
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",4.978923338,1.02576434
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",34.33414044,7.073564808
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",14.26552138,2.939001492
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",10.77981758,2.220872208
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",6.270042153,1.291762338
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",24.62984615,5.074273324
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",14.2770149,2.941369402
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",3.636494118,0.749195305
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",18.03214598,3.71500645
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",52.13323414,10.74055752
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",13.51244437,2.783851576
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",30.78669006,6.342714412
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",28.23053502,5.816091985
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,136,"(4050, 4080)",8.309872573,1.712010886
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",34.1790003,7.041602632
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",7.828194682,1.612774973
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",3.648521226,0.751673146
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",17.59014092,3.623943987
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",65.74646918,13.54517412
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",35.62591952,7.339698836
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",5.331886149,1.098482203
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",40.09951241,8.261354331
