Animal,TestNumber,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance_px,Distance_cm
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",3.834009692,0.819393573
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",10.11007183,2.181360998
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",33.68006337,7.198006704
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",49.70986311,10.72545858
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",11.02984624,2.357267155
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",44.64099054,9.631792668
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",7.641094323,1.633032799
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",4.941698145,1.066226609
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",2.452985741,0.524245089
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",41.70816563,8.999002913
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",37.3683215,7.98625067
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",6.262829237,1.351275408
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",43.44276438,9.28446321
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",28.37855449,6.122990323
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",14.70215244,3.142101921
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",23.73685917,5.121492677
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",9.035722577,1.931088756
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",6.146067566,1.326082773
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",9.43920829,2.017320568
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,518,"(15510, 15540)",17.61008684,3.799573066
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",23.96378418,5.121471337
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",12.46482505,2.689425325
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",14.24977817,3.045421788
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",32.28515497,6.96588304
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",2.6661831,0.569809018
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",7.292941146,1.573533566
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",5.944191768,1.270375644
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",3.510575903,0.757445989
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",5.123889296,1.095062949
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",4.526081969,0.976552773
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",24.76991657,5.293755643
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",3.96305707,0.855073858
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",4.120895916,0.880706075
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",9.984305478,2.154225503
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",41.07750783,8.778967353
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",36.26189999,7.823910226
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",2.496231583,0.533487466
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",22.06052046,4.759803862
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",11.37899474,2.431886173
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",10.10998766,2.181342838
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",32.87719257,7.026419455
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",35.22623301,7.600453499
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",92.79308253,19.8314719
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",4.549821631,0.981674871
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",8.176512233,1.747460782
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",19.0307272,4.106092103
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",44.55780082,9.522765605
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",14.35362499,3.096955025
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",12.32442844,2.633941557
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",6.060123437,1.307539366
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",15.24482843,3.25808108
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,519,"(15540, 15570)",3.980886934,0.858920851
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",70.38720326,15.04295153
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",2.287467945,0.493546777
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",17.18692677,3.673140777
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",8.798453328,1.898364647
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",3.231050517,0.690530865
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",9.329527251,2.012949782
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",4.907177131,1.048747845
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",15.44511076,3.33245528
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",13.83292859,2.95633389
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",13.06392015,2.818686789
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",20.63992632,4.411105952
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",4.869122692,1.050567644
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",2.659664418,0.568415864
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",4.533898749,0.978239331
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",26.45411807,5.653698366
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",8.594715397,1.854405911
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",19.79111294,4.229699989
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",7.21672838,1.55708981
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",8.961549432,1.915236684
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",103.1386359,22.2533135
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",14.54124995,3.107714302
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",37.9405586,8.186099585
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",32.69722409,6.987957108
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",2.499607645,0.539318288
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",17.24326224,3.685180633
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",19.08189857,4.117132897
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",55.61603806,11.8861004
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",4.158613582,0.897267362
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",2.232896367,0.477208218
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",7.143505465,1.541291148
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",9.609481948,2.053710966
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,520,"(15570, 15600)",5.940395267,1.281706676
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",15.49826232,3.312244246
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.875143035,1.914911308
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",13.01933497,2.782454991
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",13.28477576,2.866338856
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",5.052805206,1.079871061
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",2.799800238,0.604088195
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",13.98654574,2.989164506
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",16.37754547,3.53363849
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.925280809,1.907485458
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",12.50145257,2.697328122
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",28.59995599,6.112300702
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",11.67518953,2.519052636
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",5.121706102,1.094596363
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",5.845030204,1.261130597
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.067512329,1.724165635
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",4.966025081,1.071475417
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",20.26802672,4.331624635
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",18.6170997,4.016847346
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",3.200025259,0.683900236
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",13.09090335,2.824508716
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",25.40753433,5.430025486
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",27.79212061,5.996460658
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",11.98530033,2.561464067
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",6.436013739,1.3886419
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.786345995,1.877792707
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",4.46454107,0.963274637
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.585237612,1.8348124
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.568954394,1.848847687
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",6.974372043,1.490542823
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",9.300221236,2.006626681
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",8.928076177,1.908082876
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,521,"(15600, 15630)",6.06973859,1.309613943
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",30.21347628,6.457137637
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",12.24697358,2.642421436
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",2.735984685,0.584726813
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",15.97681485,3.447176379
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",10.54432704,2.253503382
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",7.482227245,1.614374158
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",18.30780679,3.912692045
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",18.05421473,3.895398623
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",10.06371613,2.150788595
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",12.887446,2.780610518
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",8.407329511,1.79679039
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",3.419345878,0.737762092
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",9.153695083,1.956301503
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",4.333574815,0.935017203
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",8.332223376,1.780738922
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",12.78172625,2.757800302
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",9.872436739,2.109908911
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",7.22809654,1.559542618
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",2.640170068,0.564249587
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",7.866888302,1.69736908
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",5.411063606,1.15643702
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",15.07316086,3.25220293
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",12.31858946,2.632693666
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",9.834348641,2.121870639
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",15.24957015,3.259094467
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",2.603617031,0.561759476
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",4.059420944,0.86756782
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",24.82650101,5.356595082
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",25.04242427,5.351995208
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",3.796560851,0.819150438
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",21.77116786,4.652871655
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,522,"(15630, 15660)",4.137348096,0.892679095
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",23.61462377,5.046849774
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",43.68181279,9.424839346
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",6.382523923,1.364054737
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",20.98922369,4.52865961
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.624972473,1.20215301
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.184303074,1.118571334
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.41419012,1.157105209
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",4.95515951,1.069131049
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",4.787316604,1.023131597
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",8.370643049,1.806059798
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",14.55585562,3.110835784
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",4.785358538,1.032494591
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",3.243111044,0.693108406
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",14.81409313,3.196306171
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",3.350291402,0.716014685
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.881380917,1.26897367
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",2.845309647,0.608091431
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",6.319802485,1.363568024
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",4.827516808,1.031723069
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",3.030875509,0.653945268
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",1.405086654,0.300291096
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",40.98010273,8.841915203
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",6.989781046,1.493835991
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",9.851667161,2.125607304
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",62.52185144,13.36199106
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",6.969209732,1.503684895
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",13.99706882,2.991413469
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",45.72553805,9.865795916
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",3.20734753,0.68546513
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.816236758,1.254918089
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",17.42124745,3.72321912
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,523,"(15660, 15690)",5.414170077,1.168167709
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",14.99703321,3.205122996
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",21.33662394,4.603615096
3,2,1,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",2.376011952,0.507794471
4,2,2,250611_10N6d_Loc2_03_04.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",13.18805384,2.845470021
5,2,1,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",28.72457736,6.138934423
6,2,2,250611_10N6d_Loc2_05_06.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",4.920744338,1.061705591
7,2,1,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",1.654984115,0.353698466
8,2,2,250611_10N6d_Loc2_07_08.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",1.56187088,0.3369911
9,2,1,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",5.01670245,1.072155283
10,2,2,250611_10N6d_Loc2_09_10.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",8.625839952,1.861121382
11,2,1,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",5.346240921,1.142583301
12,2,2,250611_10N6d_Loc2_11_12.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",16.74964954,3.613924102
13,2,1,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",3.334150228,0.71256504
14,2,2,250611_10N6d_Loc2_13_14.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",16.54282123,3.569298582
15,2,1,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",0.931437163,0.199064083
16,2,2,250611_10N6d_Loc2_15_16.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",24.89185963,5.370696935
17,2,1,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",2.979839497,0.636842765
18,2,2,250611_10N6d_Loc2_17_18.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",14.00951989,3.022710502
19,2,1,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",2.626393732,0.561305348
20,2,2,250611_10N6d_Loc2_19_20.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",6.795545516,1.4662149
21,2,1,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",4.211599218,0.900090926
22,2,2,250611_10N6d_Loc2_21_22.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",27.22903853,5.874969405
23,2,1,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",2.782090911,0.594580503
24,2,2,250611_10N6d_Loc2_23_24.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",27.67491616,5.971172488
25,2,1,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",12.56463711,2.685278265
26,2,2,250611_10N6d_Loc2_25_26.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",20.84114521,4.496710024
27,2,1,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",20.08620036,4.292765225
28,2,2,250611_10N6d_Loc2_27_28.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",6.269829765,1.35278585
29,2,1,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",22.68519295,4.848214481
30,2,2,250611_10N6d_Loc2_29_30.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",3.646259098,0.786721155
31,2,1,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",18.89889336,4.039017374
32,2,2,250611_10N6d_Loc2_31_32.avi,99,TRUE,0.9,100,0,524,"(15690, 15720)",4.859551043,1.048502453
1,2,1,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,525,"(15720, 15750)",30.09733509,6.432316274
2,2,2,250611_10N6d_Loc2_01_02.avi,99,TRUE,0.9,100,0,525,"(15720, 15750)",24.87173537,5.3663549
