Animal,test,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
13,pre,240318_21H_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.06835232,0.93442623,2421.531784,183.5562782
14,pre,240318_21H_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.167453485,0.833101916,3304.635793,252.5900629
14,pre,240318_21H_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.385448487,0.61732852,4366.13403,333.7257533
14,pre,240318_21H_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.234379339,0.767564565,3445.522356,263.358737
14,pre,240318_21H_LD_13_14.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.277021395,0.72492359,4068.021204,310.939479
15,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.198833657,0.803387948,2884.38938,218.6416809
15,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.330186059,0.670647042,3092.253746,234.3981577
15,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.232435435,0.768119967,2462.536626,186.6645159
15,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.329349639,0.67426348,2621.038562,198.6792355
16,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.177450708,0.824215496,3173.833501,242.5921808
16,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.2174396,0.784782005,5155.308786,394.0463797
16,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0,1,2344.335897,179.1894747
16,pre,240318_21H_LD_15_16.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.205113952,0.795719844,4601.125424,351.6873365
17,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.202166065,0.797833935,3429.110865,259.9325073
17,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.358511525,0.641488475,4370.477985,331.2897557
17,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.268536518,0.733129686,3470.295034,263.0543382
17,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.481368187,0.5189099,3889.332269,294.818082
18,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.309636212,0.69119689,3927.553101,300.20279
18,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.379894474,0.625104138,3772.559168,288.3558181
18,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.340183282,0.663426826,3038.892942,232.2779899
18,pre,240318_21H_LD_17_18.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.293381535,0.710233593,3223.211809,246.3664152
19,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.198000555,0.802554846,2369.036303,179.5770304
19,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.45237434,0.549569564,4250.513178,322.1962168
19,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.187725632,0.817828381,3036.09849,230.1414926
19,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.29766537,0.713451918,3806.608473,288.5474759
20,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.146348237,0.855873369,2742.081936,209.5912204
20,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.123576784,0.879477923,2588.961057,197.8874155
20,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.11718967,0.885309636,2123.17854,162.2852969
20,pre,240318_21H_LD_19_20.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.267648694,0.734018899,2747.777465,210.0265585
21,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.177173007,0.823660094,2903.399333,220.082668
21,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.305193002,0.696195501,4765.839184,361.2588153
21,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.324354346,0.676756457,2682.447099,203.3341083
21,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.297357441,0.703477051,4149.221027,314.5180973
22,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.11302416,0.889475146,2841.665528,217.2028991
22,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.161899472,0.840599833,2742.675372,209.6365797
22,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.204109969,0.798667037,2978.039723,227.62667
22,pre,240318_21H_LD_21_22.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.457858136,0.542141864,3035.434642,232.0136545
24,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.277978339,0.723965565,4035.99947,305.9357084
24,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.400722022,0.60011108,3766.721733,285.5239923
24,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.165787281,0.83476812,2885.432472,218.7207491
24,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.301493378,0.6996337,3327.142847,252.2031559
25,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.266314913,0.733962788,3708.62212,283.4687854
25,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.37406276,0.628158845,4338.610892,331.6220203
25,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.180783116,0.820883088,2980.043296,227.7798132
25,pre,240318_21H_LD_24_25.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.351648352,0.648915187,4330.954364,331.0367931
26,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.254096084,0.746459317,3364.422759,255.0290375
26,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.492918634,0.509858373,4712.395444,357.2076877
26,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.182171619,0.818106082,2922.449781,221.5267248
26,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.177876598,0.823235131,3794.093166,287.5987941
27,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,1,"(0, 3600)",0.250763677,0.750347126,3587.955165,274.2455985
