Animal,File,phase,subphase,t,FileLength,MotionCutoff,FreezeThresh,MinFreezeDuration,bin,range(f),Motion,Freezing
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-14,108088,10,50,15,min_16,"(28800, 30600)",0.008888889,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-13,108088,10,50,15,min_17,"(30600, 32400)",0.004444444,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-12,108088,10,50,15,min_18,"(32400, 34200)",0.012222222,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-11,108088,10,50,15,min_19,"(34200, 36000)",0.011666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-10,108088,10,50,15,min_20,"(36000, 37800)",0.005,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-9,108088,10,50,15,min_21,"(37800, 39600)",0.007777778,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-8,108088,10,50,15,min_22,"(39600, 41400)",0.002222222,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-7,108088,10,50,15,min_23,"(41400, 43200)",0.022222222,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-6,108088,10,50,15,min_24,"(43200, 45000)",0.016111111,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-5,108088,10,50,15,min_25,"(45000, 46800)",0.011111111,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-4,108088,10,50,15,min_26,"(46800, 48600)",5.252777778,93.27777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-3,108088,10,50,15,min_27,"(48600, 50400)",0.017777778,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-2,108088,10,50,15,min_28,"(50400, 52200)",8.387777778,90.55555556
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,pre,-1,108088,10,50,15,min_29,"(52200, 54000)",21.75444444,61.27777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,0,108088,10,50,15,min_30,"(54000, 55800)",106.43,43.61111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,1,108088,10,50,15,min_31,"(55800, 57600)",21.41944444,65.27777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,2,108088,10,50,15,min_32,"(57600, 59400)",132.8766667,33.16666667
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,3,108088,10,50,15,min_33,"(59400, 61200)",206.255,14.61111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,4,108088,10,50,15,min_34,"(61200, 63000)",263.0827778,17.88888889
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,5,108088,10,50,15,min_35,"(63000, 64800)",223.4316667,5.888888889
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,6,108088,10,50,15,min_36,"(64800, 66600)",172.6744444,32.61111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,7,108088,10,50,15,min_37,"(66600, 68400)",2.453888889,98.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,8,108088,10,50,15,min_38,"(68400, 70200)",2.947777778,98.27777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,9,108088,10,50,15,min_39,"(70200, 72000)",14.185,82.77777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,10,108088,10,50,15,min_40,"(72000, 73800)",40.35833333,45.77777778
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,11,108088,10,50,15,min_41,"(73800, 75600)",150.9966667,18.22222222
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,12,108088,10,50,15,min_42,"(75600, 77400)",83.28,37.38888889
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,13,108088,10,50,15,min_43,"(77400, 79200)",92.78333333,49.11111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,14,108088,10,50,15,min_44,"(79200, 81000)",27.34444444,59.55555556
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,15,108088,10,50,15,min_45,"(81000, 82800)",43.69277778,64.44444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,16,108088,10,50,15,min_46,"(82800, 84600)",87.89111111,53
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,17,108088,10,50,15,min_47,"(84600, 86400)",68.79611111,54.94444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,18,108088,10,50,15,min_48,"(86400, 88200)",231.7833333,5.944444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,19,108088,10,50,15,min_49,"(88200, 90000)",126.3527778,13.5
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,20,108088,10,50,15,min_50,"(90000, 91800)",167.2394444,16.88888889
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,21,108088,10,50,15,min_51,"(91800, 93600)",73.61111111,29.61111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,22,108088,10,50,15,min_52,"(93600, 95400)",30.23166667,64.5
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,23,108088,10,50,15,min_53,"(95400, 97200)",34.93833333,62.22222222
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,24,108088,10,50,15,min_54,"(97200, 99000)",13.27888889,71.61111111
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,25,108088,10,50,15,min_55,"(99000, 100800)",0.877777778,98.94444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,26,108088,10,50,15,min_56,"(100800, 102600)",3.336111111,97
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,27,108088,10,50,15,min_57,"(102600, 104400)",6.873333333,87.44444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,28,108088,10,50,15,min_58,"(104400, 106200)",17.61555556,72.44444444
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,min,post,29,108088,10,50,15,min_59,"(106200, 108000)",17.75,70.55555556
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-10,108088,10,50,15,sec_1790.0,"(53700, 53706)",66.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-9.8,108088,10,50,15,sec_1790.2,"(53706, 53712)",79.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-9.6,108088,10,50,15,sec_1790.4,"(53712, 53718)",56.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-9.4,108088,10,50,15,sec_1790.6,"(53718, 53724)",81.33333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-9.2,108088,10,50,15,sec_1790.8,"(53724, 53730)",57.66666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-9,108088,10,50,15,sec_1791.0,"(53730, 53736)",94.33333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-8.8,108088,10,50,15,sec_1791.2,"(53736, 53742)",41.33333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-8.6,108088,10,50,15,sec_1791.4,"(53742, 53748)",56.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-8.4,108088,10,50,15,sec_1791.6,"(53748, 53754)",34.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-8.2,108088,10,50,15,sec_1791.8,"(53754, 53760)",57.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-8,108088,10,50,15,sec_1792.0,"(53760, 53766)",61.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-7.8,108088,10,50,15,sec_1792.2,"(53766, 53772)",55.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-7.6,108088,10,50,15,sec_1792.4,"(53772, 53778)",23.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-7.4,108088,10,50,15,sec_1792.6,"(53778, 53784)",38.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-7.2,108088,10,50,15,sec_1792.8,"(53784, 53790)",56.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-7,108088,10,50,15,sec_1793.0,"(53790, 53796)",65,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-6.8,108088,10,50,15,sec_1793.2,"(53796, 53802)",32.16666667,50
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-6.6,108088,10,50,15,sec_1793.4,"(53802, 53808)",0.166666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-6.4,108088,10,50,15,sec_1793.6,"(53808, 53814)",2.5,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-6.2,108088,10,50,15,sec_1793.8,"(53814, 53820)",0.166666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-6,108088,10,50,15,sec_1794.0,"(53820, 53826)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-5.8,108088,10,50,15,sec_1794.2,"(53826, 53832)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-5.6,108088,10,50,15,sec_1794.4,"(53832, 53838)",6.333333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-5.4,108088,10,50,15,sec_1794.6,"(53838, 53844)",8.666666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-5.2,108088,10,50,15,sec_1794.8,"(53844, 53850)",22.33333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-5,108088,10,50,15,sec_1795.0,"(53850, 53856)",23.66666667,83.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-4.8,108088,10,50,15,sec_1795.2,"(53856, 53862)",36.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-4.6,108088,10,50,15,sec_1795.4,"(53862, 53868)",39.66666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-4.4,108088,10,50,15,sec_1795.6,"(53868, 53874)",22.33333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-4.2,108088,10,50,15,sec_1795.8,"(53874, 53880)",9.666666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-4,108088,10,50,15,sec_1796.0,"(53880, 53886)",10.83333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-3.8,108088,10,50,15,sec_1796.2,"(53886, 53892)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-3.6,108088,10,50,15,sec_1796.4,"(53892, 53898)",42.83333333,33.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-3.4,108088,10,50,15,sec_1796.6,"(53898, 53904)",1.333333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-3.2,108088,10,50,15,sec_1796.8,"(53904, 53910)",20.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-3,108088,10,50,15,sec_1797.0,"(53910, 53916)",44.66666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-2.8,108088,10,50,15,sec_1797.2,"(53916, 53922)",49.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-2.6,108088,10,50,15,sec_1797.4,"(53922, 53928)",84.33333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-2.4,108088,10,50,15,sec_1797.6,"(53928, 53934)",17.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-2.2,108088,10,50,15,sec_1797.8,"(53934, 53940)",128.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-2,108088,10,50,15,sec_1798.0,"(53940, 53946)",8.333333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-1.8,108088,10,50,15,sec_1798.2,"(53946, 53952)",1.166666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-1.6,108088,10,50,15,sec_1798.4,"(53952, 53958)",26.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-1.4,108088,10,50,15,sec_1798.6,"(53958, 53964)",35,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-1.2,108088,10,50,15,sec_1798.8,"(53964, 53970)",18,66.66666667
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-1,108088,10,50,15,sec_1799.0,"(53970, 53976)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-0.8,108088,10,50,15,sec_1799.2,"(53976, 53982)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-0.6,108088,10,50,15,sec_1799.4,"(53982, 53988)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-0.4,108088,10,50,15,sec_1799.6,"(53988, 53994)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,pre,-0.2,108088,10,50,15,sec_1799.8,"(53994, 54000)",0.5,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,-4.09E-14,108088,10,50,15,sec_1800.0,"(54000, 54006)",927,33.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,0.2,108088,10,50,15,sec_1800.2,"(54006, 54012)",3863,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,0.4,108088,10,50,15,sec_1800.4,"(54012, 54018)",1752.166667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,0.6,108088,10,50,15,sec_1800.6,"(54018, 54024)",907.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,0.8,108088,10,50,15,sec_1800.8,"(54024, 54030)",848,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,1,108088,10,50,15,sec_1801.0,"(54030, 54036)",147.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,1.2,108088,10,50,15,sec_1801.2,"(54036, 54042)",315.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,1.4,108088,10,50,15,sec_1801.4,"(54042, 54048)",62.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,1.6,108088,10,50,15,sec_1801.6,"(54048, 54054)",30.83333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,1.8,108088,10,50,15,sec_1801.8,"(54054, 54060)",116.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,2,108088,10,50,15,sec_1802.0,"(54060, 54066)",792.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,2.2,108088,10,50,15,sec_1802.2,"(54066, 54072)",1790.833333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,2.4,108088,10,50,15,sec_1802.4,"(54072, 54078)",2151.166667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,2.6,108088,10,50,15,sec_1802.6,"(54078, 54084)",1586.833333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,noise,2.8,108088,10,50,15,sec_1802.8,"(54084, 54090)",355,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,3,108088,10,50,15,sec_1803.0,"(54090, 54096)",507.1666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,3.2,108088,10,50,15,sec_1803.2,"(54096, 54102)",25.83333333,83.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,3.4,108088,10,50,15,sec_1803.4,"(54102, 54108)",3.666666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,3.6,108088,10,50,15,sec_1803.6,"(54108, 54114)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,3.8,108088,10,50,15,sec_1803.8,"(54114, 54120)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,4,108088,10,50,15,sec_1804.0,"(54120, 54126)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,4.2,108088,10,50,15,sec_1804.2,"(54126, 54132)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,4.4,108088,10,50,15,sec_1804.4,"(54132, 54138)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,4.6,108088,10,50,15,sec_1804.6,"(54138, 54144)",2.666666667,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,4.8,108088,10,50,15,sec_1804.8,"(54144, 54150)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,5,108088,10,50,15,sec_1805.0,"(54150, 54156)",0,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,5.2,108088,10,50,15,sec_1805.2,"(54156, 54162)",215.3333333,33.33333333
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,5.4,108088,10,50,15,sec_1805.4,"(54162, 54168)",358.1666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,5.6,108088,10,50,15,sec_1805.6,"(54168, 54174)",304.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,5.8,108088,10,50,15,sec_1805.8,"(54174, 54180)",373.3333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,6,108088,10,50,15,sec_1806.0,"(54180, 54186)",100.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,6.2,108088,10,50,15,sec_1806.2,"(54186, 54192)",68.66666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,6.4,108088,10,50,15,sec_1806.4,"(54192, 54198)",317.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,6.6,108088,10,50,15,sec_1806.6,"(54198, 54204)",702.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,6.8,108088,10,50,15,sec_1806.8,"(54204, 54210)",473.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,7,108088,10,50,15,sec_1807.0,"(54210, 54216)",149.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,7.2,108088,10,50,15,sec_1807.2,"(54216, 54222)",327.1666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,7.4,108088,10,50,15,sec_1807.4,"(54222, 54228)",149.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,7.6,108088,10,50,15,sec_1807.6,"(54228, 54234)",4,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,7.8,108088,10,50,15,sec_1807.8,"(54234, 54240)",8.333333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,8,108088,10,50,15,sec_1808.0,"(54240, 54246)",0.333333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,8.2,108088,10,50,15,sec_1808.2,"(54246, 54252)",157.1666667,16.66666667
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,8.4,108088,10,50,15,sec_1808.4,"(54252, 54258)",58.33333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,8.6,108088,10,50,15,sec_1808.6,"(54258, 54264)",100.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,8.8,108088,10,50,15,sec_1808.8,"(54264, 54270)",123.3333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,9,108088,10,50,15,sec_1809.0,"(54270, 54276)",193.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,9.2,108088,10,50,15,sec_1809.2,"(54276, 54282)",184.3333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,9.4,108088,10,50,15,sec_1809.4,"(54282, 54288)",170.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,9.6,108088,10,50,15,sec_1809.6,"(54288, 54294)",210.5,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,9.8,108088,10,50,15,sec_1809.8,"(54294, 54300)",202.1666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,10,108088,10,50,15,sec_1810.0,"(54300, 54306)",311,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,10.2,108088,10,50,15,sec_1810.2,"(54306, 54312)",158.3333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,10.4,108088,10,50,15,sec_1810.4,"(54312, 54318)",216.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,10.6,108088,10,50,15,sec_1810.6,"(54318, 54324)",91.66666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,10.8,108088,10,50,15,sec_1810.8,"(54324, 54330)",261.6666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,11,108088,10,50,15,sec_1811.0,"(54330, 54336)",167.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,11.2,108088,10,50,15,sec_1811.2,"(54336, 54342)",120.3333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,11.4,108088,10,50,15,sec_1811.4,"(54342, 54348)",100.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,11.6,108088,10,50,15,sec_1811.6,"(54348, 54354)",103.8333333,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,11.8,108088,10,50,15,sec_1811.8,"(54354, 54360)",34.16666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,12,108088,10,50,15,sec_1812.0,"(54360, 54366)",108.1666667,0
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,12.2,108088,10,50,15,sec_1812.2,"(54366, 54372)",9.333333333,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,12.4,108088,10,50,15,sec_1812.4,"(54372, 54378)",0.5,100
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,12.6,108088,10,50,15,sec_1812.6,"(54378, 54384)",18,66.66666667
6,200726_SEFL17_MildStressor_g2 Box 2.wmv,noise,post,12.8,108088,10,50,15,sec_1812.8,"(54384, 54390)",35.83333333,0
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-30,108088,10,50,15,min_0,"(0, 1800)",0.012222222,99.94444444
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-29,108088,10,50,15,min_1,"(1800, 3600)",0.032222222,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-28,108088,10,50,15,min_2,"(3600, 5400)",0.013888889,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-27,108088,10,50,15,min_3,"(5400, 7200)",0.011666667,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-26,108088,10,50,15,min_4,"(7200, 9000)",0.05,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-25,108088,10,50,15,min_5,"(9000, 10800)",0.015555556,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-24,108088,10,50,15,min_6,"(10800, 12600)",0.032222222,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-23,108088,10,50,15,min_7,"(12600, 14400)",0.015,100
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-22,108088,10,50,15,min_8,"(14400, 16200)",0.944444444,99.38888889
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-21,108088,10,50,15,min_9,"(16200, 18000)",25.27277778,40.77777778
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-20,108088,10,50,15,min_10,"(18000, 19800)",25.76777778,49.16666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-19,108088,10,50,15,min_11,"(19800, 21600)",13.53444444,73.16666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-18,108088,10,50,15,min_12,"(21600, 23400)",28.36833333,53.38888889
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-17,108088,10,50,15,min_13,"(23400, 25200)",9.768333333,80.77777778
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-16,108088,10,50,15,min_14,"(25200, 27000)",10.035,91.44444444
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-15,108088,10,50,15,min_15,"(27000, 28800)",40.67166667,18.88888889
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-14,108088,10,50,15,min_16,"(28800, 30600)",26.54388889,55.88888889
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-13,108088,10,50,15,min_17,"(30600, 32400)",106.7672222,24.72222222
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-12,108088,10,50,15,min_18,"(32400, 34200)",105.2272222,15.33333333
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-11,108088,10,50,15,min_19,"(34200, 36000)",74.09555556,43.44444444
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-10,108088,10,50,15,min_20,"(36000, 37800)",266.4788889,24.16666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-9,108088,10,50,15,min_21,"(37800, 39600)",424.385,7.055555556
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-8,108088,10,50,15,min_22,"(39600, 41400)",362.465,18.16666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-7,108088,10,50,15,min_23,"(41400, 43200)",96.53277778,27.16666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-6,108088,10,50,15,min_24,"(43200, 45000)",44.06555556,55.05555556
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-5,108088,10,50,15,min_25,"(45000, 46800)",52.81444444,43
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-4,108088,10,50,15,min_26,"(46800, 48600)",60.57833333,41.66666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-3,108088,10,50,15,min_27,"(48600, 50400)",76.44833333,34.55555556
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-2,108088,10,50,15,min_28,"(50400, 52200)",198.2166667,24.66666667
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,pre,-1,108088,10,50,15,min_29,"(52200, 54000)",455.5194444,5.611111111
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,post,0,108088,10,50,15,min_30,"(54000, 55800)",165.3305556,27.61111111
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,post,1,108088,10,50,15,min_31,"(55800, 57600)",186.2777778,15.72222222
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,post,2,108088,10,50,15,min_32,"(57600, 59400)",337.0694444,0.944444444
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,post,3,108088,10,50,15,min_33,"(59400, 61200)",173.6216667,22.55555556
7,200726_SEFL17_MildStressor_g2 Box 3.wmv,min,post,4,108088,10,50,15,min_34,"(61200, 63000)",133.8288889,30.11111111
